project_id,period_id,buffer_id,buffer_type,chain_id,original_buffer_days,remaining_buffer_days,chain_progress_fraction,buffer_sizing_method,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-RAL,P01,PRJ-RAL-PB,PROJECT,PRJ-RAL-CC,42.75,32.835527,0.166667,SYNTHETIC_15_PERCENT_BASELINE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,fd2e09563fda683815836f917acf78db4c3e8f7c9c73bd6393aba504398e24ad
PRJ-RAL,P01,PRJ-RAL-FB1,FEEDING,PRJ-RAL-FC1,12.825,10.842105,0.166667,SYNTHETIC_FEEDING_BUFFER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2d101eff8a3828e496333d99f3a6510e1ad5c1d4fcec6537e90d8932c5403761
PRJ-RAL,P01,PRJ-RAL-FB2,FEEDING,PRJ-RAL-FC2,14.9625,12.483882,0.166667,SYNTHETIC_FEEDING_BUFFER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f1686972be59b06cf65d4cce8d6c25218f10ef66b610f03bba47c19972ac5c15
PRJ-RAL,P02,PRJ-RAL-PB,PROJECT,PRJ-RAL-CC,42.75,28.530408,0.333333,SYNTHETIC_15_PERCENT_BASELINE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5d754f48dea80d1bceabc678fa1f702bf9c08b5607b6f8940c29ba88bc9117a5
PRJ-RAL,P02,PRJ-RAL-FB1,FEEDING,PRJ-RAL-FC1,12.825,9.981082,0.333333,SYNTHETIC_FEEDING_BUFFER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,6452c6134bef52c9e8bf092825c21f2a7fd8dd4733bf48f7e960d07128b4c691
PRJ-RAL,P02,PRJ-RAL-FB2,FEEDING,PRJ-RAL-FC2,14.9625,11.407602,0.333333,SYNTHETIC_FEEDING_BUFFER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,869226e94033b86412c1125868f17609a7d057a8d635d72e3da8e767edf7732c
PRJ-RAL,P03,PRJ-RAL-PB,PROJECT,PRJ-RAL-CC,42.75,25.163435,0.5,SYNTHETIC_15_PERCENT_BASELINE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,aba7e746f53f08dca0a0b5b6ced3cccc3b49d86c6e146ea5a5cc036ab789c1ec
PRJ-RAL,P03,PRJ-RAL-FB1,FEEDING,PRJ-RAL-FC1,12.825,9.307687,0.5,SYNTHETIC_FEEDING_BUFFER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,de17789038f9e8dfd231e3801037abdc41cabb610b4d3b53b3188aa5922bf21a
PRJ-RAL,P03,PRJ-RAL-FB2,FEEDING,PRJ-RAL-FC2,14.9625,10.565859,0.5,SYNTHETIC_FEEDING_BUFFER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,acfba5acc344ce3d98ee6ad4db859e09f407d8c5e6832509308c12f0f8ad8ac7
PRJ-RAL,P04,PRJ-RAL-PB,PROJECT,PRJ-RAL-CC,42.75,19.903777,0.666667,SYNTHETIC_15_PERCENT_BASELINE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,295efb397875506942e022b6bfd5c7f36dbaf523e1f89b2fe10983f8fa1a5bc5
PRJ-RAL,P04,PRJ-RAL-FB1,FEEDING,PRJ-RAL-FC1,12.825,8.255755,0.666667,SYNTHETIC_FEEDING_BUFFER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d3a84d3a9358de9b6148823a5494c0cc6d52377800042934339f4315e668f444
PRJ-RAL,P04,PRJ-RAL-FB2,FEEDING,PRJ-RAL-FC2,14.9625,9.250944,0.666667,SYNTHETIC_FEEDING_BUFFER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c3fcd87646dbd7f0d0cdf3d6c39e177479793cf0473c76b132a9da75a3f0b139
PRJ-RAL,P05,PRJ-RAL-PB,PROJECT,PRJ-RAL-CC,42.75,15.417611,0.833333,SYNTHETIC_15_PERCENT_BASELINE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8865042b21fe39f16076bea66bfe63c14173643d693452d39a7558d46ff8b420
PRJ-RAL,P05,PRJ-RAL-FB1,FEEDING,PRJ-RAL-FC1,12.825,7.358522,0.833333,SYNTHETIC_FEEDING_BUFFER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1d222ec0a59bd76c773cb6605c171d05a42813c3408f05aff964b95a1a7159a1
PRJ-RAL,P05,PRJ-RAL-FB2,FEEDING,PRJ-RAL-FC2,14.9625,8.129403,0.833333,SYNTHETIC_FEEDING_BUFFER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a79ad29a86db632462fded1fdd208f65544d784e56e8833af1e0bd661d39df45
PRJ-RAL,P06,PRJ-RAL-PB,PROJECT,PRJ-RAL-CC,42.75,9.437097,0.98,SYNTHETIC_15_PERCENT_BASELINE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1e32b1b51acae8228907ae2511949670c70937e60bc2e5c4d63949944faeef4b
PRJ-RAL,P06,PRJ-RAL-FB1,FEEDING,PRJ-RAL-FC1,12.825,6.162419,0.98,SYNTHETIC_FEEDING_BUFFER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c82c4d290ced61114c2a5b60c65c0307d52d3c45cf6356874b2896b17b88a812
PRJ-RAL,P06,PRJ-RAL-FB2,FEEDING,PRJ-RAL-FC2,14.9625,6.634274,0.98,SYNTHETIC_FEEDING_BUFFER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,80671e6d3de4049721a55d1704daf4ea5cee65fbc00fcae5569df037210bd2ec
PRJ-DCT,P01,PRJ-DCT-PB,PROJECT,PRJ-DCT-CC,36.45,32.805,0.166667,SYNTHETIC_15_PERCENT_BASELINE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,480f1cc47276684ab46981808b820147b65fca2c1ddb93ca6fd3be664bd30f55
PRJ-DCT,P01,PRJ-DCT-FB1,FEEDING,PRJ-DCT-FC1,10.935,10.206,0.166667,SYNTHETIC_FEEDING_BUFFER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,72388d595a962bf9bfdb6bfe886752c50448f95d0000c0375273d38b3e7addca
PRJ-DCT,P01,PRJ-DCT-FB2,FEEDING,PRJ-DCT-FC2,12.7575,11.84625,0.166667,SYNTHETIC_FEEDING_BUFFER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,bdf99b08792420cc726407fd10ed39cd3a14b5de95420c621f6ee1b307f2d09c
PRJ-DCT,P02,PRJ-DCT-PB,PROJECT,PRJ-DCT-CC,36.45,28.670203,0.333333,SYNTHETIC_15_PERCENT_BASELINE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e81040d041eea6cf3bf4464709313e7ee54436c1a485c5926778dbcc204ed240
PRJ-DCT,P02,PRJ-DCT-FB1,FEEDING,PRJ-DCT-FC1,10.935,9.379041,0.333333,SYNTHETIC_FEEDING_BUFFER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,62787e8b22fb70238a5ef8a90a440a0658b28dd2b65968f9ac55c34cd0c0e26d
PRJ-DCT,P02,PRJ-DCT-FB2,FEEDING,PRJ-DCT-FC2,12.7575,10.812551,0.333333,SYNTHETIC_FEEDING_BUFFER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,bff93ba9e4bc3c47aad395425597998e78659ffe9e5ec8511ece95a866b47c27
PRJ-DCT,P03,PRJ-DCT-PB,PROJECT,PRJ-DCT-CC,36.45,24.963726,0.5,SYNTHETIC_15_PERCENT_BASELINE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,48e59778e058a1622ecab706b1e382b3e033ce00be5c76f3c074e8b91f3bbe3a
PRJ-DCT,P03,PRJ-DCT-FB1,FEEDING,PRJ-DCT-FC1,10.935,8.637745,0.5,SYNTHETIC_FEEDING_BUFFER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,81a5d83c6f707cafb18f3817e911b5d2857895ed44d0c23a1823b248ddbc2044
PRJ-DCT,P03,PRJ-DCT-FB2,FEEDING,PRJ-DCT-FC2,12.7575,9.885931,0.5,SYNTHETIC_FEEDING_BUFFER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,23586993e1fc61f535365a2f3799a29aeb0fe20e1041837d185b91b8286b8b28
PRJ-DCT,P04,PRJ-DCT-PB,PROJECT,PRJ-DCT-CC,36.45,20.367982,0.666667,SYNTHETIC_15_PERCENT_BASELINE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,63d5fea942020dab148dbde8554e149a5e7f0854b57002b04b8fb54c8ab359a6
PRJ-DCT,P04,PRJ-DCT-FB1,FEEDING,PRJ-DCT-FC1,10.935,7.718596,0.666667,SYNTHETIC_FEEDING_BUFFER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c1a0e3185d3fe48a349e6be936f4a50cf4c41c1ea8e7b97bfd90dd0fa34c8d7a
PRJ-DCT,P04,PRJ-DCT-FB2,FEEDING,PRJ-DCT-FC2,12.7575,8.736995,0.666667,SYNTHETIC_FEEDING_BUFFER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7640d3e29739da9d523c1623463b2a8a081f7bed3e852e102c35d400e43a653d
PRJ-DCT,P05,PRJ-DCT-PB,PROJECT,PRJ-DCT-CC,36.45,16.721475,0.833333,SYNTHETIC_15_PERCENT_BASELINE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,26c1306ae71117c3a12404e673115f32e30313a65829a84fe49ad4694a86bbf3
PRJ-DCT,P05,PRJ-DCT-FB1,FEEDING,PRJ-DCT-FC1,10.935,6.989295,0.833333,SYNTHETIC_FEEDING_BUFFER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b2513c2008c5111e2ef095238af4ceb4a0b75f3aed91a81efc215d3c4130f365
PRJ-DCT,P05,PRJ-DCT-FB2,FEEDING,PRJ-DCT-FC2,12.7575,7.825369,0.833333,SYNTHETIC_FEEDING_BUFFER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ae38e20a3b75ab4c48edf81d8d4fdf1aa76ecd41df34014d10bcfcaf9ab7be87
PRJ-DCT,P06,PRJ-DCT-PB,PROJECT,PRJ-DCT-CC,36.45,14.110366,0.98,SYNTHETIC_15_PERCENT_BASELINE,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,beaf05909def8144fcfa7ce5f4e4936b005dc8e410bbaed61fb1ac50994e7198
PRJ-DCT,P06,PRJ-DCT-FB1,FEEDING,PRJ-DCT-FC1,10.935,6.467073,0.98,SYNTHETIC_FEEDING_BUFFER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,141a11288dddeccb1de0b5945df76e4233808b1ad4b1e6702cec55b81f039684
PRJ-DCT,P06,PRJ-DCT-FB2,FEEDING,PRJ-DCT-FC2,12.7575,7.172591,0.98,SYNTHETIC_FEEDING_BUFFER,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2e3b9b4adeae27dc61b444fe0f14d611b5387fbcb98b4b3ab8b61389e8485364
