project_id,time_step,agent_id,state,demand_units,delivered_units,inventory_end_units,effective_capacity_units,lead_time_steps,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-AIR,11,PRJ-AIR-SUP-05,NORMAL,5.089613,5.089613,43.539104,10.0,2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,faee2a2fa20b1b094a0e41ae6e7011fed7ed50666752786775a7470006206b21
PRJ-AIR,11,PRJ-AIR-SUP-06,NORMAL,5.600292,5.600292,67.251585,12.0,3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5152ecc651a77b3e0689d6da24f30a0cb9672b43e646c586652e5b10afdc7faf
PRJ-AIR,11,PRJ-AIR-SUP-07,NORMAL,4.045445,4.045445,29.467118,8.0,4,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,270b39c6f95bda71c0263c8f61570da44f48b728e274d51fe8194eab4765c61e
PRJ-AIR,11,PRJ-AIR-SUP-08,NORMAL,6.338255,6.338255,39.92069,10.0,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d7c9a5a1acc475ff5fb8486ae593fd8329fa5620cdee14bc0ecd6ae0bbb38223
PRJ-AIR,12,PRJ-AIR-SUP-01,NORMAL,3.474679,3.474679,29.823106,8.0,2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,890959de3bc73ffeef37a021bbd270172032508dc78a383f3d2b71afb12851c4
PRJ-AIR,12,PRJ-AIR-SUP-02,NORMAL,6.819605,6.819605,43.177518,10.0,3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4840a6355e00c629b27c743485f7d0cff7043c37c780a7428f18177000e0bc2a
PRJ-AIR,12,PRJ-AIR-SUP-03,NORMAL,6.031062,6.031062,62.795367,12.0,4,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,bafca34f4e4067abf6b1d2f36b48d90a9ea8fbb52eb69569229d9696f47337ec
PRJ-AIR,12,PRJ-AIR-SUP-04,NORMAL,5.686316,5.686316,23.601414,8.0,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5b8219017caeb5805a33f8dc057737ceb31761d8937566b7edb861f3cd5e97c1
PRJ-AIR,12,PRJ-AIR-SUP-05,NORMAL,3.166342,3.166342,47.872763,10.0,2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5893c479b0ae6ad2be8907709d7df10cd7cba5483b92f4d76955341aa967deca
PRJ-AIR,12,PRJ-AIR-SUP-06,NORMAL,5.987696,5.987696,70.263889,12.0,3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,67f151500358531fa5bd7ce239b19e7dccfebdd751a02cab70c99c81b59f98b3
PRJ-AIR,12,PRJ-AIR-SUP-07,DISRUPTED,5.180252,3.6,31.867118,3.6,6,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,385c26982375181272704072fc2f759c330bd8ce60453817c8ff3c12ba75351f
PRJ-AIR,12,PRJ-AIR-SUP-08,NORMAL,6.056533,6.056533,41.364157,10.0,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8de1c74cc5a80f97329941609f1d7faab6e78bad652fac58b939ed17b8ff5e19
PRJ-HWY,1,PRJ-HWY-SUP-01,NORMAL,4.560309,4.560309,13.439691,8.0,2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f0d0ee442f89b3d7968f83622f48c8dc53d065bbdb60830214a96800febb2133
PRJ-HWY,1,PRJ-HWY-SUP-02,NORMAL,3.216479,3.216479,17.283521,10.0,3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,cff25535a89aea6a35ebe1f9f2732f1ea84fc8694a0efec35984dff31a1d8852
PRJ-HWY,1,PRJ-HWY-SUP-03,DISRUPTED,2.605425,2.605425,20.394575,5.4,6,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,79783b163bda475120891c42f39a3d05f90a7c7bdad353c81673c5c0084efc92
PRJ-HWY,1,PRJ-HWY-SUP-04,NORMAL,3.93841,3.93841,17.06159,8.0,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,805666db5c3db72f4c1418515e9f5f84069d91111d99f3919d97c5df4089bce5
PRJ-HWY,1,PRJ-HWY-SUP-05,NORMAL,5.757653,5.757653,17.742347,10.0,2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,38646d4db3bb36d42adfb492b5409b67c62dc4053524338183ddb3d6d7b98417
PRJ-HWY,1,PRJ-HWY-SUP-06,NORMAL,5.564705,5.564705,20.435295,12.0,3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,0c68165be16a0840d3ed3cda5775c7068a94b4589d0a2b5800812cf2c68c7f39
PRJ-HWY,1,PRJ-HWY-SUP-07,NORMAL,7.348411,7.348411,16.651589,8.0,4,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a8b0ebb9d13d80eadd5be0cf040c843d65cfe8da3e0f74adfc98244cb79c22b8
PRJ-HWY,1,PRJ-HWY-SUP-08,NORMAL,3.587997,3.587997,22.912003,10.0,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b964ce554f2ddb4585c2d02a8068a7c531ffbfa27b75238790c8f4332c9c4ea3
PRJ-HWY,2,PRJ-HWY-SUP-01,DISRUPTED,8.574047,3.6,15.839691,3.6,4,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1c1fba452c7e5204f942f3a8ce9588ddfe79a1d7769b0d05bb8a53aa4d3a29f3
PRJ-HWY,2,PRJ-HWY-SUP-02,NORMAL,5.793709,5.793709,18.989811,10.0,3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,705afac01e0214f928fce2bf468beeef37ebc4d8e5cd9d9b06851a201545d02c
PRJ-HWY,2,PRJ-HWY-SUP-03,NORMAL,4.368968,4.368968,25.025607,12.0,4,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,510d384bf1b235a8e12edeaa0539680aa118005e8a20f27b4eed03c5878bd484
PRJ-HWY,2,PRJ-HWY-SUP-04,NORMAL,5.846314,5.846314,17.215276,8.0,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2880f93364aeb2a714f839dd6eda1bcdcad59fb75040ba65c15c8069912a9e83
PRJ-HWY,2,PRJ-HWY-SUP-05,NORMAL,3.521285,3.521285,21.721062,10.0,2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c3e6635b8bf5964535ddffcf6db0195fbc0270f300c10c207a361ef4e1f26feb
PRJ-HWY,2,PRJ-HWY-SUP-06,NORMAL,6.189213,6.189213,23.246081,12.0,3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c08329958bae83b7433426086d9e7b405055f920670eec3d315c6e7a7073888d
PRJ-HWY,2,PRJ-HWY-SUP-07,NORMAL,5.212974,5.212974,17.438616,8.0,4,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d1670843ab8406fa305fd7fb1b0cf25ef1397f6842382af63373055ed6c4f8d3
PRJ-HWY,2,PRJ-HWY-SUP-08,DISRUPTED,3.397706,3.397706,27.014297,4.5,7,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,04f649128ad87bd6a423b0b0b658db4fb8400de4fb71976829f5dec7850dbb11
PRJ-HWY,3,PRJ-HWY-SUP-01,NORMAL,6.231052,6.231052,15.608639,8.0,2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,99d916aa07416b57bb6a624efe5f8248e0ac17aadded183bc7504d497214f174
PRJ-HWY,3,PRJ-HWY-SUP-02,NORMAL,5.85131,5.85131,20.638501,10.0,3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b57b477f821bf39ea38be0276e3830b4e6ce99d9ce8e89a994d4a6ffbd3150b9
PRJ-HWY,3,PRJ-HWY-SUP-03,NORMAL,4.081606,4.081606,29.944001,12.0,4,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,50a28c7e27450626dd589c9f8e2a046fd74fd7d51fbd07fe06220cb48a609fbd
PRJ-HWY,3,PRJ-HWY-SUP-04,NORMAL,6.357543,6.357543,16.857733,8.0,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9e32d7e341c1a5c50da9db0c3201ff0bd05d5ed9a171b78acc78cbf69f3e61ff
PRJ-HWY,3,PRJ-HWY-SUP-05,NORMAL,4.659869,4.659869,24.561193,10.0,2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c8cfd2e50d1d982c06761d40432e2f5dd931798d167e6b4796ef15394f9070c1
PRJ-HWY,3,PRJ-HWY-SUP-06,NORMAL,4.046937,4.046937,28.199144,12.0,3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,db839fde27f28828d378bccea1745fd9ac4c0d29576de0eb5f6d048ae347ad67
PRJ-HWY,3,PRJ-HWY-SUP-07,NORMAL,4.281362,4.281362,19.157253,8.0,4,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e3e676d59805e7eb10fa50449365191f2f5eeb7600148a327f48ceb1db91fe08
PRJ-HWY,3,PRJ-HWY-SUP-08,DISRUPTED,5.385591,4.5,30.014297,4.5,7,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e4cebacb1249a16369880b390203bb1fcd49caf0e56521f76d24cfc74a530a47
PRJ-HWY,4,PRJ-HWY-SUP-01,DISRUPTED,4.129779,3.6,18.008639,3.6,4,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,53e6f880dca8bddd70d23b8bc80f42d5d3d3dc3c06cc4d2641cf0d3625709e9d
PRJ-HWY,4,PRJ-HWY-SUP-02,NORMAL,3.788193,3.788193,24.350309,10.0,3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b1fa530b8cd38b4fe81d6f17f17b374fe0a585c3e67e7347eec3321aa05ba50c
PRJ-HWY,4,PRJ-HWY-SUP-03,NORMAL,3.311476,3.311476,35.632525,12.0,4,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,306926e0600dec7f5210326ea90e1013e9f274db675e00a01c4db59fb2c315ee
PRJ-HWY,4,PRJ-HWY-SUP-04,NORMAL,3.041636,3.041636,19.816098,8.0,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,70daaf3eb2aa158048b4d682d76fbf717e1389c4d4647cd8de1d97b65e3f9dc8
PRJ-HWY,4,PRJ-HWY-SUP-05,NORMAL,4.035571,4.035571,28.025623,10.0,2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3ae8f562e6da89aede11052b7469968626c44b4f7364dd242c7987b5ebc33eb1
PRJ-HWY,4,PRJ-HWY-SUP-06,NORMAL,5.357711,5.357711,31.841433,12.0,3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3fecbc09e130e5dbaa95344b9809cfbffeb426786a50483aefa72e87b7d3a730
PRJ-HWY,4,PRJ-HWY-SUP-07,NORMAL,4.867838,4.867838,20.289415,8.0,4,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a1dbe4f9cb73fd7426b5974cfb90f4009eb905cd5a4b1158f0037f260f8364b1
PRJ-HWY,4,PRJ-HWY-SUP-08,NORMAL,5.261694,5.261694,32.252603,10.0,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5eab5386b64d21d78cd02c4f9d46def11a61e71def9716faf0401aa27b5cf1e7
PRJ-HWY,5,PRJ-HWY-SUP-01,NORMAL,4.94533,4.94533,19.063309,8.0,2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2ca6c98f119447c2193ac0a974109848c4d815673f182923b6db1ff026ce1994
PRJ-HWY,5,PRJ-HWY-SUP-02,DISRUPTED,4.092799,4.092799,27.75751,4.5,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9e09c39c2fe75c24132e2b8abceddae2ffd5457e4524c6ed0bad213e08d1cb06
PRJ-HWY,5,PRJ-HWY-SUP-03,NORMAL,4.368567,4.368567,40.263958,12.0,4,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9d68d2d5cd6d92a501dc1f23a54a8ec9b4c195133f39c3d8d8d4df7af3c02d0c
PRJ-HWY,5,PRJ-HWY-SUP-04,NORMAL,4.46497,4.46497,21.351127,8.0,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c2ba02c83cf9ecc138b562c13d81c167bf4a115ea4a3558372f39bb20665c965
PRJ-HWY,5,PRJ-HWY-SUP-05,NORMAL,5.749054,5.749054,29.776569,10.0,2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,19c929d0ce90b3c5dc704825af68774c52ef390489a72d245bce3142e3eee4bc
PRJ-HWY,5,PRJ-HWY-SUP-06,NORMAL,4.498517,4.498517,36.342916,12.0,3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,35e5f50dd9e2a1cb63790409160c73186e2842c622fb2c6c901725887978789e
PRJ-HWY,5,PRJ-HWY-SUP-07,DISRUPTED,5.075499,3.6,22.689415,3.6,6,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c1a049693dd264b515f55b42967ff8ae6b65e3fc2f87ce8c0cee7d7a2f32eae0
PRJ-HWY,5,PRJ-HWY-SUP-08,NORMAL,7.08453,7.08453,32.668073,10.0,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9f5683432ee325de860775e53da5ffac22f8356d9e176ae62ccb63ff5be2f3a6
PRJ-HWY,6,PRJ-HWY-SUP-01,NORMAL,5.548403,5.548403,19.514906,8.0,2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,197e6e06b5a77a56d57d1ba40eba06dabcbc67145dcf4b0b39cfecf92f15eae5
PRJ-HWY,6,PRJ-HWY-SUP-02,NORMAL,5.328429,5.328429,29.929082,10.0,3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1ac55b85d63e1ea8370c681ecfd85f55689822a9ef8f343486834491d658ff4b
PRJ-HWY,6,PRJ-HWY-SUP-03,NORMAL,5.312498,5.312498,43.95146,12.0,4,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,505a7ebf5b5ab24f0ebde5be2931ded29493034a6f9450bbfb0d665a0a6f3497
PRJ-HWY,6,PRJ-HWY-SUP-04,NORMAL,5.519091,5.519091,21.832036,8.0,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e88a7f2e0494b77c7ecbfd14f9b48fd9334528fb2bb5677dc3bc6bb1a25ac9ee
PRJ-HWY,6,PRJ-HWY-SUP-05,NORMAL,6.773573,6.773573,30.502996,10.0,2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f7e446cfcfbfa6e868fbd710dae08307c339ddcd8bbecc721c52f16249dc9479
PRJ-HWY,6,PRJ-HWY-SUP-06,DISRUPTED,5.76563,5.4,39.942916,5.4,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4616316182e529b357fee78f037e8b17f9ceea1d133604b62d81ba78638018a4
PRJ-HWY,6,PRJ-HWY-SUP-07,NORMAL,3.120087,3.120087,25.569328,8.0,4,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8d3c93ce0371444013f82d34bed3ad720fef34e40e03001453fe14cf433791a6
PRJ-HWY,6,PRJ-HWY-SUP-08,DISRUPTED,6.078308,4.5,35.668073,4.5,7,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7a4bf4ac1f02c7ada97e313d649f1911829a5f0804be2932dac6644904a6b385
PRJ-HWY,7,PRJ-HWY-SUP-01,NORMAL,5.329276,5.329276,20.18563,8.0,2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ab069a8965bc432a3541d214152bd12e8863932e9064f656593b5f42da2851ec
PRJ-HWY,7,PRJ-HWY-SUP-02,NORMAL,2.343228,2.343228,35.085854,10.0,3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ca7b0adf43fbf77077d930a9e344ead2723f125355ee7692ecfabd04150b0aab
PRJ-HWY,7,PRJ-HWY-SUP-03,NORMAL,4.29882,4.29882,48.65264,12.0,4,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,35847d3ab1747cea9b1a58b785c7da29dd02cc6d7e6ecf52a86d7726420bebc8
PRJ-HWY,7,PRJ-HWY-SUP-04,NORMAL,6.09719,6.09719,21.734846,8.0,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e7d49d03e6d2c8e44427bdc7cada5e252d3b32d83f4270526cf96a866af2a909
PRJ-HWY,7,PRJ-HWY-SUP-05,NORMAL,2.378875,2.378875,35.624121,10.0,2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e77f22129ff73313e47ac266fa7c52e76654f1b7cdfbb9fed4cf09754577a875
PRJ-HWY,7,PRJ-HWY-SUP-06,NORMAL,4.925484,4.925484,44.017432,12.0,3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f0fd5286d9c07b9db4c86a8ceb83f9956248452f29214f0c352293f5167717f5
PRJ-HWY,7,PRJ-HWY-SUP-07,NORMAL,6.09052,6.09052,25.478808,8.0,4,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,caf8b26ffd16d348e6e465b9e06bed4fce9023a2b0ce432774eacd356bea1a20
PRJ-HWY,7,PRJ-HWY-SUP-08,NORMAL,3.01179,3.01179,40.156283,10.0,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a7c2843af040ae0bdd20c0bd2fa18769d48981fca16505fc020307b6a0616fb3
PRJ-HWY,8,PRJ-HWY-SUP-01,NORMAL,5.750075,5.750075,20.435556,8.0,2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,74c11d0ede1c6000a047037ff3dd866c3221146417688acf7a5eea47aaa786b2
PRJ-HWY,8,PRJ-HWY-SUP-02,DISRUPTED,4.526512,4.5,38.085854,4.5,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3ceb596f9f9d18088730fc93e435aa04565f15348ba31fba8fd1979626f79020
PRJ-HWY,8,PRJ-HWY-SUP-03,NORMAL,5.447787,5.447787,52.204854,12.0,4,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8b7b33d43daaab70ad1ce617bb8933ab9066a69c9d1483c2c490be7944e1c4b1
PRJ-HWY,8,PRJ-HWY-SUP-04,DISRUPTED,4.539297,3.6,24.134846,3.6,7,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,6788362273043e6658e899a9fdcc24f855c6addc332ed1a16575f25edc65dbfd
PRJ-HWY,8,PRJ-HWY-SUP-05,NORMAL,5.045052,5.045052,38.079069,10.0,2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,6c9881e2d37f04f542c2e2b030946db7e16933842dc1c8c792db17ce7f54e2ce
PRJ-HWY,8,PRJ-HWY-SUP-06,NORMAL,4.490377,4.490377,48.527056,12.0,3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,fe3e44c600ce5f382f9a527969fb1e3f6abd4abfe2e2a40876ed94bc87c3a377
PRJ-HWY,8,PRJ-HWY-SUP-07,NORMAL,4.923947,4.923947,26.554862,8.0,4,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,197f49e2accab27772218ce1597b5c81f998addb8d537af074cc538edb91720d
PRJ-HWY,8,PRJ-HWY-SUP-08,NORMAL,6.263251,6.263251,41.393032,10.0,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1c6e8839ccab580afc58274f99c8b8a404a3986dafd851cccb1afaece44128fc
PRJ-HWY,9,PRJ-HWY-SUP-01,NORMAL,5.82722,5.82722,20.608336,8.0,2,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,25556b214c05990badaffe25703f70824845fe0e1268ddc8f44377b74ff48ee9
PRJ-HWY,9,PRJ-HWY-SUP-02,DISRUPTED,3.503782,3.503782,42.082071,4.5,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,542859d42f5feb33bf3235e05eea8da3420d1ef333d12004d3220202641dd287
PRJ-HWY,9,PRJ-HWY-SUP-03,NORMAL,5.637225,5.637225,55.567629,12.0,4,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,6f66dd771588e22b2736dfe884c9b3825b7f3cd55e83b9770be20efaecf691b6
PRJ-HWY,9,PRJ-HWY-SUP-04,NORMAL,3.550526,3.550526,26.58432,8.0,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,039895e76a2fd72f6180f640d4ff4129c71f6af1c743987cdfbda11b266eae73
PRJ-HWY,9,PRJ-HWY-SUP-05,DISRUPTED,6.585029,4.5,41.079069,4.5,4,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,301f816520a2216cd5f9c6a01ad02fca4e0498b00c4b9f40f487c95539459c70
PRJ-HWY,9,PRJ-HWY-SUP-06,NORMAL,3.725724,3.725724,53.801332,12.0,3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,6f3ea4b54697591508fce19f52792066d9cadc8035f389b632e64089f3e6c3c3
PRJ-HWY,9,PRJ-HWY-SUP-07,NORMAL,5.686538,5.686538,26.868324,8.0,4,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,023df32e496919ceeed4e34b45114c42655b5ffd0753139c5de2ccac1f1db1f1
PRJ-HWY,9,PRJ-HWY-SUP-08,NORMAL,4.818431,4.818431,44.074601,10.0,5,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,A-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,51fe69539457a8fa2a2dacd2776a2fe38f61b55ba1581f2c1cd732147ecf554e
