reference_project_id,complexity_band,early_cpi_band,early_spi_band,document_risk_band,decision_class,split,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
REF-0094,MEDIUM,MID,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,31da0770e6038b14985266f40f4c5906ac592cc374bb97a734720e70d79dba44
REF-0095,MEDIUM,MID,MID,LOW,RED,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,76b3ed3edfc1f25992f2565b43ad3e679abddd42499dd3a93edf10f4bb8394bb
REF-0096,MEDIUM,MID,MID,LOW,AMBER,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7609ba99b80611e4122e841a1653dc64842b4a65fe698539ae9be8cac42c0f01
REF-0097,MEDIUM,MID,MID,LOW,AMBER,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3b1ca65a1496b73262fb3935bc9eaf9ecfe2f5d094d27d89c486762841c67df3
REF-0098,HIGH,MID,MID,LOW,RED,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,83f4f1b7dfbb6d536db41309984ef3019d8d2dfffe8156e3c33f51c44b7150b4
REF-0099,HIGH,MID,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,60da65f270459fe3340394b26e1da0b2ce1660c532515223a4975a9b79c4809e
REF-0100,LOW,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,cc406c7e088acca65667465bb79edcc3d2b35399b21c08139378428b0a5691f9
REF-0101,HIGH,LOW,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b54033f04ec51afe6ea3b025fdd004498093377f74650f0eaad2a706948d7417
REF-0102,LOW,MID,MID,LOW,AMBER,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4eb3f32cbf808e376f5dff95c7d7dd834de48c3b4b9037e730e5f0043c82119b
REF-0103,LOW,MID,MID,LOW,GREEN,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1a20e249d56af4c00a70669ce73a9dfd002cc8020b12af425c71a6006b3e7c94
REF-0104,MEDIUM,MID,MID,LOW,AMBER,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,48b0e842b7de0e2da5aca0ed12a0aae7eca3fc7b160b7b34876788620ef8dcad
REF-0105,MEDIUM,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a52aa6fa4f9b10c64f2c3c61f0f310bb165b626816ef6ab1ee2b29dbdc0063bc
REF-0106,LOW,MID,MID,LOW,AMBER,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,981d31064decc367c764e35c2e78a6a4538156188e0ce4c7dfd7a60837b8adc0
REF-0107,LOW,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c3164a0c45293d2e9661bda19bad89b2072260eec960c601b76a864c3a1ff374
REF-0108,MEDIUM,LOW,LOW,MEDIUM,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3db611ce83f0b9134371bba556693210d00686412b66aa415675c9a2e504abc7
REF-0109,HIGH,LOW,LOW,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ad31ad1d7be086237223af5596a8a1efed0a66ec1ad992be5dd4baf3ff073135
REF-0110,MEDIUM,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,233cf7bb1d60519ec7b202bf87998f6e56ea139fe70ad554b247b6f870f4df0b
REF-0111,HIGH,MID,MID,LOW,RED,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8b3f590c5e4cbb06da2a8c63bf78b120630686a53f47fa9dbc77341ff610dec6
REF-0112,HIGH,MID,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,df06f1f358d22642622ef33c2e6ad04dd9bb07a0f18bb3a3e265156314eb6406
REF-0113,MEDIUM,LOW,LOW,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,df30bb90b4c650affdea48477998f31f25d2f8de2bc37a630c40eb3a742bbe8d
REF-0114,MEDIUM,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e921bd40be6484efb61207885eef64b9176fc027edd4ebe56822a5997eed2f9d
REF-0115,MEDIUM,MID,MID,LOW,AMBER,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5f21ad7b0a87827331ab5b4670da9abd4733ae30aa909da9c01ebfb0118d871a
REF-0116,LOW,MID,MID,LOW,AMBER,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,45cc5c583cbdd974eb7f3b6846d21c590505d3530355d7847a65d69d5f42e869
REF-0117,MEDIUM,MID,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a7a6ac5e38ebb4e7e85d4261887d42dbb3ed82a4622a04f0e18f7b469a027250
REF-0118,MEDIUM,LOW,LOW,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5c09aa1d388c53a44b419a9f78613b74b43ad4aea354d02c7e7eba40da017c69
REF-0119,LOW,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,fa334c30dff96d96856d03691b4370dc5b6367e6bd4f74eb5d5cc9f9f37fa2a9
REF-0120,MEDIUM,LOW,LOW,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f772d2f1cdb1eb98e397152ee43c8483b31e94a84eaa381c5fe2355fa61949df
REF-0121,HIGH,MID,MID,MEDIUM,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,26ee494d41135b43f742beda24335c9b7ca38454d26b24c042322a7f6030c1d1
REF-0122,MEDIUM,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,20abf72aef9aba7afba0b15ecd1b2ebedd377dae580912093a9a97f4049ed8fb
REF-0123,HIGH,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,0bd7a9153f4c281f94d3b7535f7c081a4cf214e354fc7bc9da2e09d3b4f2f63e
REF-0124,LOW,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5fde82b51443286f951e4e73d671251bdf785aee63df4330498413d8edf5b60a
REF-0125,HIGH,LOW,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,939a378af0341bb9e0fcc41ac85cdbe68eb00c79e60eec37514c44770d0ab93e
REF-0126,MEDIUM,MID,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c25101c7afe884ba1ae37bb9ba7d463ee3c05f086f40da130f7fe3a436e019fa
REF-0127,HIGH,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,973e0f289cd1ac6ef90f2bc94ebb7caee4354eda517616635a32b4016c4ea215
REF-0128,HIGH,MID,MID,LOW,AMBER,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,df4283af91ae4e7b03abb7f8cab5e476bd91f89615fe7dbb15c195f8d4bf4302
REF-0129,HIGH,LOW,LOW,LOW,RED,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c91bc33d649d6358c8623743eae4e6b6e3ccb75e6ce55bbd88902cbb82b7e940
REF-0130,HIGH,MID,MID,LOW,AMBER,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,672aeb5503f0c6361b029b3a9b93a0c40e059669b0b59624f56ba06afc6fcd7e
REF-0131,HIGH,LOW,LOW,MEDIUM,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b5346f7a340e846712765aea9f1370117f16368747bf93e65dcd61fde0b72786
REF-0132,HIGH,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1ecf520800a094f2d002c1609f92ee7660687ceb41d31bff6ebc505701a803cc
REF-0133,HIGH,MID,LOW,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8e0f3e8c4d04945cd440b6ed283798c0fd150e642aaac45838fa4055d122273f
REF-0134,LOW,LOW,LOW,MEDIUM,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b9a0022b88d7ec36be81441fbad07383107c5b7239388d8013d54b9cfaf41344
REF-0135,LOW,MID,MID,LOW,GREEN,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,891530d30dd75ff3021b1ddf297064123eea0d0aedd6a0399257d50cc7995b66
REF-0136,MEDIUM,LOW,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4dea76c2d118d0069e06df54586c9bfc60c14dc1ef1cd399a5702cd895b67e40
REF-0137,MEDIUM,MID,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c655d1bc2885b29ecf0fa31e4dd407812bcd6de8ff87a393a30bd159000058e1
REF-0138,MEDIUM,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3af71c7a7467c3222874e803c9ec7b04a582d2d44ad7cc4eb39ac590ad969621
REF-0139,MEDIUM,LOW,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a82d9665f85ca149bb82f58fe22d11c8c01291b7891a6f5894ff259bde86f89c
REF-0140,LOW,LOW,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c3fd2bfdfc9f622d67d5fda4dcd7f91bc8d9f772a7d76b9fe2774d3ec4d8c30f
REF-0141,MEDIUM,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5a0a7e472dc53faeebc042c80848f6793028600bc5d84c3283c325e049838ae6
REF-0142,LOW,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f383042bad643927322e9da87fcab3fa7ff3856bc61b15a1fb83a5fc06e0dd9b
REF-0143,MEDIUM,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4583864769ddea9b22571698ba014624cf54dee67a69ca12c2554be7dbf1c469
REF-0144,MEDIUM,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7add8920ed897b1f822012b646e0b6edffd990b9e9eb95de78371ee5ac0b28d5
REF-0145,MEDIUM,MID,MID,LOW,AMBER,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c24dc84fcd0797c4e9f819caacd2d39c3abac3ee49ef892f008c62d7cb16badc
REF-0146,LOW,MID,MID,LOW,AMBER,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,bf78acd88d555751549006fc7e8f9dd4c614e37f185e577bf85557af5f465d13
REF-0147,LOW,MID,MID,LOW,AMBER,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3206302a73e78d223b178220efa4a6f4cf608b21c66538c4f0df5122bdc6283e
REF-0148,MEDIUM,MID,MID,LOW,RED,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b442713766acffe4d26e0a5ddbbe141b53ba7479746647f88f7a999e4455bf4f
REF-0149,MEDIUM,MID,MID,LOW,RED,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d1a17bc155d72c7b1b5dabcbd187054a56202bb9ff91e4b470555f476bdf9359
REF-0150,LOW,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,65210d076db828425ce31006bc03cfcfb74ae0ad800eb117856800379aaf0d89
REF-0151,LOW,MID,MID,LOW,AMBER,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2fb7d11640ef2275d43e78c9fbcdd5633d1a26a3b49853b0d978a005ccdf77ba
REF-0152,HIGH,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a135048a1ab030b8c12d3cec38f2f190cc82cc7b7c8a349c71543d3d911b27d0
REF-0153,MEDIUM,MID,MID,LOW,GREEN,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2f6ae113b6ec9e035c5b181d8ca0a6b32f8b06b5983f502e03ee129d55a44f44
REF-0154,MEDIUM,MID,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2300837f4e0a5a10ef3ba725857f938e419e81c6dc9aad764bca26a64fd10e68
REF-0155,LOW,MID,MID,LOW,AMBER,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,148529e6665dcf4892a4720b1e3ebe41e54678db893e87eda1c4704c8a030966
REF-0156,MEDIUM,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,45197964869339f5fff48832d3a3cae3832ece0a5f01f70236997e528c801889
REF-0157,HIGH,MID,MID,LOW,AMBER,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7c35c97fb0d6983cc96fb0c5dcc71c452325938fa32d15ff80d1626a602f5648
REF-0158,LOW,MID,MID,LOW,AMBER,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b9a678adc7d04d87f564adba5a3888fada5fd13daea06363318e266ccba71aae
REF-0159,HIGH,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2fb277912d1086626b77573b70430ab6474710439f96dcfa0a1b228cc751e867
REF-0160,MEDIUM,MID,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4ae3304b9659eebc1d15ce85178d10dd7adb28a35e140d7a8ee4da90a0b4d9bd
REF-0161,HIGH,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,354c43413d5bf91d790a30393b1aa8ed21086dd37a5d255b4dd9580b26685190
REF-0162,LOW,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,79a601937ffbef1abf17e377d585a635cb42091b299e3c2fe88b6f9f02e1e749
REF-0163,HIGH,MID,MID,LOW,AMBER,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,bedc70cf88f6f034a20fc41710f052b2068db1ef8ccc5e1263addbe5bcc5c4db
REF-0164,HIGH,MID,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2ec2241b4dfcdc92f23fa81d662217219238da4ec138220510a659794ff89f77
REF-0165,LOW,MID,MID,LOW,AMBER,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7353dc2c7f2848fa9b8a0d466342644feda0ac7f1f2df1992512d6a37c8408dc
REF-0166,LOW,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,959c717f5407143eb0311c0f7fba6cbb042c2768e695a84846ca0312067c2c31
REF-0167,LOW,LOW,LOW,LOW,RED,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,321278857936445c3364ec359ea5ba62a163dd5fa73972cabba838ac2eaa6857
REF-0168,HIGH,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c6fa138236e3df1242ec63e01181ee8f066eb2a375cfd35f83e1127590cd755a
REF-0169,MEDIUM,MID,MID,LOW,RED,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c8e05e03e2198131827a993b305aee087b82a2f71ed939d095f949550857d6e8
REF-0170,LOW,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,04a13f841d5c81f4ed1b3c85df622c848d7da1bda033138ad6b0d97cb314c33a
REF-0171,HIGH,MID,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3ae81cfabf96f8db163878c368a6dae56bc3ab87799d38c819e503e30e15aeba
REF-0172,LOW,MID,MID,LOW,RED,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,273cd6fcd11e5c0e7db9a9a2a0d83863321fd6d07669818ac01393e574388060
REF-0173,HIGH,MID,MID,LOW,RED,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2f39aa12673198989a4a9c98753192925ec1c8e8ddc66df3d9bc5ba3f01e3e82
REF-0174,HIGH,MID,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,0aa4a863e5b909423eb7f12e70a7ef90d8525d052a53d9fce5d5ce820020e1fa
REF-0175,MEDIUM,MID,MID,LOW,AMBER,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,16749a6ab82dc46ed155de0c6d334087ad4c4fbce700bf1f728c9fa040804274
REF-0176,HIGH,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c71bd08434a1fc1634fd762586852b4659853719762b488d650c8a9cc1bad66e
REF-0177,MEDIUM,MID,MID,LOW,AMBER,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1cb97df8a3351d188a3cd4ea09ea3d31db72c0e3cb9663938dac5fb0ad4d103f
REF-0178,MEDIUM,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,fadfde09d36cd165a66ab2fa1c44689db0e10f4e5919c2c3a2c464b01c84f35f
REF-0179,HIGH,LOW,MID,LOW,RED,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,efd8c91b8bbcec45296bf85aff43050ba8455621c24bdd765d5932c4ecbdcd0d
REF-0180,HIGH,MID,MID,LOW,AMBER,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7e8fdd4180f79f4c837eb54f8e269af11538b3fe5130c05520f73d9506cdcd2c
REF-0181,MEDIUM,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,df0d1b4740459747b8a78554dafc42b310f984c7a7d944a497e7ae89f5eed0a5
REF-0182,MEDIUM,MID,MID,LOW,AMBER,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,59dc189b9dc86a5b32809d681d80f135afb8d19e551f457113f3e0110f5aa493
REF-0183,MEDIUM,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9a7fea258e3b41b888f75d44a6d4768683269eb4fee7ba4150823032efcb6afe
REF-0184,MEDIUM,MID,MID,LOW,RED,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,edfc58c9907c682eb257e0f15e01374a8fc6fd21b0137e699c4e47871600d136
REF-0185,MEDIUM,MID,MID,LOW,AMBER,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a9137a96bf7cce3974bbf829ab3531d324fd55ee5c4488c086ecdef050f365bb
REF-0186,MEDIUM,MID,MID,LOW,AMBER,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,bf1fe7096f620a920c0326156e146b1209008eb37c203a9def3479322faa39be
