reference_project_id,final_cost_usd,final_duration_days,cost_overrun_pct,schedule_overrun_pct,outcome_class,known_anomaly_label,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
REF-0096,169092611.1,530.586,0.152339,0.171272,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1fd8544ca0e45e6883c695696b98b8263191140c68e90122dc2dfea9922b5dae
REF-0097,273518526.95,714.381,0.135244,0.117967,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3be14f2713c1f7cfcb5b8c860ba0ad35ba647e56f6aa07a54922e84bd1b1e066
REF-0098,233534100.72,608.573,0.188703,0.234427,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,bd3595364f02ceddc10dba372066c268548b4f14b9cdd5f55ed7cf9f5408036b
REF-0099,321785271.62,813.42,0.241607,0.282997,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b015497885b0e70ad3fe1c2cd44e9ad072e0502657748b7ac43954dc38540507
REF-0100,134217016.16,369.501,0.145539,0.133438,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8e0b81d2b452aa1e73ba5d86bec5f4964be2686ac9016ab7b4bfa59706e11253
REF-0101,320943208.7,764.785,0.290347,0.314063,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,091aa35b415c4d984ca6c2e429ecb7058b86c1e3cfbabe20e0fb7834798126f1
REF-0102,232568425.3,529.773,0.127356,-0.029719,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4ad9d6fecb77d1567cef12c1c60d0fcfb34a5eff40b9105884198292bb9628b0
REF-0103,177331911.77,498.042,0.05633,-0.07599,GREEN,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e1e79cb7f59cb0a6439dd76eed01d2679a8671aeaf68c3a9c894c1fb7af9f19a
REF-0104,189461835.78,473.075,0.21312,0.139939,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,699e17f6fdeab1aaaed5083a92b9f3057fc9543daa1c59f6e7dc80ed90842c80
REF-0105,231107948.98,579.493,0.09984,0.089272,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,fad32c3c7e6cb757c645f4bb7b0cca8fd544e2fa4a57c0c1c7b8efd91d2f1264
REF-0106,166462330.12,359.241,0.10355,0.029344,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,bdf1205949b4bba1e44a1913677dbf6200a43ef9a540d3284b9df54ccbb91bc0
REF-0107,212176742.52,542.332,-0.032268,0.080343,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,cc8b3e787a77a591469d89cd49844a35efaa2101cbb6704cfb8b617f4d8b4e3f
REF-0108,313231868.67,756.942,0.63167,0.425503,RED,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2d6dc565f37cf361825b73d5a4cc4d3ebed8d726f4a99fe8f3e5e42a5fd2378e
REF-0109,333295156.41,872.608,0.591504,0.481507,RED,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e0dbf290ce0ff9fad33d5c9f27338396efc3c44737dabcbb7feebae25c5c6108
REF-0110,158282875.71,413.432,0.130323,-0.015637,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,475478356a6f35a08ff4a7e42ac44c9aea3f981b3743a497e267eef5e447b0b3
REF-0111,326530318.68,882.66,0.182695,0.237953,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b9ca5f2f780c3f3b7ae87d738a4bd6c0098310f280ba0b7d67736f69cffc8eee
REF-0112,189314763.29,674.089,0.189935,0.232338,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,be23686f669c0cfcb0a69bc66fa2cde7dd88f25b1853be33263b460ad8570edd
REF-0113,416309395.73,861.599,0.57996,0.431227,RED,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9052c0109220f76ae310e2035c1ff2d4ba90204f0960e95dcfc5dc3e109b6c9f
REF-0114,217100577.45,614.327,0.104311,0.137642,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,dd15633c52681a966433d82af6863a3939a7a3c4537bc523f96004280ea7a92a
REF-0115,261767336.25,679.001,0.181597,0.067612,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,03df6330909292d973d61cacc69fa5c481f91b7ca949fbe4ffedb4466f7e8cef
REF-0116,192344348.71,364.726,0.191198,0.045061,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5887fac420ff6f258866d97cdb184137ea383e58e994dc67aeab0020a5aa4092
REF-0117,274250560.14,780.359,0.167623,0.248574,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c94f68dfd06cd6e65945560f645467d69349ed3da3c9719c800804d6f8194f71
REF-0118,260276923.2,676.95,0.477341,0.500998,RED,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,79b08747448023aa1c7c69f3e9fef97ebdc7e9eecd9d51076db469b19315c3e0
REF-0119,224462381.15,416.759,0.104079,0.04977,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,10080eb6ff8fad9a47b8aef2437e5833a39231261b5bc53ab2bf57b9ba822349
REF-0120,382657443.65,841.363,0.632442,0.276727,RED,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b42d58fee2b3db775d33d30cfeeb8dce6edf274893dbad57022884899db40c65
REF-0121,188162184.27,549.779,0.286035,0.124292,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d535acd1304efe1df047a02a4607f9dfd9f02924792c7edeb3ea5fb86b1d4a3e
REF-0122,197794609.69,620.572,0.21753,0.069952,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,13bb3e432d47599e4af64ce00f3ee601cb5815212473e050f96baa46a4208f45
REF-0123,249756487.82,757.515,0.210918,0.104249,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,35afbdf9be25b6ea8b210bfdc5de5cea8cdfdac6ae45e1cac6d970f64bb6da1d
REF-0124,113088380.42,426.765,0.093044,0.043435,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,fc2412ce83ddab3b68f9755ab2e11c2b2c359f1bdfcf9255892268b241a396d1
REF-0125,226250788.8,766.615,0.260639,0.226583,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,25b39b5e75f7d3d07d2da7095993b9f311ebc1372de33dcf5fe5f970f9babad1
REF-0126,243224423.33,667.422,0.22293,0.09593,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e2722811630e08a511916583a48a71b84500295c7f875fc8b877e507b1840620
REF-0127,203037001.2,799.389,0.108346,0.209364,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,599d808f0c5d5d9e0ce6c2aa26eca6b094b65b058e48a3d2af9d886ff5eafa67
REF-0128,192086949.02,742.656,0.178231,0.205611,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a7565594d53304632112fef67dd1f26bfaf5604032022bc9eb286fc7d9644545
REF-0129,325830840.4,862.214,0.574822,0.381753,RED,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,bc4f51b4dc6ae197e4ec2af81c1fb3c7605359c7c4e5cb8b2196a61ee0ba3a49
REF-0130,151742962.9,679.391,0.108651,0.206734,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,78464cdae3dbb584522b423f997f2466c1c0c2d9f8e8d1200f573499ed37a24b
REF-0131,278800712.0,880.981,0.75,0.734215,RED,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ea6df950744ca89993dfda8c08f76a8967c19e094f25808737fb681f1c58910e
REF-0132,183167729.04,825.674,0.023308,0.219608,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,38e620c31c195cd772abaa8987df4737976e7b632c708699e25f4e8985bd7fcc
REF-0133,220370859.79,777.273,0.279471,0.272133,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a24fbf791917dd43f75bc2c4734f3b6b852d26b327c7a813408e8ef1e29f949c
REF-0134,190513486.31,519.998,0.542016,0.756749,RED,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7cdae67ab8c14263b3d05e8d38609e8b80bf907cbd5d1df21fafca67dbd79e13
REF-0135,170059572.19,477.917,0.07556,-0.087946,GREEN,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f0ce7d67a1d41f50199e39b3dd757ce3f2e80d29cab34badce3042fb1611d48d
REF-0136,145575767.0,664.079,0.148756,0.198699,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,76a1b7561c58dc0b8ca5b4df5cb8aa08088b271f2c78af7be3089114b5a54665
REF-0137,203274683.61,581.003,0.083332,0.225746,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5237ab1e54dbcdf28e128969ae9b26d39456f9873afa2a76116ea9eb4022e60e
REF-0138,193788450.37,588.443,0.181682,0.028747,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,76bd7cfe0813bf617cdd6ea7896e8346f53627b529f993291f784d56a22225da
REF-0139,215432715.33,705.468,0.260126,0.191668,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,599830188742acd115ae3aebe58bcc69adaba1a131dc5998bbd19349bf2b508f
REF-0140,156771508.89,492.516,0.174565,0.11429,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,6f2bb74b6672f67362a703b17385dbf7faf14af0fe7397041b9bd48ec01f5507
REF-0141,217071698.04,622.884,0.107773,0.066583,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d72e8e26a4827955639eee900ab440def378d5f9da514905febe6ebd1cc5c58f
REF-0142,101825788.35,332.026,0.155503,0.078007,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,43e7a88a563461af0c52b8cb2fa09f0baafa2324ea970bd4178f552066a66ac9
REF-0143,224143659.74,720.764,0.150164,0.142257,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,18ae20aa0b9080ad5fda43af9f67e1cf32c6a6873615ee7e21e2a81c57a24dd2
REF-0144,191430837.2,668.191,0.207613,0.079469,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9b4ac79a2a7b7ae057a8cc27697e8db26cb07b6b859bb5bc77e900e084603237
REF-0145,240516487.5,810.187,0.202175,0.139504,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e71e395e39294dd37b7642663787949500c0a5247128e782b01aa334c2fe39b2
REF-0146,156665946.58,425.93,0.164067,0.062169,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,143a82bf1ada6d803214b15116b73622356c0242f5902327e3f6d3417591c4c0
REF-0147,193966074.66,564.443,0.160995,-0.014934,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8535089014ac26263c4e750755d57cfae3ea70b6f8dc98bdf1a6e044cecae09c
REF-0148,150778601.09,620.165,0.125265,0.283986,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,499dccace271436a56ee6164cbd31918bfb5ff8926153648da35d291baa7dc0a
REF-0149,227227795.06,686.827,0.228944,0.154331,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2ed65e5e145a7d9fb0900e873e317ddcbcd70e35e8c8d723ce05a05b92f0f1b6
REF-0150,175269358.98,584.645,0.117485,0.068821,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,da66833238aa3c0d310ff4f82f5d8cbf58f38beed05ae5d694b79a9052718f82
REF-0151,156521307.76,661.733,0.057585,0.18803,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,84547c0d8da72aa98bc658cdf0e22495e3decf21a2f5c6206c26a276a6d171d1
REF-0152,161703965.18,644.746,0.214814,0.176543,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7e2e3feb50ee9b02003d608576537733941baca1ff3c2abd0bf639a63c6cdf78
REF-0153,191652614.3,669.527,0.04931,0.057705,GREEN,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b0647f1553897d9352fd831e15bd15107cfb3bdafb00599b9f83522a52bc537b
REF-0154,109609026.07,488.902,0.138735,0.222256,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,827af3885c2bf67ff9d55d1fd04f65f39b670378685f13953081fa59b4a537c2
REF-0155,166846625.19,584.496,0.028973,0.096615,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,87dde0ab6745d17b593aff473e96a701bd888ae07acc49355a59d53c40e63719
REF-0156,128450729.67,669.439,0.051087,0.199712,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7141efa9ae4cbf7c5ca56dcdabc120ba85a5cdb133c3902b3648bdd48e823e62
REF-0157,195771447.88,638.048,0.213225,0.166449,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2fef07599421bb5b209952c475bc6d021e5ab6d2a599626d744ea9f86e02af6f
REF-0158,110957602.23,306.469,0.164123,-0.00497,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e392a54438baf15671970024185dc5618626997448a2c424cf1f470799af759c
REF-0159,190802325.67,736.949,0.153918,0.188627,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8a9cf5d6534dadec3e8da1e00460ca8695fbe61fc63404468d43d5408ab528f4
REF-0160,122253347.58,413.62,0.148642,0.238383,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5d74fea4442f8fc6e8a35c98df98073db23e4638d7ea0a291f7b31fa2a0c16a1
REF-0161,207925463.61,711.795,0.147705,0.124479,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7fb33230f0611865bc6d635cbb887fb1c6fb21cd3ae6bab5a9046ada379f6546
REF-0162,145793302.32,606.994,-0.004837,0.095658,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,0c4afd343e063a243f240cee101de893bda6b1f8d7fb0627cc968a6a5e021941
REF-0163,184776774.26,500.055,0.212142,0.162919,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d30459ebc78115ef7ad2f5cd0491fd4334a995b685a43fbfe63fa2fef3df8919
REF-0164,152329062.51,576.986,0.192346,0.232877,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,17c56051dd3d0b438bd6668c321970815a6a309835231bdf1061e328c4694b45
REF-0165,198525891.49,571.867,0.115217,0.059014,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7cc1f184cc7e7a1e360326a957c396d0c2bd49249552b389ae949661aac26c28
REF-0166,121656942.73,539.587,0.098393,0.07061,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,541a4c06132ae52826cbe0af4f2a0600050ea321b38915e66922ccbbcbd9ba86
REF-0167,197579204.61,707.224,0.391722,0.568123,RED,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,a860a4c4ce060c8fa052c8e35390eb9d259f8d23835d6c242f7a52ab9b6fafff
REF-0168,209902225.48,748.898,0.180119,0.181227,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1777baedc32fc746f4406608ae1a8b426a6ecad61bb4648272c5e7f4cc29dc5e
REF-0169,245577472.17,790.361,0.163415,0.231092,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1faff6d9e2182c4fafe46626c032156a4216ab7722e149b992b9dd25f4040cbb
REF-0170,153258939.37,505.089,0.131816,0.117453,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,971c5e8697d2eab9ab2448f01659c0fb9066e025b5fed12847a110e0b86bc6f5
REF-0171,304686775.51,706.675,0.262853,0.056315,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ec020508d10fba08b7ebfd7dd6111b065f68c30b28cbd189b3c96e6a40acece5
REF-0172,175818464.95,636.855,0.186826,0.22945,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,99e7136da7b74493ad3d48d7d84032d62542037e60ab60935a411b20f18d8ad9
REF-0173,239445347.17,366.566,0.234452,0.124436,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d60f1624345fc07e2ad8ff70fe27f9536e16500a88c9d5b3fa1cdc523f094355
REF-0174,221904839.72,799.966,0.126842,0.247997,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7615d96bd7525e128fbdd4dfef44d283abd9fed357f2f0dfb9f248ed1f92d6da
REF-0175,219867590.85,660.889,0.123737,0.175958,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4b7253a46c04b4d8c1767bdf94d9e84d1f7852e08226e1706db223a7714b0347
REF-0176,241728445.81,669.556,0.110204,0.172602,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3a25ab1040fe376005979a5bacb0d8d35bb136b9218358a96da0ec69efbf9841
REF-0177,264403155.22,704.794,0.167229,0.061437,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c1137ad0b1f2a74e64aad85ceeb0bd672b223fa7d82a0588db2110be43fdd8ae
REF-0178,156322336.34,523.519,0.144774,0.192526,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,90f5249990d6740d2ed8764377418261dfda7d1e081a17dc59f2441d0a7cc9cc
REF-0179,287089104.01,893.951,0.208944,0.293707,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8c0b4b5161ca055e6e6e964b093a0d6a407f93db2d354984f224da4cf580e187
REF-0180,205945381.19,688.802,0.155445,0.206309,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c27f6f4b7dc20ad94f0d51e342081634f4ec3d40b3a80dafcf61107864a0c229
REF-0181,314284424.58,748.095,0.206957,0.195039,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,16efe4b29557d60d7563220c17ce86c5624008916e152adc9e302f5116956a66
REF-0182,177611091.71,605.956,0.170355,0.132627,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,48b9d29e8de6610e1a74a1ee61209847a9876bbb15adc2ee360171bb0ace2cde
REF-0183,292202304.83,742.005,0.146692,0.2184,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c7eb4474e635d6067eb88541ceb4010f3d12d610a4ec09a4392b1643a4956dfe
REF-0184,181494847.4,406.521,0.257526,0.199177,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9502e822202930bceb2206867f9672687b0d5267557f1e3c6a6cf61bc5984f60
REF-0185,208500667.64,473.57,0.137114,0.132942,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5e7d31047bebe71cf0960b9a35c77e942f0953d42a5dc3cbd01621ec71052dae
REF-0186,227627149.18,688.742,0.156446,0.163416,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,d01d5b447f8f83a7c735916d3e19f81d81a925093ba17442134c6cd3748dffb7
REF-0187,205312957.75,511.34,0.11987,0.078777,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,504746fcf1800a9b4b2e228ec751747cdca3071638791ac1aa84d231d2dd8da7
REF-0188,153705543.67,460.737,0.106003,-0.004887,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,52b9dc081f8179337e3b4af6ad9d0ecd95a6c342e9e863458b214bc3037be91c
REF-0189,319074806.93,881.022,0.442329,0.506021,RED,True,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,6056ec6939d6e47dfdfd6a1aa949e1da3c033932bc3ac1dfed8018c672bc3c16
REF-0190,186835685.91,520.98,0.285666,0.155167,RED,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,51f2a655c4ea3b89c9f5106ef5d89b11f2d1afaf513eb42cc2c76bc06b7af0f8
REF-0191,192824688.62,366.811,0.146077,0.098237,AMBER,False,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,35cc90a39dda3a79cf968036c8215a80bc993b78c070bf6c55208b538999529f
