reference_project_id,project_type,delivery_method,region,gross_area_m2,length_km,capacity_units,floors,complexity_index,design_completeness,location_factor,baseline_cost_usd,final_cost_usd,baseline_duration_days,final_duration_days,cost_overrun_pct,schedule_overrun_pct,outcome_class,known_anomaly_label,split,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
REF-0062,HIGHWAY_CORRIDOR,CMAR,US-MIDWEST,4950.027,24.755,40.525,3,0.218624,0.430084,0.91,127176658.48,145543972.28,455,543.288,0.144424,0.194039,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9e79c0b68c7124e5335873cf454b4853499a49991e18c7ebe876e58a1fb73b83
REF-0063,VERTICAL_HOSPITAL,CMAR,US-MIDWEST,37708.93,5.239,76.239,8,0.90983,0.705978,0.91,193634442.51,221623252.61,602,758.921,0.144545,0.260666,RED,False,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,cbf421ecdebe48f8541281e01466f5d7920e63e879b38102ea381de3d7e1e8fe
REF-0064,WATER_TREATMENT,CMAR,US-MIDWEST,0.0,5.479,138.63,4,0.2105,0.35,0.91,106005107.04,162621097.64,324,477.51,0.534087,0.473797,RED,True,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f41ed19941b788303c0d6c15a1a400c22718326ace37281ef42d8da01f2026b1
REF-0065,RAIL_STATION,CMAR,US-MIDWEST,21424.631,21.241,25.136,7,0.567552,0.454696,0.91,178236221.34,230606152.26,559,689.529,0.293823,0.233505,RED,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8c334ca08a84f5b8e16876156cb66cd09f106edbd2754c8eaa48a6033033fac9
REF-0066,DATA_CENTER,CMAR,US-MIDWEST,54499.17,2.196,88.291,2,0.260774,0.661837,0.91,137238092.72,153462993.72,530,634.686,0.118224,0.197521,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ef42c0133e105477ae2a992e2510471908003ca262b3270cfca5db8d3a067c64
REF-0067,AIRPORT_TERMINAL,EPCM,US-MIDWEST,51170.867,8.065,47.138,2,0.442319,0.916844,0.91,183427402.96,212373395.78,571,668.254,0.157806,0.170322,AMBER,False,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,03ea93ae93144ad73d543795efabdbf0464e1807c501be0db5d1495ed5d6dc95
REF-0068,HIGHWAY_CORRIDOR,EPCM,US-MIDWEST,21347.006,16.759,21.419,2,0.373819,0.581329,0.91,139268906.34,160020371.25,542,598.636,0.149003,0.104495,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2af3df449e0c3e3a41e0da4f5a3653547d2c32d465f0ac2922a13b23f733519f
REF-0069,VERTICAL_HOSPITAL,EPCM,US-MIDWEST,47850.478,0.0,66.999,10,0.489227,0.648783,0.91,175632598.7,214447584.04,572,682.149,0.221001,0.192569,RED,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,171ef1d145a15e08a6db9e315a237409b2bf39f5993eecf658595d2dcf636927
REF-0070,WATER_TREATMENT,EPCM,US-MIDWEST,0.0,0.0,116.501,1,0.681741,0.902183,0.91,107668498.62,128588782.7,324,411.493,0.194303,0.270039,RED,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,ac150e932e4322a00c0e4edd2bd95b82b6d025a7c6a1bf9eb8ab30b3831a8f98
REF-0071,RAIL_STATION,EPCM,US-MIDWEST,10602.495,18.179,36.767,3,0.501753,0.788793,0.91,146137069.85,172981848.56,533,578.185,0.183696,0.084776,AMBER,False,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,0990c6afa28ec9a1d06d7f005266bb433cd3376502a57e051b526cce987ca6c5
REF-0072,DATA_CENTER,EPCM,US-MIDWEST,48417.239,10.93,132.365,2,0.589785,0.826685,0.91,184207267.38,211789954.14,696,630.35,0.149737,-0.094325,AMBER,False,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5f21da8c5bf2fe363f734222a1cb8a7497e19dedd64f2315ac865ba5bac5d8db
REF-0073,AIRPORT_TERMINAL,DESIGN_BID_BUILD,US-WEST,43420.737,0.561,58.903,3,0.76886,0.772086,1.12,213286750.4,268973159.38,657,769.583,0.261087,0.171359,RED,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,180998d03931788ccee8f7bb7f942da27e9c60d009b136d96981eb27cff4e55b
REF-0074,HIGHWAY_CORRIDOR,DESIGN_BID_BUILD,US-WEST,11545.065,15.137,87.182,6,0.90545,0.455064,1.12,197058310.06,253148927.81,649,843.041,0.28464,0.298984,RED,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2e05eeb3a02aa902e2d55360e03d7f527cd8ff752f32a566d8e2409f5e4e9a24
REF-0075,VERTICAL_HOSPITAL,DESIGN_BID_BUILD,US-WEST,49043.053,6.895,26.84,12,0.47514,0.661656,1.12,240968809.6,288665561.34,619,635.639,0.197937,0.02688,AMBER,False,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,7fb46a2cb4139ec0283892d744f4103c1db8b26db720879a446b5b87bf6dc044
REF-0076,WATER_TREATMENT,DESIGN_BID_BUILD,US-WEST,0.0,11.874,147.544,4,0.604051,0.938435,1.12,180557259.95,211566533.34,450,536.879,0.171742,0.193065,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,361f2a25572ee59bd1332978526651e536432582be48e11627f9ecc108a80fb9
REF-0077,RAIL_STATION,DESIGN_BID_BUILD,US-WEST,20620.38,18.307,60.761,1,0.811647,0.786195,1.12,214780796.53,277638169.36,560,743.982,0.292658,0.328539,RED,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c4c7242897150192c5c458488de545516ed039f6e375b5d2e3efefbe1ccf7108
REF-0078,DATA_CENTER,DESIGN_BID_BUILD,US-WEST,49590.378,0.0,104.712,1,0.085065,0.6618,1.12,153274158.97,155744123.7,501,570.888,0.016115,0.139497,AMBER,False,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,b15213ee527e9fdea7e8627277a7d7f7cf1f4b95b4182534d9ad9e04092b3a50
REF-0079,AIRPORT_TERMINAL,DESIGN_BUILD,US-WEST,48940.637,0.0,81.22,5,0.260301,0.784346,1.12,194999670.58,199505304.16,513,552.359,0.023106,0.076723,GREEN,False,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,034840cf66eeda511678f961194b5f55a0a43713adf6f0a535c8a410fef5f9a8
REF-0080,HIGHWAY_CORRIDOR,DESIGN_BUILD,US-WEST,21377.742,25.412,130.367,1,0.677178,0.564919,1.12,210039357.78,246269520.04,625,795.79,0.172492,0.273264,RED,False,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e3fd72c899b89f54e431087f532fcfe90edaca3ef607b4d4ec640b46ff0f7674
REF-0081,VERTICAL_HOSPITAL,DESIGN_BUILD,US-WEST,64069.937,5.304,56.469,8,0.480693,0.884542,1.12,246709205.54,255949622.53,652,765.551,0.037455,0.174158,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4773309d58c5a024c341b692b07bd870144b1e86c3ff011e87a8f50ba05198f5
REF-0082,WATER_TREATMENT,DESIGN_BUILD,US-WEST,0.0,1.641,97.527,7,0.733095,0.842918,1.12,140968080.11,152440718.23,395,444.077,0.081385,0.124245,AMBER,False,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,305e9edb205d39f2a5a5a90144998de8c5e4d752d1abdfc3795d0901feb4c785
REF-0083,RAIL_STATION,DESIGN_BUILD,US-WEST,6546.658,26.04,62.161,1,0.469431,0.35,1.12,195775236.83,238020665.76,546,676.731,0.215785,0.239435,RED,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,fd92d8e9580aea093d857dbd29893712a2033fe1517b4a7df2f97e3157fb9db7
REF-0084,DATA_CENTER,DESIGN_BUILD,US-WEST,36128.687,0.0,73.882,4,0.142743,0.526909,1.12,137375785.16,153641037.47,541,578.854,0.1184,0.06997,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,669a7916b008c15f65ef0057581c93d8867259291939ed91acd0ce9317c445a6
REF-0085,AIRPORT_TERMINAL,CMAR,US-WEST,47937.274,0.0,78.674,4,0.624011,0.719783,1.12,211277691.92,243650152.87,591,745.111,0.153222,0.260764,RED,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8d1650771dd07a5583259c25aa039152bd126cd871f4c663dbd130753be1a4b9
REF-0086,HIGHWAY_CORRIDOR,CMAR,US-WEST,0.0,20.066,64.935,10,0.687845,0.99,1.12,188404982.71,222444483.23,443,515.406,0.180672,0.163446,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,69e44a21a42c70ad79e76e069d704b2bfcb2fe02483bb78274d9f977f5063ced
REF-0087,VERTICAL_HOSPITAL,CMAR,US-WEST,53536.193,4.537,20.548,14,0.690767,0.823083,1.12,247443234.39,297827050.8,654,833.19,0.203618,0.273991,RED,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3cef7d34f65e80f8e298786cddb4f82eaac68d02b3b57fa1e40992ddbb30f5b4
REF-0088,WATER_TREATMENT,CMAR,US-WEST,10420.102,0.0,120.723,4,0.368964,0.729949,1.12,126604259.4,130608276.19,470,527.582,0.031626,0.122514,AMBER,False,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,28651501891e173450b39d3f7918d425dbfe11ead15b4628b8212bf2a895e35c
REF-0089,RAIL_STATION,CMAR,US-WEST,24959.884,19.767,107.125,4,0.808758,0.533611,1.12,223300652.22,279374943.7,668,797.063,0.251116,0.193208,RED,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4ff6cc6ba0217c71a98c39300e667dc4420a22ba41e853c5b27cc4bbe6e2fbfb
REF-0090,DATA_CENTER,CMAR,US-WEST,50927.472,6.946,137.182,7,0.467337,0.678902,1.12,199098572.3,239834496.93,630,698.179,0.204602,0.10822,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,88f999a0c2e31b624206b0651580deab264ae22c4eb0024de6b78148f1a68710
REF-0091,AIRPORT_TERMINAL,EPCM,US-WEST,59268.883,8.658,54.557,1,0.467333,0.928456,1.12,243098078.77,267258977.97,644,684.532,0.099387,0.062938,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e0a6f71899beb1efdfbdea790de65ddb2e6127006264281fd13c413652e1e3c1
REF-0092,HIGHWAY_CORRIDOR,EPCM,US-WEST,21599.922,19.246,15.031,1,0.574276,0.977096,1.12,170747632.96,185331106.8,581,649.588,0.08541,0.118052,AMBER,False,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f962d679aad4006efedd4c67ce3edc0a7e66e4f0b7df9f15dd0b024a09a22007
REF-0093,VERTICAL_HOSPITAL,EPCM,US-WEST,41820.092,2.491,63.825,3,0.730888,0.576481,1.12,239889546.24,289850109.11,726,806.049,0.208265,0.110261,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,736eaa6a147256946692f792257964aff841ab79f8ca973b62df93f3ce04a308
REF-0094,WATER_TREATMENT,EPCM,US-WEST,42591.005,1.623,172.809,5,0.355676,0.796134,1.12,181165525.81,204858826.17,631,797.03,0.130783,0.263121,RED,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,2eb4ea614e0fd91a4e019aca03bffcc6ea7795d88dfd15a87716ecf98eb7b123
REF-0095,RAIL_STATION,EPCM,US-WEST,16593.175,20.485,28.477,1,0.378458,0.35,1.12,189218236.35,223773817.23,500,625.647,0.182623,0.251293,RED,False,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f872edb7864bc9dc1cdb777de7a28526b096d1ea41a829175166449dc2108f7e
REF-0096,DATA_CENTER,EPCM,US-WEST,15583.781,1.717,147.013,4,0.490661,0.756515,1.12,146738652.71,169092611.1,453,530.586,0.152339,0.171272,AMBER,False,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c804163a7e522c2b6245d2b07d1b905ed8181e1fa6dfc2f177143ff82ebaab87
REF-0097,AIRPORT_TERMINAL,DESIGN_BID_BUILD,US-NORTHEAST,43574.153,9.738,27.804,6,0.557897,0.718367,1.18,240933740.15,273518526.95,639,714.381,0.135244,0.117967,AMBER,False,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c20f94ed87122f1d8b58590baa9dd746fc8e2947de81dedda3f4d64673dd4d36
REF-0098,HIGHWAY_CORRIDOR,DESIGN_BID_BUILD,US-NORTHEAST,0.0,21.168,32.172,4,0.844121,0.902715,1.18,196461348.52,233534100.72,493,608.573,0.188703,0.234427,RED,False,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,052be10cf9edd8ff7b1d34050f74e39c2f973053e58d5172f59fff5ed239595c
REF-0099,VERTICAL_HOSPITAL,DESIGN_BID_BUILD,US-NORTHEAST,47994.029,0.0,72.581,9,0.805836,0.743887,1.18,259168304.34,321785271.62,634,813.42,0.241607,0.282997,RED,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1d8b9223b35e7cf92269b3c211fc1c8891ddc9a87a8cdbb50517aa3894c1f5d5
REF-0100,WATER_TREATMENT,DESIGN_BID_BUILD,US-NORTHEAST,2997.539,0.0,130.949,5,0.122843,0.584721,1.18,117164936.01,134217016.16,326,369.501,0.145539,0.133438,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3a993496b3e7d5c5a7ee03b24944cbb6021c98b7702182346359b4506565aea6
REF-0101,RAIL_STATION,DESIGN_BID_BUILD,US-NORTHEAST,7696.49,23.216,48.117,2,0.862494,0.789579,1.18,248726373.65,320943208.7,582,764.785,0.290347,0.314063,RED,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8736feba9031882399aba57d38a2b16abd724583e10e16488ccd123a45ec8ba9
REF-0102,DATA_CENTER,DESIGN_BID_BUILD,US-NORTHEAST,57750.9,1.737,148.949,6,0.247963,0.942057,1.18,206295423.51,232568425.3,546,529.773,0.127356,-0.029719,AMBER,False,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,c3852126f826c78e62b88c4721075d4f84815b72c208e1e88022236f486c8aa0
REF-0103,AIRPORT_TERMINAL,DESIGN_BUILD,US-NORTHEAST,38632.29,0.0,26.664,4,0.092168,0.693093,1.18,167875505.1,177331911.77,539,498.042,0.05633,-0.07599,GREEN,False,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,5aa3a9096a7cef5292a7c19de1c9abf27a4a54e5294dd741ce4bb875762d3f45
REF-0104,HIGHWAY_CORRIDOR,DESIGN_BUILD,US-NORTHEAST,1682.586,15.007,54.514,3,0.571356,0.734535,1.18,156177306.61,189461835.78,415,473.075,0.21312,0.139939,AMBER,False,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,63b634e270cb7566267a02626d2e7d386816cdbac4aaa07f5d19a50a0aea87e7
REF-0105,VERTICAL_HOSPITAL,DESIGN_BUILD,US-NORTHEAST,47739.306,0.0,10.07,12,0.354708,0.878045,1.18,210128778.77,231107948.98,532,579.493,0.09984,0.089272,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,dd162bc558e33c4004871ba30a1499b38204efb252c0046e21b64da734a8291b
REF-0106,WATER_TREATMENT,DESIGN_BUILD,US-NORTHEAST,13593.605,5.932,157.75,6,0.099109,0.761011,1.18,150842631.05,166462330.12,349,359.241,0.10355,0.029344,AMBER,False,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,f381d7d2a59efb2e94dfce29637157901f5f19eaaba19ef49ed0f599cb61087b
REF-0107,RAIL_STATION,DESIGN_BUILD,US-NORTHEAST,8844.253,28.982,47.857,5,0.209503,0.923677,1.18,219251448.65,212176742.52,502,542.332,-0.032268,0.080343,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,64dd1b708227db58115f8613216d29a52bce50d654543d89a2c2d3c998aa551c
REF-0108,DATA_CENTER,DESIGN_BUILD,US-NORTHEAST,34013.162,4.254,90.099,6,0.546721,0.742582,1.18,191970140.12,313231868.67,531,756.942,0.63167,0.425503,RED,True,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8732c9e2e99b9e56d543600b372ebe6892128d5cd9dba3bfdcdc57238fe165db
REF-0109,AIRPORT_TERMINAL,CMAR,US-NORTHEAST,35532.146,0.778,70.937,4,0.699427,0.622652,1.18,209421473.94,333295156.41,589,872.608,0.591504,0.481507,RED,True,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4cd7c7187028bf39f49bb376ef479dfb6006b9be474909154137fb0b94d0d86e
REF-0110,HIGHWAY_CORRIDOR,CMAR,US-NORTHEAST,4200.15,14.069,41.922,1,0.378307,0.870397,1.18,140033362.62,158282875.71,420,413.432,0.130323,-0.015637,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,4a5c1f18b799c370964e96dc2436ffebe61093f328e68b75c90c0eac13c6ee43
REF-0111,VERTICAL_HOSPITAL,CMAR,US-NORTHEAST,47604.028,5.518,77.906,10,0.88781,0.84348,1.18,276090112.23,326530318.68,713,882.66,0.182695,0.237953,RED,False,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3e1df449c182063e50b7c6bcae91c7df948162e3ae41f7836827b1be146df26e
REF-0112,WATER_TREATMENT,CMAR,US-NORTHEAST,14722.347,0.0,91.451,2,0.758834,0.718771,1.18,159096687.21,189314763.29,547,674.089,0.189935,0.232338,RED,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,1b21100b0b48d25dbf50e6019f64c2eb0649f707ab4907ae708bdc379f33a378
REF-0113,RAIL_STATION,CMAR,US-NORTHEAST,21622.664,27.533,98.407,2,0.621595,0.355711,1.18,263493622.13,416309395.73,602,861.599,0.57996,0.431227,RED,True,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,138f15e1b835c4bc3f03d02565802235af4fa2706cea5847e8dc3015179619bf
REF-0114,DATA_CENTER,CMAR,US-NORTHEAST,35842.764,7.231,111.934,6,0.390465,0.572833,1.18,196593773.73,217100577.45,540,614.327,0.104311,0.137642,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,47229c0fd3a4629ba84b3cce953bc0a606059fc46c1c948a44c476828333d807
REF-0115,AIRPORT_TERMINAL,EPCM,US-NORTHEAST,47864.574,1.578,47.759,1,0.613592,0.727923,1.18,221536855.47,261767336.25,636,679.001,0.181597,0.067612,AMBER,False,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,8f1695f75bd13ce18c8cb9016fb7e07913d24cb5d8ed76d2ea9c1c3697976837
REF-0116,HIGHWAY_CORRIDOR,EPCM,US-NORTHEAST,0.0,16.32,100.666,4,0.311704,0.870274,1.18,161471372.54,192344348.71,349,364.726,0.191198,0.045061,AMBER,False,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,e53806c78a091b757018fcf1b7647536e158953675aabb1041a16cdbf435bc90
REF-0117,VERTICAL_HOSPITAL,EPCM,US-NORTHEAST,59059.49,0.628,32.144,11,0.387914,0.35,1.18,234879439.08,274250560.14,625,780.359,0.167623,0.248574,RED,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,052770ff692125edea60ad8e77f991f0300bf124b86f4d330bbaee93b72eae05
REF-0118,WATER_TREATMENT,EPCM,US-NORTHEAST,10711.738,5.294,126.179,6,0.642605,0.417907,1.18,176179304.46,260276923.2,451,676.95,0.477341,0.500998,RED,True,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,27c9b3340a262200493290ee23308c5e3eb0d76661aaf9ade0fc5fbce0cbdda2
REF-0119,RAIL_STATION,EPCM,US-NORTHEAST,488.519,16.851,58.209,9,0.271612,0.941706,1.18,203302874.69,224462381.15,397,416.759,0.104079,0.04977,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,9df15e65736a9c52254d727d2ee774d215b8661b1020a9deb2336ca08ee986da
REF-0120,DATA_CENTER,EPCM,US-NORTHEAST,60077.241,2.797,165.938,6,0.586286,0.525908,1.18,234407964.0,382657443.65,659,841.363,0.632442,0.276727,RED,True,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,0df5036e57e6193ce341bcacb483b7fccb0a6984bc7b6fadd6f9e806174131c9
REF-0121,AIRPORT_TERMINAL,DESIGN_BID_BUILD,US-SOUTHEAST,21863.66,0.633,96.954,1,0.65639,0.35,0.94,146311834.88,188162184.27,489,549.779,0.286035,0.124292,RED,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,09934bf93f7eb2047bfb0fa51b95f537e20da00d1f3e223d8368a66c96a9f899
REF-0122,HIGHWAY_CORRIDOR,DESIGN_BID_BUILD,US-SOUTHEAST,22429.773,24.497,1.0,1,0.645581,0.904852,0.94,162455576.92,197794609.69,580,620.572,0.21753,0.069952,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,3770683f337655fb53ec8f7efc3851577214731baf93794696c1995776ff61be
REF-0123,VERTICAL_HOSPITAL,DESIGN_BID_BUILD,US-SOUTHEAST,46030.144,4.895,61.352,9,0.694079,0.802191,0.94,206253832.99,249756487.82,686,757.515,0.210918,0.104249,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,984577ce203ac2690c7f75f4227538a4c6c9e95a31f47f89879b2b014581e7ce
REF-0124,WATER_TREATMENT,DESIGN_BID_BUILD,US-SOUTHEAST,4539.875,0.0,143.175,1,0.284234,0.77855,0.94,103461911.87,113088380.42,409,426.765,0.093044,0.043435,AMBER,False,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.1,B1-0.1,generate_opus_synthetic_programme.py@0.1,20260811,True,0fc078c2cab65d423f8c44e3aef14bbe4076d8c7e697f5802bedc856f525511f
