canonical_id,current_registered_name,category,category_name,group,scope,current_operational_status,voting_status,current_scientific_disposition,actual_computation_currently_implemented,canonical_method_required,primary_remediation_type,secondary_remediation_types,exact_missing_evidence,exact_missing_data_structure,existing_source_document_availability,existing_structured_fields_available,new_document_or_form_needed,new_structured_form_needed,new_database_or_data_contract_structure_needed,historical_series_needed,external_or_reference_dataset_needed,regulatory_authority_needed,calibration_needed,empirical_validation_needed,lineage_or_qualification_requirement,canonical_implementation_work,truthful_rename_candidate,redundancy_candidate,research_only_candidate,owner_decision_required,proposed_operational_destination,supply_mechanism,proposed_artifact,corpus_status,parsimony_class,work_package,priority,recommended_future_run,secondary_future_runs,authority_source,notes
B1.4,Worst-N-of-M,B1,Signal Synthesis,B,project,ADVISORY_ONLY,non-voting,PARAMETER_PROVENANCE_BLOCKED,As registered; no proxy qualifier and no truthful-method relabel is carried.,"worst-N-of-M: escalate when N of M signals are adverse, with N and M chosen against a stated error target",DATA,LINEAGE CAL VALIDATE,"the basis for the two proportional thresholds (three tenths of the banded signals for Red, four tenths for Amber), which are design constants; and the qualified-evidence boundary as for B1.2","Threshold Design Record (rule, threshold, the error target it meets, the evidence it was chosen against) plus Qualified Signal State","7 supported document type(s) currently reach this module: commissioning_report, correspondence_notice, field_report, inspection_report, oac_minutes, risk_register, submittal_register",docRiskScore,,,"Threshold Design Record (rule, threshold, the error target it meets, the evidence it was chosen against) plus Qualified Signal State",,,no,"the FRACTION of the total signal count that sets the trigger of a worst N of M rule [UNSUPPORTED]. No calibration set exists in this repository: no labelled corpus of project outcomes and no expert reference standard, so no boundary can be fitted or tested.","NOT_EMPIRICALLY_VALIDATED. No labelled holdout corpus and no expert reference standard exist for this platform, so how often this module's banding is right is unknown.",no lineage declaration is carried; the platform-wide Category-9 qualification gate is unimplemented and production discloses it: signal_package.py records SIGNAL_QUALIFICATION = 'unqualified' and CATEGORY_9_DEVIATION.,"The shipped arithmetic performs what its name says; the work is the evidence supply above plus the band calibration, not a re-implementation.",,no,no,no,"advisory, non-voting, on the signal ledger with its published claim limit",DERIVED_FROM_EXISTING_QUALIFIED_DATA,Category-9 Qualification Verdict,ABSENT,KEEP_AND_SUPPLY,PKG-CAT9,P0,Run 30,Run 33,p0-baseline/module_renumbering_map.csv; code_audit/run20_cycle12_100_reaudit.csv; server/app/simulation/method_labels.py; server/app/simulation/parameters.py; server/app/simulation/registry.py; code_audit/signal_flow_authoritative_edges.csv; research/methodology/PCEIF_100_MODULE_SUPERVISORY_METHOD_SPECIFICATION_v1.md,"Its denominator is the whole simulation signal array, so the fraction of adverse signals shrinks as more modules are registered. That is a structural defect of a proportional rule over a growing module set and is independent of calibration."
B2.1,Dempster-Shafer,B2,Evidence Combination,B,project,ADVISORY_ONLY,non-voting,METHOD_PASS_CALIBRATION_PENDING,As registered; no proxy qualifier and no truthful-method relabel is carried.,"Dempster-Shafer combination over independently derived bodies of evidence, with a declared frame of discernment and a stated conflict treatment",DATA,LINEAGE CAL VALIDATE,"elicited or observed assessments to build the memberships from: an elicited assessment set: expert id; the object assessed; the linguistic or interval assessment given; the elicitation protocol and date; the aggregation rule agreed in advance; and the consistency or agreement statistic across experts; plus the qualified-evidence boundary, because the memberships currently consume raw unqualified cost and schedule indices and the document risk score directly",Elicited Assessment Set plus Qualified Signal State,"7 supported document type(s) currently reach this module: commissioning_report, correspondence_notice, field_report, inspection_report, oac_minutes, risk_register, submittal_register",docRiskScore,Expert Elicitation Form plus Category-9 Qualification Verdict,Expert Elicitation Form plus Category-9 Qualification Verdict,Elicited Assessment Set plus Qualified Signal State,,,no,"designed memberships, masses or hesitancies with a band ladder [UNSUPPORTED]. No calibration set exists in this repository: no labelled corpus of project outcomes and no expert reference standard, so no boundary can be fitted or tested.","NOT_EMPIRICALLY_VALIDATED. No labelled holdout corpus and no expert reference standard exist for this platform, so how often this module's banding is right is unknown.",no lineage declaration is carried; the platform-wide Category-9 qualification gate is unimplemented and production discloses it: signal_package.py records SIGNAL_QUALIFICATION = 'unqualified' and CATEGORY_9_DEVIATION.,"The shipped arithmetic performs what its name says; the work is the evidence supply above plus the band calibration, not a re-implementation.",,no,no,no,"advisory, non-voting, on the signal ledger with its published claim limit",NEW_STRUCTURED_FORM,Expert Elicitation Form plus Category-9 Qualification Verdict,ABSENT,KEEP_AND_SUPPLY,PKG-ELICIT,P1,Run 30,Run 33,p0-baseline/module_renumbering_map.csv; code_audit/run20_cycle12_100_reaudit.csv; server/app/simulation/method_labels.py; server/app/simulation/parameters.py; server/app/simulation/registry.py; code_audit/signal_flow_authoritative_edges.csv; research/methodology/PCEIF_100_MODULE_SUPERVISORY_METHOD_SPECIFICATION_v1.md,The combination rule is implemented. What is absent is the independence its arithmetic assumes: the bodies combined are readings of the same underlying figures.
B2.2,Rough Sets,B2,Evidence Combination,B,project,ADVISORY_ONLY,non-voting,CORRECT_PROXY_ONLY,"Supermajority band classification over bodies of evidence: assigns each body of evidence a band, and calls a band definite when it holds more than three quarters of the bodies, borderline otherwise",rough set approximation over an information table of objects described by attributes,DATA,METHOD LINEAGE CAL VALIDATE PARSIMONY,"elicited or observed assessments to build the memberships from: an elicited assessment set: expert id; the object assessed; the linguistic or interval assessment given; the elicitation protocol and date; the aggregation rule agreed in advance; and the consistency or agreement statistic across experts; plus the qualified-evidence boundary, because the memberships currently consume raw unqualified cost and schedule indices and the document risk score directly",Elicited Assessment Set plus Qualified Signal State,"7 supported document type(s) currently reach this module: commissioning_report, correspondence_notice, field_report, inspection_report, oac_minutes, risk_register, submittal_register",docRiskScore,Expert Elicitation Form plus Category-9 Qualification Verdict,Expert Elicitation Form plus Category-9 Qualification Verdict,Elicited Assessment Set plus Qualified Signal State,,,no,"designed memberships, masses or hesitancies with a band ladder [UNSUPPORTED]. No calibration set exists in this repository: no labelled corpus of project outcomes and no expert reference standard, so no boundary can be fitted or tested.","NOT_EMPIRICALLY_VALIDATED. No labelled holdout corpus and no expert reference standard exist for this platform, so how often this module's banding is right is unknown.",no lineage declaration is carried; the platform-wide Category-9 qualification gate is unimplemented and production discloses it: signal_package.py records SIGNAL_QUALIFICATION = 'unqualified' and CATEGORY_9_DEVIATION.,"Implement the canonical structure once the evidence exists: an information table: real objects described by real attributes, from which indiscernibility classes and then the lower and upper approximations are derived. There are no objects here, only this project's own signals. Until then the truthful method label is what the interface, export and methods documentation publish.",Supermajority band classification over bodies of evidence,no,no,yes: whether the truthful name replaces the registered name on the participant surface is an instrument decision.,"advisory, non-voting, on the signal ledger with its published claim limit",NEW_STRUCTURED_FORM,Expert Elicitation Form plus Category-9 Qualification Verdict,ABSENT,KEEP_AS_TRUTHFUL_PROXY,PKG-ELICIT,P1,Run 30,Run 33,p0-baseline/module_renumbering_map.csv; code_audit/run20_cycle12_100_reaudit.csv; server/app/simulation/method_labels.py; server/app/simulation/parameters.py; server/app/simulation/registry.py; code_audit/signal_flow_authoritative_edges.csv; research/methodology/PCEIF_100_MODULE_SUPERVISORY_METHOD_SPECIFICATION_v1.md,"There are no objects here, only this project's own signals, so no indiscernibility class and no lower or upper approximation can be formed."
B2.3,Neutrosophic Logic,B2,Evidence Combination,B,project,ADVISORY_ONLY,non-voting,METHOD_PASS_CALIBRATION_PENDING,As registered; no proxy qualifier and no truthful-method relabel is carried.,"neutrosophic logic over independently assessed truth, indeterminacy and falsity degrees",DATA,LINEAGE CAL VALIDATE PARSIMONY,"elicited or observed assessments to build the memberships from: an elicited assessment set: expert id; the object assessed; the linguistic or interval assessment given; the elicitation protocol and date; the aggregation rule agreed in advance; and the consistency or agreement statistic across experts; plus the qualified-evidence boundary, because the memberships currently consume raw unqualified cost and schedule indices and the document risk score directly",Elicited Assessment Set plus Qualified Signal State,"7 supported document type(s) currently reach this module: commissioning_report, correspondence_notice, field_report, inspection_report, oac_minutes, risk_register, submittal_register",docRiskScore,Expert Elicitation Form plus Category-9 Qualification Verdict,Expert Elicitation Form plus Category-9 Qualification Verdict,Elicited Assessment Set plus Qualified Signal State,,,no,"designed memberships, masses or hesitancies with a band ladder [UNSUPPORTED]. No calibration set exists in this repository: no labelled corpus of project outcomes and no expert reference standard, so no boundary can be fitted or tested.","NOT_EMPIRICALLY_VALIDATED. No labelled holdout corpus and no expert reference standard exist for this platform, so how often this module's banding is right is unknown.",no lineage declaration is carried; the platform-wide Category-9 qualification gate is unimplemented and production discloses it: signal_package.py records SIGNAL_QUALIFICATION = 'unqualified' and CATEGORY_9_DEVIATION.,"The shipped arithmetic performs what its name says; the work is the evidence supply above plus the band calibration, not a re-implementation.",,yes,no,yes: consolidation or removal is a RECOMMENDATION only. Run 27 removes nothing and consolidates nothing.,"advisory, non-voting, on the signal ledger with its published claim limit",NEW_STRUCTURED_FORM,Expert Elicitation Form plus Category-9 Qualification Verdict,ABSENT,CONSOLIDATE_CANDIDATE,PKG-ELICIT,P1,Run 30,Run 33,p0-baseline/module_renumbering_map.csv; code_audit/run20_cycle12_100_reaudit.csv; server/app/simulation/method_labels.py; server/app/simulation/parameters.py; server/app/simulation/registry.py; code_audit/signal_flow_authoritative_edges.csv; research/methodology/PCEIF_100_MODULE_SUPERVISORY_METHOD_SPECIFICATION_v1.md,Reads the same two indices and the document risk score as the rest of the B2 family.
B2.4,Interval Fuzzy Sets,B2,Evidence Combination,B,project,ADVISORY_ONLY,non-voting,METHOD_PASS_CALIBRATION_PENDING,As registered; no proxy qualifier and no truthful-method relabel is carried.,interval-valued fuzzy sets whose interval widths come from assessment uncertainty,DATA,LINEAGE CAL VALIDATE PARSIMONY,"elicited or observed assessments to build the memberships from: an elicited assessment set: expert id; the object assessed; the linguistic or interval assessment given; the elicitation protocol and date; the aggregation rule agreed in advance; and the consistency or agreement statistic across experts; plus the qualified-evidence boundary, because the memberships currently consume raw unqualified cost and schedule indices and the document risk score directly",Elicited Assessment Set plus Qualified Signal State,0 supported document type(s) currently reach this module: none,none on the authoritative edge list,Expert Elicitation Form plus Category-9 Qualification Verdict,Expert Elicitation Form plus Category-9 Qualification Verdict,Elicited Assessment Set plus Qualified Signal State,,,no,"designed memberships, masses or hesitancies with a band ladder [UNSUPPORTED]. No calibration set exists in this repository: no labelled corpus of project outcomes and no expert reference standard, so no boundary can be fitted or tested.","NOT_EMPIRICALLY_VALIDATED. No labelled holdout corpus and no expert reference standard exist for this platform, so how often this module's banding is right is unknown.",no lineage declaration is carried; the platform-wide Category-9 qualification gate is unimplemented and production discloses it: signal_package.py records SIGNAL_QUALIFICATION = 'unqualified' and CATEGORY_9_DEVIATION.,"The shipped arithmetic performs what its name says; the work is the evidence supply above plus the band calibration, not a re-implementation.",,yes,no,yes: consolidation or removal is a RECOMMENDATION only. Run 27 removes nothing and consolidates nothing.,"advisory, non-voting, on the signal ledger with its published claim limit",NEW_STRUCTURED_FORM,Expert Elicitation Form plus Category-9 Qualification Verdict,ABSENT,CONSOLIDATE_CANDIDATE,PKG-ELICIT,P1,Run 30,Run 33,p0-baseline/module_renumbering_map.csv; code_audit/run20_cycle12_100_reaudit.csv; server/app/simulation/method_labels.py; server/app/simulation/parameters.py; server/app/simulation/registry.py; code_audit/signal_flow_authoritative_edges.csv; research/methodology/PCEIF_100_MODULE_SUPERVISORY_METHOD_SPECIFICATION_v1.md,"Interval widths are design constants, so the interval measures the design, not the uncertainty."
B2.5,Z-numbers,B2,Evidence Combination,B,project,ADVISORY_ONLY,non-voting,METHOD_PASS_CALIBRATION_PENDING,As registered; no proxy qualifier and no truthful-method relabel is carried.,Z-numbers: a restriction paired with a reliability measure of that restriction,DATA,LINEAGE CAL VALIDATE PARSIMONY,"elicited or observed assessments to build the memberships from: an elicited assessment set: expert id; the object assessed; the linguistic or interval assessment given; the elicitation protocol and date; the aggregation rule agreed in advance; and the consistency or agreement statistic across experts; plus the qualified-evidence boundary, because the memberships currently consume raw unqualified cost and schedule indices and the document risk score directly",Elicited Assessment Set plus Qualified Signal State,"7 supported document type(s) currently reach this module: commissioning_report, correspondence_notice, field_report, inspection_report, oac_minutes, risk_register, submittal_register",docRiskScore,Expert Elicitation Form plus Category-9 Qualification Verdict,Expert Elicitation Form plus Category-9 Qualification Verdict,Elicited Assessment Set plus Qualified Signal State,,,no,"designed memberships, masses or hesitancies with a band ladder [UNSUPPORTED]. No calibration set exists in this repository: no labelled corpus of project outcomes and no expert reference standard, so no boundary can be fitted or tested.","NOT_EMPIRICALLY_VALIDATED. No labelled holdout corpus and no expert reference standard exist for this platform, so how often this module's banding is right is unknown.",no lineage declaration is carried; the platform-wide Category-9 qualification gate is unimplemented and production discloses it: signal_package.py records SIGNAL_QUALIFICATION = 'unqualified' and CATEGORY_9_DEVIATION.,"The shipped arithmetic performs what its name says; the work is the evidence supply above plus the band calibration, not a re-implementation.",,yes,no,yes: consolidation or removal is a RECOMMENDATION only. Run 27 removes nothing and consolidates nothing.,"advisory, non-voting, on the signal ledger with its published claim limit",NEW_STRUCTURED_FORM,Expert Elicitation Form plus Category-9 Qualification Verdict,ABSENT,CONSOLIDATE_CANDIDATE,PKG-ELICIT,P1,Run 30,Run 33,p0-baseline/module_renumbering_map.csv; code_audit/run20_cycle12_100_reaudit.csv; server/app/simulation/method_labels.py; server/app/simulation/parameters.py; server/app/simulation/registry.py; code_audit/signal_flow_authoritative_edges.csv; research/methodology/PCEIF_100_MODULE_SUPERVISORY_METHOD_SPECIFICATION_v1.md,The reliability component needs an assessed reliability; none is elicited.
B2.6,PLTS,B2,Evidence Combination,B,project,ADVISORY_ONLY,non-voting,METHOD_PASS_CALIBRATION_PENDING,As registered; no proxy qualifier and no truthful-method relabel is carried.,probabilistic linguistic term sets over elicited linguistic assessments with their probabilities,DATA,LINEAGE CAL VALIDATE PARSIMONY,"elicited or observed assessments to build the memberships from: an elicited assessment set: expert id; the object assessed; the linguistic or interval assessment given; the elicitation protocol and date; the aggregation rule agreed in advance; and the consistency or agreement statistic across experts; plus the qualified-evidence boundary, because the memberships currently consume raw unqualified cost and schedule indices and the document risk score directly",Elicited Assessment Set plus Qualified Signal State,"7 supported document type(s) currently reach this module: commissioning_report, correspondence_notice, field_report, inspection_report, oac_minutes, risk_register, submittal_register",docRiskScore,Expert Elicitation Form plus Category-9 Qualification Verdict,Expert Elicitation Form plus Category-9 Qualification Verdict,Elicited Assessment Set plus Qualified Signal State,,,no,"designed memberships, masses or hesitancies with a band ladder [UNSUPPORTED]. No calibration set exists in this repository: no labelled corpus of project outcomes and no expert reference standard, so no boundary can be fitted or tested.","NOT_EMPIRICALLY_VALIDATED. No labelled holdout corpus and no expert reference standard exist for this platform, so how often this module's banding is right is unknown.",no lineage declaration is carried; the platform-wide Category-9 qualification gate is unimplemented and production discloses it: signal_package.py records SIGNAL_QUALIFICATION = 'unqualified' and CATEGORY_9_DEVIATION.,"The shipped arithmetic performs what its name says; the work is the evidence supply above plus the band calibration, not a re-implementation.",,yes,no,yes: consolidation or removal is a RECOMMENDATION only. Run 27 removes nothing and consolidates nothing.,"advisory, non-voting, on the signal ledger with its published claim limit",NEW_STRUCTURED_FORM,Expert Elicitation Form plus Category-9 Qualification Verdict,ABSENT,CONSOLIDATE_CANDIDATE,PKG-ELICIT,P1,Run 30,Run 33,p0-baseline/module_renumbering_map.csv; code_audit/run20_cycle12_100_reaudit.csv; server/app/simulation/method_labels.py; server/app/simulation/parameters.py; server/app/simulation/registry.py; code_audit/signal_flow_authoritative_edges.csv; research/methodology/PCEIF_100_MODULE_SUPERVISORY_METHOD_SPECIFICATION_v1.md,Requires linguistic assessments from people; none are collected.
B2.7,Plithogenic Sets,B2,Evidence Combination,B,project,DISABLED_UNSAFE,non-voting,FUTURE_RESEARCH_ONLY,As registered; no proxy qualifier and no truthful-method relabel is carried.,plithogenic set operations over attributes with degrees of appurtenance and a contradiction degree between attribute values,DATA,METHOD LINEAGE CAL RESEARCH PARSIMONY,"the attribute set with, per attribute: its value range; the dominant value; the degree of appurtenance of each object to each value; and the contradiction degree between each value and the dominant one",Plithogenic Attribute Set,"7 supported document type(s) currently reach this module: commissioning_report, correspondence_notice, field_report, inspection_report, oac_minutes, risk_register, submittal_register",docRiskScore,Expert Elicitation Form,Expert Elicitation Form,Plithogenic Attribute Set,,,no,"designed memberships, masses or hesitancies with a band ladder [UNSUPPORTED]. No calibration set exists in this repository: no labelled corpus of project outcomes and no expert reference standard, so no boundary can be fitted or tested.","NOT_EMPIRICALLY_VALIDATED. No labelled holdout corpus and no expert reference standard exist for this platform, so how often this module's banding is right is unknown.",no lineage declaration is carried; the platform-wide Category-9 qualification gate is unimplemented and production discloses it: signal_package.py records SIGNAL_QUALIFICATION = 'unqualified' and CATEGORY_9_DEVIATION.,"Build from nothing: the formula function is never called and the module is DISABLED_UNSAFE. A real implementation is a new build, not a rename. NOT AUTHORISED IN RUN 27 and no activation is proposed.",Disabled: no plithogenic structure is implemented,no,yes,yes: whether the truthful name replaces the registered name on the participant surface is an instrument decision.,remains disabled; no activation is proposed by this run,NEW_STRUCTURED_FORM,Expert Elicitation Form,ABSENT,KEEP_RESEARCH_ONLY,PKG-ELICIT,P3,Run 30,Run 33,p0-baseline/module_renumbering_map.csv; code_audit/run20_cycle12_100_reaudit.csv; server/app/simulation/method_labels.py; server/app/simulation/parameters.py; server/app/simulation/registry.py; code_audit/signal_flow_authoritative_edges.csv; research/methodology/PCEIF_100_MODULE_SUPERVISORY_METHOD_SPECIFICATION_v1.md,"DISABLED_UNSAFE today and its formula function is never called. Assessed as requested: the structure is suppliable in principle through elicitation, but no operational question in this platform is currently expressed in plithogenic terms, and no scientific or operational value has been demonstrated. Recommendation: leave disabled, research-only."
B2.8,Belief Rule Base,B2,Evidence Combination,B,project,ADVISORY_ONLY,non-voting,METHOD_PASS_CALIBRATION_PENDING,As registered; no proxy qualifier and no truthful-method relabel is carried.,belief rule base inference with rule weights and attribute weights learned or elicited,DATA,LINEAGE CAL VALIDATE,"elicited or observed assessments to build the memberships from: an elicited assessment set: expert id; the object assessed; the linguistic or interval assessment given; the elicitation protocol and date; the aggregation rule agreed in advance; and the consistency or agreement statistic across experts; plus the qualified-evidence boundary, because the memberships currently consume raw unqualified cost and schedule indices and the document risk score directly",Elicited Assessment Set plus Qualified Signal State,"7 supported document type(s) currently reach this module: commissioning_report, correspondence_notice, field_report, inspection_report, oac_minutes, risk_register, submittal_register",docRiskScore,Expert Elicitation Form plus Category-9 Qualification Verdict,Expert Elicitation Form plus Category-9 Qualification Verdict,Elicited Assessment Set plus Qualified Signal State,,,no,"designed memberships, masses or hesitancies with a band ladder [UNSUPPORTED]. No calibration set exists in this repository: no labelled corpus of project outcomes and no expert reference standard, so no boundary can be fitted or tested.","NOT_EMPIRICALLY_VALIDATED. No labelled holdout corpus and no expert reference standard exist for this platform, so how often this module's banding is right is unknown.",no lineage declaration is carried; the platform-wide Category-9 qualification gate is unimplemented and production discloses it: signal_package.py records SIGNAL_QUALIFICATION = 'unqualified' and CATEGORY_9_DEVIATION.,"The shipped arithmetic performs what its name says; the work is the evidence supply above plus the band calibration, not a re-implementation.",,no,no,no,"advisory, non-voting, on the signal ledger with its published claim limit",NEW_STRUCTURED_FORM,Expert Elicitation Form plus Category-9 Qualification Verdict,ABSENT,KEEP_AND_SUPPLY,PKG-ELICIT,P1,Run 30,Run 33,p0-baseline/module_renumbering_map.csv; code_audit/run20_cycle12_100_reaudit.csv; server/app/simulation/method_labels.py; server/app/simulation/parameters.py; server/app/simulation/registry.py; code_audit/signal_flow_authoritative_edges.csv; research/methodology/PCEIF_100_MODULE_SUPERVISORY_METHOD_SPECIFICATION_v1.md,The rule base is designed rather than learned or elicited.
B2.9,Quantum Probability,B2,Evidence Combination,B,project,DISABLED_UNSAFE,non-voting,FUTURE_RESEARCH_ONLY,As registered; no proxy qualifier and no truthful-method relabel is carried.,"quantum probability: a state vector in a Hilbert space with projective measurement operators, from which order and interference effects follow",DATA,METHOD LINEAGE CAL RESEARCH PARSIMONY,"the declared Hilbert space and its basis; the projection operators corresponding to each assessment; the state preparation; and an empirical reason to believe the judgments being modelled violate classical additivity, which is the only thing that motivates the formalism",Quantum Judgment Model Specification,"7 supported document type(s) currently reach this module: commissioning_report, correspondence_notice, field_report, inspection_report, oac_minutes, risk_register, submittal_register",docRiskScore,,,,,,no,"designed memberships, masses or hesitancies with a band ladder [UNSUPPORTED]. No calibration set exists in this repository: no labelled corpus of project outcomes and no expert reference standard, so no boundary can be fitted or tested.","NOT_EMPIRICALLY_VALIDATED. No labelled holdout corpus and no expert reference standard exist for this platform, so how often this module's banding is right is unknown.",no lineage declaration is carried; the platform-wide Category-9 qualification gate is unimplemented and production discloses it: signal_package.py records SIGNAL_QUALIFICATION = 'unqualified' and CATEGORY_9_DEVIATION.,"Build from nothing: the formula function is never called and the module is DISABLED_UNSAFE. A real implementation is a new build, not a rename. NOT AUTHORISED IN RUN 27 and no activation is proposed.",Disabled: no quantum probability model is implemented,no,yes,yes: whether the truthful name replaces the registered name on the participant surface is an instrument decision.,remains disabled; no activation is proposed by this run,NOT_REASONABLY_SUPPLIABLE,none proposed: the motivating empirical phenomenon would itself have to be demonstrated first,ABSENT,KEEP_RESEARCH_ONLY,PKG-ELICIT,P3,Run 30,Run 33,p0-baseline/module_renumbering_map.csv; code_audit/run20_cycle12_100_reaudit.csv; server/app/simulation/method_labels.py; server/app/simulation/parameters.py; server/app/simulation/registry.py; code_audit/signal_flow_authoritative_edges.csv; research/methodology/PCEIF_100_MODULE_SUPERVISORY_METHOD_SPECIFICATION_v1.md,"DISABLED_UNSAFE today. Assessed as requested: unlike the fuzzy family this one is NOT simply an elicitation gap. Quantum probability is warranted only where classical probability fails on the data, and no such failure has been observed here. Recommendation: leave disabled; strongest REMOVE_CANDIDATE in the population on parsimony grounds, subject to the owner."
B2.10,Pythagorean Fuzzy Sets,B2,Evidence Combination,B,project,ADVISORY_ONLY,non-voting,CORRECT_PROXY_ONLY,"Published proxy qualifier: hard-coded transformations of raw CPI, SPI and document risk",Pythagorean fuzzy sets over assessed membership and non-membership,DATA,METHOD LINEAGE CAL VALIDATE PARSIMONY,"elicited or observed assessments to build the memberships from: an elicited assessment set: expert id; the object assessed; the linguistic or interval assessment given; the elicitation protocol and date; the aggregation rule agreed in advance; and the consistency or agreement statistic across experts; plus the qualified-evidence boundary, because the memberships currently consume raw unqualified cost and schedule indices and the document risk score directly",Elicited Assessment Set plus Qualified Signal State,"7 supported document type(s) currently reach this module: commissioning_report, correspondence_notice, field_report, inspection_report, oac_minutes, risk_register, submittal_register",docRiskScore,Expert Elicitation Form plus Category-9 Qualification Verdict,Expert Elicitation Form plus Category-9 Qualification Verdict,Elicited Assessment Set plus Qualified Signal State,,,no,"designed memberships, masses or hesitancies with a band ladder [UNSUPPORTED]. No calibration set exists in this repository: no labelled corpus of project outcomes and no expert reference standard, so no boundary can be fitted or tested.","NOT_EMPIRICALLY_VALIDATED. No labelled holdout corpus and no expert reference standard exist for this platform, so how often this module's banding is right is unknown.",lineage declared as CORRELATED; the platform-wide Category-9 qualification gate is unimplemented and production discloses it: signal_package.py records SIGNAL_QUALIFICATION = 'unqualified' and CATEGORY_9_DEVIATION.,"The shipped arithmetic performs what its name says; the work is the evidence supply above plus the band calibration, not a re-implementation.",,yes,no,yes: consolidation or removal is a RECOMMENDATION only. Run 27 removes nothing and consolidates nothing.,"advisory, non-voting, on the signal ledger with its published claim limit",NEW_STRUCTURED_FORM,Expert Elicitation Form plus Category-9 Qualification Verdict,ABSENT,CONSOLIDATE_CANDIDATE,PKG-ELICIT,P1,Run 30,Run 33,p0-baseline/module_renumbering_map.csv; code_audit/run20_cycle12_100_reaudit.csv; server/app/simulation/method_labels.py; server/app/simulation/parameters.py; server/app/simulation/registry.py; code_audit/signal_flow_authoritative_edges.csv; research/methodology/PCEIF_100_MODULE_SUPERVISORY_METHOD_SPECIFICATION_v1.md,"Hard-coded transformations of raw cost index, schedule index and document risk."
B2.11,Picture Fuzzy Sets,B2,Evidence Combination,B,project,ADVISORY_ONLY,non-voting,CORRECT_PROXY_ONLY,Published proxy qualifier: hard-coded memberships consuming raw metrics; no calibration evidenced,"picture fuzzy sets over assessed positive, neutral, negative and refusal degrees",DATA,METHOD LINEAGE CAL VALIDATE PARSIMONY,"elicited or observed assessments to build the memberships from: an elicited assessment set: expert id; the object assessed; the linguistic or interval assessment given; the elicitation protocol and date; the aggregation rule agreed in advance; and the consistency or agreement statistic across experts; plus the qualified-evidence boundary, because the memberships currently consume raw unqualified cost and schedule indices and the document risk score directly",Elicited Assessment Set plus Qualified Signal State,"7 supported document type(s) currently reach this module: commissioning_report, correspondence_notice, field_report, inspection_report, oac_minutes, risk_register, submittal_register",docRiskScore,Expert Elicitation Form plus Category-9 Qualification Verdict,Expert Elicitation Form plus Category-9 Qualification Verdict,Elicited Assessment Set plus Qualified Signal State,,,no,"designed memberships, masses or hesitancies with a band ladder [UNSUPPORTED]. No calibration set exists in this repository: no labelled corpus of project outcomes and no expert reference standard, so no boundary can be fitted or tested.","NOT_EMPIRICALLY_VALIDATED. No labelled holdout corpus and no expert reference standard exist for this platform, so how often this module's banding is right is unknown.",lineage declared as CORRELATED; the platform-wide Category-9 qualification gate is unimplemented and production discloses it: signal_package.py records SIGNAL_QUALIFICATION = 'unqualified' and CATEGORY_9_DEVIATION.,"The shipped arithmetic performs what its name says; the work is the evidence supply above plus the band calibration, not a re-implementation.",,yes,no,yes: consolidation or removal is a RECOMMENDATION only. Run 27 removes nothing and consolidates nothing.,"advisory, non-voting, on the signal ledger with its published claim limit",NEW_STRUCTURED_FORM,Expert Elicitation Form plus Category-9 Qualification Verdict,ABSENT,CONSOLIDATE_CANDIDATE,PKG-ELICIT,P1,Run 30,Run 33,p0-baseline/module_renumbering_map.csv; code_audit/run20_cycle12_100_reaudit.csv; server/app/simulation/method_labels.py; server/app/simulation/parameters.py; server/app/simulation/registry.py; code_audit/signal_flow_authoritative_edges.csv; research/methodology/PCEIF_100_MODULE_SUPERVISORY_METHOD_SPECIFICATION_v1.md,Hard-coded memberships consuming raw metrics.
