manifest,manifest_role,path,expected_sha256,path_convention,present_in_repository_history,resolved_in_working_tree,claimed_as_package_content,external_reference_only,classification_authority,classification,resolution_state,status
research_fixtures/synthetic/OG-SYNTH-0.1/package_B/CHECKSUMS.sha256,COPY,package_B_reference_training_decisions/B2_expert_epistemic/expert_profiles.csv,8c7ad9797d51144b4cbeec3770c458a6709a474394bfa131a1189177904fa286,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_B/package_B_reference_training_decisions/B2_expert_epistemic and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_B/CHECKSUMS.sha256,COPY,package_B_reference_training_decisions/B2_expert_epistemic/fuzzy_memberships.csv,eb49d2c7a2ceda44c3b07d025e6d95575114b501d95b960ea87595dd632ae5b3,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_B/package_B_reference_training_decisions/B2_expert_epistemic and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_B/CHECKSUMS.sha256,COPY,package_B_reference_training_decisions/B2_expert_epistemic/plts_assessments.csv,1f67f3d2e432f1d1c51f26ffbfcec3e8d3cd2a3e13383a30e88d9d6de9016f98,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_B/package_B_reference_training_decisions/B2_expert_epistemic and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_B/CHECKSUMS.sha256,COPY,package_B_reference_training_decisions/B2_expert_epistemic/possibility_distributions.csv,73287705a500075243605fbd3ba8e6559428d7a86d41cb839e60606308e947c6,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_B/package_B_reference_training_decisions/B2_expert_epistemic and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_B/CHECKSUMS.sha256,COPY,package_B_reference_training_decisions/B2_expert_epistemic/z_number_assessments.csv,fd7bc6ff975c317827171a72bb97a267a77ef4abf4b471948ddad346fc0e2f26,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_B/package_B_reference_training_decisions/B2_expert_epistemic and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_B/CHECKSUMS.sha256,COPY,package_B_reference_training_decisions/B3_decision_optimization/action_scenario_outcomes.csv,035d87cc8c7709a4c1fb2fca4a7e17df2f56b32aca97edc49b90b08440655a64,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_B/package_B_reference_training_decisions/B3_decision_optimization and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_B/CHECKSUMS.sha256,COPY,package_B_reference_training_decisions/B3_decision_optimization/actions.csv,2d88e07af6e56d103c6e9a9c01b9cd14522b18dbedd43269f60b4b09527004fc,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_B/package_B_reference_training_decisions/B3_decision_optimization and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_B/CHECKSUMS.sha256,COPY,package_B_reference_training_decisions/B3_decision_optimization/alternative_criteria_matrix.csv,a49dc64e6c4dec1237c2db35a353121a20bf64e90f59e6f8d5c4066754bd18b6,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_B/package_B_reference_training_decisions/B3_decision_optimization and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_B/CHECKSUMS.sha256,COPY,package_B_reference_training_decisions/B3_decision_optimization/constraints.csv,060db0dffd923b64befad723a96219d77666677bbcb0828e8399574091acc29b,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_B/package_B_reference_training_decisions/B3_decision_optimization and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_B/CHECKSUMS.sha256,COPY,package_B_reference_training_decisions/B3_decision_optimization/criteria.csv,ab1528b495987be1c6bbab1274e184027856487a2fb0ebaf5b8508ccde1e6d19,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_B/package_B_reference_training_decisions/B3_decision_optimization and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_B/CHECKSUMS.sha256,COPY,package_B_reference_training_decisions/B3_decision_optimization/decision_problems.csv,16104d84d9a20a02c80aef06af8b1a607a715028eecb7982114e4654468e0beb,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_B/package_B_reference_training_decisions/B3_decision_optimization and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_B/CHECKSUMS.sha256,COPY,package_B_reference_training_decisions/B3_decision_optimization/ground_truth_decisions.csv,3a3cd46c99c591a16283897810a1a3cc6688494c4ab99dc5da717b5435bef8d6,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_B/package_B_reference_training_decisions/B3_decision_optimization and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_B/CHECKSUMS.sha256,COPY,package_B_reference_training_decisions/B3_decision_optimization/lp_models.json,4569c32763c929e148fd68fb4ba638313d465e0c0f4fc1b9339b2e3c46367710,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_B/package_B_reference_training_decisions/B3_decision_optimization and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_B/CHECKSUMS.sha256,COPY,package_B_reference_training_decisions/B3_decision_optimization/payoff_matrices.csv,977e10202f0d7bf91f437ff6df873476c97203e3dde9b1db0375dd31059f9037,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_B/package_B_reference_training_decisions/B3_decision_optimization and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_B/CHECKSUMS.sha256,COPY,package_B_reference_training_decisions/B3_decision_optimization/scenarios.csv,b9b7830b38ddb733316ce52e1d566f2c9ec08d9baac86ec3dbe3671381e709b0,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_B/package_B_reference_training_decisions/B3_decision_optimization and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_B/CHECKSUMS.sha256,COPY,package_B_reference_training_decisions/B3_decision_optimization/sensitivity_cases.csv,2bfa67cc02038ef1835bec381af29f6d3c9bd1fae27a9d4aa7c3db582fced12e,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_B/package_B_reference_training_decisions/B3_decision_optimization and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_B/CHECKSUMS.sha256,COPY,package_B_reference_training_decisions/README.md,689cb54a81ecf9e029f4903b526ac30f5b268cc5600654b7afe1a6b5a1d4188c,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_B/package_B_reference_training_decisions and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_B/CHECKSUMS.sha256,COPY,package_C_optional_activation_lab/README.md,50c47e3c3b5e96589e0a11d41496f1858ac5e895a49162418bbd8256506a915e,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_C/package_C_optional_activation_lab and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_B/CHECKSUMS.sha256,COPY,package_C_optional_activation_lab/activation_benchmark_plan.csv,3d3858f20af01b7d4be273484760290f097fd1f4feff5c835e41dbbd328294a3,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_C/package_C_optional_activation_lab and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_B/CHECKSUMS.sha256,COPY,package_C_optional_activation_lab/activation_candidates.csv,1ff7759e9b82c5401e360e8709e25d5f1cfcda81228e33663b2697f5615df586,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_C/package_C_optional_activation_lab and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_B/CHECKSUMS.sha256,COPY,package_C_optional_activation_lab/hypersoft_approximation.csv,4130c674013349ceae7a0ad420f009a7dd288a22509b91c909876b46c624e3e3,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_C/package_C_optional_activation_lab and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_B/CHECKSUMS.sha256,COPY,package_C_optional_activation_lab/hypersoft_parameters.csv,18784092efa2dbb16357b1dcb4e86e999fba2a30e4e17ade3207cf85b405acdc,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_C/package_C_optional_activation_lab and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_B/CHECKSUMS.sha256,COPY,package_C_optional_activation_lab/hypersoft_universe.csv,be481ccd4f0f393f952551c8a701ddd7eabc7d3e7fb5220f309e6af6274a8985,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_C/package_C_optional_activation_lab and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_B/CHECKSUMS.sha256,COPY,package_C_optional_activation_lab/parametric_cost_benchmark.csv,bacee7443d2387bcd83268bdaa5a3a527bd3c886d1b05589ba461744978f2dc4,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_C/package_C_optional_activation_lab and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_B/CHECKSUMS.sha256,COPY,package_C_optional_activation_lab/plithogenic_appurtenance.csv,51e0ab8bce3aab36c075b5e213c9fb0af97fdfec2015b9bbdf3d9197a9ac0e9e,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_C/package_C_optional_activation_lab and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_B/CHECKSUMS.sha256,COPY,package_C_optional_activation_lab/plithogenic_attributes.csv,5db19fa59e36625b888099218d261902ad3b68b81f9fc3f2294a34173c81da01,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_C/package_C_optional_activation_lab and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_B/CHECKSUMS.sha256,COPY,package_C_optional_activation_lab/plithogenic_contradictions.csv,6414f0b95f14f5504a4d07fc5693078574f3f0c67452d89391f733d85f819b7d,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_C/package_C_optional_activation_lab and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_B/CHECKSUMS.sha256,COPY,package_C_optional_activation_lab/quantum_model_parameters.json,c83e3c093beb4dee3b26a8a9b317958a91d218eaa1632ca2fe9d747ad8a6065a,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_C/package_C_optional_activation_lab and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_B/CHECKSUMS.sha256,COPY,package_C_optional_activation_lab/quantum_order_effects.csv,66e2aeaaf9ca1fba49c1af6b5cc2ae81f7d6ce2768a8e6f6bc4f293c9e4882d5,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_C/package_C_optional_activation_lab and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_B/CHECKSUMS.sha256,COPY,package_C_optional_activation_lab/reuse_manifest.csv,d77fcec19c2fa361646a873f16bd9b9e2002ef2db9b69d4f3487ec0a3af60257,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_C/package_C_optional_activation_lab and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_B/CHECKSUMS.sha256,COPY,package_summary.xlsx,9f59327bc99c614b091710037a24db040c048218dec7282e25e8f1e9da043673,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_A and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_B/CHECKSUMS.sha256,COPY,schemas/schema_catalog.json,0c8a0b670b03b008733ac8cb70206e8e1f57c85bba6806bd6fa00e624dc4258a,record-relative,YES,NO,YES (claimed by the manifest),"NO -- claimed, so not external-only",REPORT_2026-08-11 s3: 'There is no declared schema to check the data against.',GOVERNED_PACKAGE_CONTENT_UNRECOVERABLE,CLAIMED_BUT_NEVER_DELIVERED,INCOMPLETE_PACKAGE
research_fixtures/synthetic/OG-SYNTH-0.1/package_B/CHECKSUMS.sha256,COPY,validation_report.json,b7965b53c6fe5385ec95ad7bd55529489cac29f496acfd2ef80f7421b77abf90,record-relative,YES,NO,YES (claimed by the manifest),"NO -- claimed, so not external-only",REPORT_2026-08-11 s3: 'The machine-readable validation record is absent; only the human-readable summary survives.',GOVERNED_PACKAGE_CONTENT_UNRECOVERABLE,CLAIMED_BUT_NEVER_DELIVERED,INCOMPLETE_PACKAGE
research_fixtures/synthetic/OG-SYNTH-0.1/package_B/CHECKSUMS.sha256,COPY,validators/validate_synthetic_programme.py,3bdb94a631fd8975dc2e625f56d5340184c3a735d7aba8c1028403bebcc40d64,record-relative,NO,NO,YES (claimed by the manifest),"NO -- claimed, so not external-only",REPORT_2026-08-11 s3: 'The claimed 160 checks cannot be rerun. The claim is unverified.',GOVERNED_PACKAGE_CONTENT_UNRECOVERABLE,CLAIMED_BUT_NEVER_DELIVERED,INCOMPLETE_PACKAGE
research_fixtures/synthetic/OG-SYNTH-0.1/package_C/CHECKSUMS.sha256,COPY,README.md,91c1a44607a0e27c6dbfe78d4a5c7cbb30cafb9cc52d9e7806d229f310a9d4c1,record-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_A and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_C/CHECKSUMS.sha256,COPY,VALIDATION_SUMMARY.md,bb263dda6449e4fbca2ea2a10d34e43ee31106d09dba4d74779d32e0ecc039ee,record-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_A and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_C/CHECKSUMS.sha256,COPY,data_dictionary.csv,6247e783edb483c15d29c6937f282bf187d17f75bb351b8641c09fd29dd25f18,record-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_A and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_C/CHECKSUMS.sha256,COPY,generators/generate_opus_synthetic_programme.py,758e213347b5bad32b4e1c73c89b227c22b66d48fd2d4ae410a69c693248757f,record-relative,NO,NO,YES (claimed by the manifest),"NO -- claimed, so not external-only",REPORT_2026-08-11 s3: 'Reproducibility from seed 20260811 cannot be tested at all.',GOVERNED_PACKAGE_CONTENT_UNRECOVERABLE,CLAIMED_BUT_NEVER_DELIVERED,INCOMPLETE_PACKAGE
research_fixtures/synthetic/OG-SYNTH-0.1/package_C/CHECKSUMS.sha256,COPY,module_asset_map.csv,8b714e770cd0f7a5c3a6e267adcc36761529e37ed86fe5ead3916c270dfa1946,record-relative,YES,NO,YES (claimed by the manifest),"NO -- claimed, so not external-only",REPORT_2026-08-11 s3: 'The programme-level module map is absent; three per-package maps survive and do not cover the same ground.',GOVERNED_PACKAGE_CONTENT_UNRECOVERABLE,CLAIMED_BUT_NEVER_DELIVERED,INCOMPLETE_PACKAGE
research_fixtures/synthetic/OG-SYNTH-0.1/package_C/CHECKSUMS.sha256,COPY,package_A_project_structures/README.md,f8b2380671767860e6f000a08089cbf26503727a7d1fe6d702f3cf092c476f57,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_A/package_A_project_structures and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_C/CHECKSUMS.sha256,COPY,package_A_project_structures/abm_ground_truth.csv,e41b9d828509296a02edeadee39cba2d8ae7b755b002619d2eee7c339328ad09,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_A/package_A_project_structures and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_C/CHECKSUMS.sha256,COPY,package_A_project_structures/activity_weather_impacts.csv,cf428715738c67557e9f36562ab96ae72a279e9eed543a70d6e10d714aa13b69,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_A/package_A_project_structures and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_C/CHECKSUMS.sha256,COPY,package_A_project_structures/agent_state_history.csv,5b700514145c8e6f40b250a8704f5b056b03e7e57810498dcfcf17a7cf45c9cf,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_A/package_A_project_structures and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_C/CHECKSUMS.sha256,COPY,package_A_project_structures/agents.csv,3e1e7f9feaf9fcedf2c7c48b110765243fbd71b05681f59df0d780d67853a78d,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_A/package_A_project_structures and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_C/CHECKSUMS.sha256,COPY,package_A_project_structures/ccpm_buffers.csv,00111c21d1c78a7c1b655c97c0711e33fd1b04dbf358e8e568b376a4b0bac9d6,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_A/package_A_project_structures and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_C/CHECKSUMS.sha256,COPY,package_A_project_structures/ccpm_ground_truth.csv,38079d5d062184211ca7b271e6d5821105ddf6e17feefdd12800481db4abd9be,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_A/package_A_project_structures and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_C/CHECKSUMS.sha256,COPY,package_A_project_structures/claims.csv,ced826d76fcf1e5b2493b4a060a4b131666c2b06ba5e91d755639923ff4ecfbc,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_A/package_A_project_structures and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_C/CHECKSUMS.sha256,COPY,package_A_project_structures/cost_correlations.csv,3993264d50e97a688baef0fc6da05215fe680524aaebdd2ad8af9ddd3fea9f69,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_A/package_A_project_structures and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_C/CHECKSUMS.sha256,COPY,package_A_project_structures/cost_elements.csv,8369bb07e26c3eb79a5bdf2743c9b9d1e4d4ffdf9abc559ca332bf3e53f63fb7,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_A/package_A_project_structures and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_C/CHECKSUMS.sha256,COPY,package_A_project_structures/cost_risk_events.csv,105a47ee8dffc05e38d2b204d5eda063988258b33bd717342ec1f0e9cd825316,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_A/package_A_project_structures and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_C/CHECKSUMS.sha256,COPY,package_A_project_structures/cost_risk_ground_truth.csv,a732037abc1703cc4ad8bbd37581540cd10a6204fd3490150befd1a9decd28e2,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_A/package_A_project_structures and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
research_fixtures/synthetic/OG-SYNTH-0.1/package_C/CHECKSUMS.sha256,COPY,package_A_project_structures/des_entities.csv,776cd657ee892a65bbe2bdc0d6b5e7e2d10555c6a70534e8551f8d1e114e63cd,release-root-relative,YES,YES,YES,NO,code_audit/synthetic_package_file_inventory.csv: staged in the delivered archive; file resolves under research_fixtures/synthetic/OG-SYNTH-0.1/package_A/package_A_project_structures and matches its recorded checksum,LOCALLY_PRESERVED_PACKAGE_CONTENT,RESOLVED_MATCH,PASS
