check,key,period,quantity,recomputed,stored,agrees
dsm_programme,PRJ-RAL,P06,propagated_impact_vector,recomputed vector,stored vector,True
dsm_programme,PRJ-RAL,P06,cumulative_state_vector,recomputed vector,stored vector,True
dsm_programme,PRJ-DCT,P01,total_first_order_impact,0.516253,0.516253,True
dsm_programme,PRJ-DCT,P01,total_propagated_impact_excluding_seed,0.725561,0.725561,True
dsm_programme,PRJ-DCT,P01,total_state_including_seed,1.875561,1.875561,True
dsm_programme,PRJ-DCT,P01,positive_impacted_node_count_excluding_seed,5.0,5,True
dsm_programme,PRJ-DCT,P01,positive_state_node_count_including_seed,6.0,6,True
dsm_programme,PRJ-DCT,P01,material_impacted_node_count_excluding_seed,4.0,4,True
dsm_programme,PRJ-DCT,P01,material_state_node_count_including_seed,5.0,5,True
dsm_programme,PRJ-DCT,P01,seed_impact_vector,recomputed vector,stored vector,True
dsm_programme,PRJ-DCT,P01,first_order_impact_vector,recomputed vector,stored vector,True
dsm_programme,PRJ-DCT,P01,propagated_impact_vector,recomputed vector,stored vector,True
dsm_programme,PRJ-DCT,P01,cumulative_state_vector,recomputed vector,stored vector,True
dsm_programme,PRJ-DCT,P02,total_first_order_impact,0.401066,0.401066,True
dsm_programme,PRJ-DCT,P02,total_propagated_impact_excluding_seed,0.643384,0.643384,True
dsm_programme,PRJ-DCT,P02,total_state_including_seed,1.943384,1.943384,True
dsm_programme,PRJ-DCT,P02,positive_impacted_node_count_excluding_seed,5.0,5,True
dsm_programme,PRJ-DCT,P02,positive_state_node_count_including_seed,6.0,6,True
dsm_programme,PRJ-DCT,P02,material_impacted_node_count_excluding_seed,3.0,3,True
dsm_programme,PRJ-DCT,P02,material_state_node_count_including_seed,4.0,4,True
dsm_programme,PRJ-DCT,P02,seed_impact_vector,recomputed vector,stored vector,True
dsm_programme,PRJ-DCT,P02,first_order_impact_vector,recomputed vector,stored vector,True
dsm_programme,PRJ-DCT,P02,propagated_impact_vector,recomputed vector,stored vector,True
dsm_programme,PRJ-DCT,P02,cumulative_state_vector,recomputed vector,stored vector,True
dsm_programme,PRJ-DCT,P03,total_first_order_impact,0.417512,0.417512,True
dsm_programme,PRJ-DCT,P03,total_propagated_impact_excluding_seed,0.583095,0.583095,True
dsm_programme,PRJ-DCT,P03,total_state_including_seed,2.033095,2.033095,True
dsm_programme,PRJ-DCT,P03,positive_impacted_node_count_excluding_seed,3.0,3,True
dsm_programme,PRJ-DCT,P03,positive_state_node_count_including_seed,4.0,4,True
dsm_programme,PRJ-DCT,P03,material_impacted_node_count_excluding_seed,2.0,2,True
dsm_programme,PRJ-DCT,P03,material_state_node_count_including_seed,3.0,3,True
dsm_programme,PRJ-DCT,P03,seed_impact_vector,recomputed vector,stored vector,True
dsm_programme,PRJ-DCT,P03,first_order_impact_vector,recomputed vector,stored vector,True
dsm_programme,PRJ-DCT,P03,propagated_impact_vector,recomputed vector,stored vector,True
dsm_programme,PRJ-DCT,P03,cumulative_state_vector,recomputed vector,stored vector,True
dsm_programme,PRJ-DCT,P04,total_first_order_impact,0.44321,0.44321,True
dsm_programme,PRJ-DCT,P04,total_propagated_impact_excluding_seed,0.71099,0.71099,True
dsm_programme,PRJ-DCT,P04,total_state_including_seed,2.31099,2.31099,True
dsm_programme,PRJ-DCT,P04,positive_impacted_node_count_excluding_seed,4.0,4,True
dsm_programme,PRJ-DCT,P04,positive_state_node_count_including_seed,5.0,5,True
dsm_programme,PRJ-DCT,P04,material_impacted_node_count_excluding_seed,3.0,3,True
dsm_programme,PRJ-DCT,P04,material_state_node_count_including_seed,4.0,4,True
dsm_programme,PRJ-DCT,P04,seed_impact_vector,recomputed vector,stored vector,True
dsm_programme,PRJ-DCT,P04,first_order_impact_vector,recomputed vector,stored vector,True
dsm_programme,PRJ-DCT,P04,propagated_impact_vector,recomputed vector,stored vector,True
dsm_programme,PRJ-DCT,P04,cumulative_state_vector,recomputed vector,stored vector,True
dsm_programme,PRJ-DCT,P05,total_first_order_impact,0.785603,0.785603,True
dsm_programme,PRJ-DCT,P05,total_propagated_impact_excluding_seed,1.104114,1.104114,True
dsm_programme,PRJ-DCT,P05,total_state_including_seed,2.854114,2.854114,True
dsm_programme,PRJ-DCT,P05,positive_impacted_node_count_excluding_seed,5.0,5,True
dsm_programme,PRJ-DCT,P05,positive_state_node_count_including_seed,6.0,6,True
dsm_programme,PRJ-DCT,P05,material_impacted_node_count_excluding_seed,4.0,4,True
dsm_programme,PRJ-DCT,P05,material_state_node_count_including_seed,5.0,5,True
dsm_programme,PRJ-DCT,P05,seed_impact_vector,recomputed vector,stored vector,True
dsm_programme,PRJ-DCT,P05,first_order_impact_vector,recomputed vector,stored vector,True
dsm_programme,PRJ-DCT,P05,propagated_impact_vector,recomputed vector,stored vector,True
dsm_programme,PRJ-DCT,P05,cumulative_state_vector,recomputed vector,stored vector,True
dsm_programme,PRJ-DCT,P06,total_first_order_impact,0.586173,0.586173,True
dsm_programme,PRJ-DCT,P06,total_propagated_impact_excluding_seed,0.94033,0.94033,True
dsm_programme,PRJ-DCT,P06,total_state_including_seed,2.84033,2.84033,True
dsm_programme,PRJ-DCT,P06,positive_impacted_node_count_excluding_seed,5.0,5,True
dsm_programme,PRJ-DCT,P06,positive_state_node_count_including_seed,6.0,6,True
dsm_programme,PRJ-DCT,P06,material_impacted_node_count_excluding_seed,4.0,4,True
dsm_programme,PRJ-DCT,P06,material_state_node_count_including_seed,5.0,5,True
dsm_programme,PRJ-DCT,P06,seed_impact_vector,recomputed vector,stored vector,True
dsm_programme,PRJ-DCT,P06,first_order_impact_vector,recomputed vector,stored vector,True
dsm_programme,PRJ-DCT,P06,propagated_impact_vector,recomputed vector,stored vector,True
dsm_programme,PRJ-DCT,P06,cumulative_state_vector,recomputed vector,stored vector,True
dsm_known_answer,DSMKA-01,KNOWN_ANSWER,total_first_order_impact,0.5,0.5,True
dsm_known_answer,DSMKA-01,KNOWN_ANSWER,total_propagated_impact_excluding_seed,0.5,0.5,True
dsm_known_answer,DSMKA-01,KNOWN_ANSWER,total_state_including_seed,1.5,1.5,True
dsm_known_answer,DSMKA-01,KNOWN_ANSWER,positive_impacted_node_count_excluding_seed,1.0,1,True
dsm_known_answer,DSMKA-01,KNOWN_ANSWER,positive_state_node_count_including_seed,2.0,2,True
dsm_known_answer,DSMKA-01,KNOWN_ANSWER,material_impacted_node_count_excluding_seed,1.0,1,True
dsm_known_answer,DSMKA-01,KNOWN_ANSWER,material_state_node_count_including_seed,2.0,2,True
dsm_known_answer,DSMKA-01,KNOWN_ANSWER,seed_impact_vector,recomputed vector,stored vector,True
dsm_known_answer,DSMKA-01,KNOWN_ANSWER,first_order_impact_vector,recomputed vector,stored vector,True
dsm_known_answer,DSMKA-01,KNOWN_ANSWER,propagated_impact_vector,recomputed vector,stored vector,True
dsm_known_answer,DSMKA-01,KNOWN_ANSWER,cumulative_state_vector,recomputed vector,stored vector,True
dsm_known_answer,DSMKA-02,KNOWN_ANSWER,total_first_order_impact,1.5,1.5,True
dsm_known_answer,DSMKA-02,KNOWN_ANSWER,total_propagated_impact_excluding_seed,1.5,1.5,True
dsm_known_answer,DSMKA-02,KNOWN_ANSWER,total_state_including_seed,3.5,3.5,True
dsm_known_answer,DSMKA-02,KNOWN_ANSWER,positive_impacted_node_count_excluding_seed,2.0,2,True
dsm_known_answer,DSMKA-02,KNOWN_ANSWER,positive_state_node_count_including_seed,3.0,3,True
dsm_known_answer,DSMKA-02,KNOWN_ANSWER,material_impacted_node_count_excluding_seed,2.0,2,True
dsm_known_answer,DSMKA-02,KNOWN_ANSWER,material_state_node_count_including_seed,3.0,3,True
dsm_known_answer,DSMKA-02,KNOWN_ANSWER,seed_impact_vector,recomputed vector,stored vector,True
dsm_known_answer,DSMKA-02,KNOWN_ANSWER,first_order_impact_vector,recomputed vector,stored vector,True
dsm_known_answer,DSMKA-02,KNOWN_ANSWER,propagated_impact_vector,recomputed vector,stored vector,True
dsm_known_answer,DSMKA-02,KNOWN_ANSWER,cumulative_state_vector,recomputed vector,stored vector,True
dsm_known_answer,DSMKA-03,KNOWN_ANSWER,total_first_order_impact,0.4,0.4,True
dsm_known_answer,DSMKA-03,KNOWN_ANSWER,total_propagated_impact_excluding_seed,0.4,0.4,True
dsm_known_answer,DSMKA-03,KNOWN_ANSWER,total_state_including_seed,1.4,1.4,True
dsm_known_answer,DSMKA-03,KNOWN_ANSWER,positive_impacted_node_count_excluding_seed,1.0,1,True
dsm_known_answer,DSMKA-03,KNOWN_ANSWER,positive_state_node_count_including_seed,2.0,2,True
dsm_known_answer,DSMKA-03,KNOWN_ANSWER,material_impacted_node_count_excluding_seed,1.0,1,True
dsm_known_answer,DSMKA-03,KNOWN_ANSWER,material_state_node_count_including_seed,2.0,2,True
dsm_known_answer,DSMKA-03,KNOWN_ANSWER,seed_impact_vector,recomputed vector,stored vector,True
dsm_known_answer,DSMKA-03,KNOWN_ANSWER,first_order_impact_vector,recomputed vector,stored vector,True
dsm_known_answer,DSMKA-03,KNOWN_ANSWER,propagated_impact_vector,recomputed vector,stored vector,True
dsm_known_answer,DSMKA-03,KNOWN_ANSWER,cumulative_state_vector,recomputed vector,stored vector,True
dsm_known_answer,DSMKA-04,KNOWN_ANSWER,total_first_order_impact,0.5,0.5,True
dsm_known_answer,DSMKA-04,KNOWN_ANSWER,total_propagated_impact_excluding_seed,0.7,0.7,True
dsm_known_answer,DSMKA-04,KNOWN_ANSWER,total_state_including_seed,1.7,1.7,True
dsm_known_answer,DSMKA-04,KNOWN_ANSWER,positive_impacted_node_count_excluding_seed,2.0,2,True
dsm_known_answer,DSMKA-04,KNOWN_ANSWER,positive_state_node_count_including_seed,3.0,3,True
dsm_known_answer,DSMKA-04,KNOWN_ANSWER,material_impacted_node_count_excluding_seed,2.0,2,True
dsm_known_answer,DSMKA-04,KNOWN_ANSWER,material_state_node_count_including_seed,3.0,3,True
dsm_known_answer,DSMKA-04,KNOWN_ANSWER,seed_impact_vector,recomputed vector,stored vector,True
dsm_known_answer,DSMKA-04,KNOWN_ANSWER,first_order_impact_vector,recomputed vector,stored vector,True
dsm_known_answer,DSMKA-04,KNOWN_ANSWER,propagated_impact_vector,recomputed vector,stored vector,True
dsm_known_answer,DSMKA-04,KNOWN_ANSWER,cumulative_state_vector,recomputed vector,stored vector,True
dsm_known_answer,DSMKA-05,KNOWN_ANSWER,total_first_order_impact,0.75,0.75,True
dsm_known_answer,DSMKA-05,KNOWN_ANSWER,total_propagated_impact_excluding_seed,0.95,0.95,True
dsm_known_answer,DSMKA-05,KNOWN_ANSWER,total_state_including_seed,1.95,1.95,True
dsm_known_answer,DSMKA-05,KNOWN_ANSWER,positive_impacted_node_count_excluding_seed,3.0,3,True
dsm_known_answer,DSMKA-05,KNOWN_ANSWER,positive_state_node_count_including_seed,4.0,4,True
dsm_known_answer,DSMKA-05,KNOWN_ANSWER,material_impacted_node_count_excluding_seed,3.0,3,True
dsm_known_answer,DSMKA-05,KNOWN_ANSWER,material_state_node_count_including_seed,4.0,4,True
dsm_known_answer,DSMKA-05,KNOWN_ANSWER,seed_impact_vector,recomputed vector,stored vector,True
dsm_known_answer,DSMKA-05,KNOWN_ANSWER,first_order_impact_vector,recomputed vector,stored vector,True
dsm_known_answer,DSMKA-05,KNOWN_ANSWER,propagated_impact_vector,recomputed vector,stored vector,True
dsm_known_answer,DSMKA-05,KNOWN_ANSWER,cumulative_state_vector,recomputed vector,stored vector,True
dsm_known_answer,DSMKA-06,KNOWN_ANSWER,total_first_order_impact,0.0,0.0,True
dsm_known_answer,DSMKA-06,KNOWN_ANSWER,total_propagated_impact_excluding_seed,0.0,0.0,True
dsm_known_answer,DSMKA-06,KNOWN_ANSWER,total_state_including_seed,1.0,1.0,True
dsm_known_answer,DSMKA-06,KNOWN_ANSWER,positive_impacted_node_count_excluding_seed,0.0,0,True
dsm_known_answer,DSMKA-06,KNOWN_ANSWER,positive_state_node_count_including_seed,1.0,1,True
dsm_known_answer,DSMKA-06,KNOWN_ANSWER,material_impacted_node_count_excluding_seed,0.0,0,True
dsm_known_answer,DSMKA-06,KNOWN_ANSWER,material_state_node_count_including_seed,1.0,1,True
dsm_known_answer,DSMKA-06,KNOWN_ANSWER,seed_impact_vector,recomputed vector,stored vector,True
dsm_known_answer,DSMKA-06,KNOWN_ANSWER,first_order_impact_vector,recomputed vector,stored vector,True
dsm_known_answer,DSMKA-06,KNOWN_ANSWER,propagated_impact_vector,recomputed vector,stored vector,True
dsm_known_answer,DSMKA-06,KNOWN_ANSWER,cumulative_state_vector,recomputed vector,stored vector,True
dsm_known_answer,DSMKA-07,KNOWN_ANSWER,total_first_order_impact,0.11,0.11,True
dsm_known_answer,DSMKA-07,KNOWN_ANSWER,total_propagated_impact_excluding_seed,0.11,0.11,True
dsm_known_answer,DSMKA-07,KNOWN_ANSWER,total_state_including_seed,1.11,1.11,True
dsm_known_answer,DSMKA-07,KNOWN_ANSWER,positive_impacted_node_count_excluding_seed,2.0,2,True
dsm_known_answer,DSMKA-07,KNOWN_ANSWER,positive_state_node_count_including_seed,3.0,3,True
dsm_known_answer,DSMKA-07,KNOWN_ANSWER,material_impacted_node_count_excluding_seed,1.0,1,True
dsm_known_answer,DSMKA-07,KNOWN_ANSWER,material_state_node_count_including_seed,2.0,2,True
dsm_known_answer,DSMKA-07,KNOWN_ANSWER,seed_impact_vector,recomputed vector,stored vector,True
dsm_known_answer,DSMKA-07,KNOWN_ANSWER,first_order_impact_vector,recomputed vector,stored vector,True
dsm_known_answer,DSMKA-07,KNOWN_ANSWER,propagated_impact_vector,recomputed vector,stored vector,True
dsm_known_answer,DSMKA-07,KNOWN_ANSWER,cumulative_state_vector,recomputed vector,stored vector,True
dsm_known_answer,DSMKA-08,KNOWN_ANSWER,total_first_order_impact,0.5,0.5,True
dsm_known_answer,DSMKA-08,KNOWN_ANSWER,total_propagated_impact_excluding_seed,0.875,0.875,True
dsm_known_answer,DSMKA-08,KNOWN_ANSWER,total_state_including_seed,1.875,1.875,True
dsm_known_answer,DSMKA-08,KNOWN_ANSWER,positive_impacted_node_count_excluding_seed,1.0,1,True
dsm_known_answer,DSMKA-08,KNOWN_ANSWER,positive_state_node_count_including_seed,2.0,2,True
dsm_known_answer,DSMKA-08,KNOWN_ANSWER,material_impacted_node_count_excluding_seed,1.0,1,True
dsm_known_answer,DSMKA-08,KNOWN_ANSWER,material_state_node_count_including_seed,2.0,2,True
dsm_known_answer,DSMKA-08,KNOWN_ANSWER,seed_impact_vector,recomputed vector,stored vector,True
dsm_known_answer,DSMKA-08,KNOWN_ANSWER,first_order_impact_vector,recomputed vector,stored vector,True
dsm_known_answer,DSMKA-08,KNOWN_ANSWER,propagated_impact_vector,recomputed vector,stored vector,True
dsm_known_answer,DSMKA-08,KNOWN_ANSWER,cumulative_state_vector,recomputed vector,stored vector,True
