project_id,activity_id,activity_name,wbs_id,activity_type,baseline_duration_days,optimistic_duration_days,most_likely_duration_days,pessimistic_duration_days,calendar_id,resource_group,location_id,critical_chain_flag,ccpm_chain_id,ccpm_chain_type,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-DCT,PRJ-DCT-A03,Electrical Equipment Procurement,PRJ-DCT-WBS-03,TASK,30.6,23.772,30.6,38.755,CAL-5D,PROCUREMENT,LOC-03,True,PRJ-DCT-CC,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,5710f774c11dd4dbd6d5774268c4d89b840a911fbc7f6d5344c309f91e454dd0
PRJ-DCT,PRJ-DCT-A04,Site and Foundations,PRJ-DCT-WBS-04,TASK,17.8,13.771,17.8,22.759,CAL-5D,PROCUREMENT,LOC-04,True,PRJ-DCT-CC,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,2bc0ecd03759a0b0f19cfeb809ecb478440da9812eae74a5fd1f5bcfab8f03a4
PRJ-DCT,PRJ-DCT-A05,Shell,PRJ-DCT-WBS-05,TASK,22.5,17.873,22.5,28.531,CAL-5D,CIVIL,LOC-05,True,PRJ-DCT-CC,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,e5ea79c1a87bdd9c19152b37712b5147e4038b3dd40fc729e9e16d512d32dad0
PRJ-DCT,PRJ-DCT-A06,Electrical Rooms,PRJ-DCT-WBS-06,TASK,37.3,28.257,37.3,47.337,CAL-5D,CIVIL,LOC-06,True,PRJ-DCT-CC,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,96514514f45e9c95d407ebcb064ea809c6387c9c592f8e5a1d58d6fd1dc26414
PRJ-DCT,PRJ-DCT-A07,Mechanical Systems,PRJ-DCT-WBS-07,TASK,26.9,22.19,26.9,35.84,CAL-5D,STRUCTURAL,LOC-01,False,PRJ-DCT-FC2,FEEDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,0547ec67085be21ae013c381087c2f2563fd8d238f6024b3da7214c927a7ccf7
PRJ-DCT,PRJ-DCT-A08,White Space Fit-Out,PRJ-DCT-WBS-08,TASK,34.9,27.199,34.9,44.931,CAL-5D,STRUCTURAL,LOC-02,True,PRJ-DCT-CC,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,295b6af665694b3ca82513050f50c9d9e90f4760bc45fe197e687f61efab8318
PRJ-DCT,PRJ-DCT-A09,Controls Integration,PRJ-DCT-WBS-09,TASK,28.7,22.534,28.7,35.73,CAL-5D,MEP,LOC-03,True,PRJ-DCT-CC,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,0d7caf5b9cdb1bbc2192e5e4b2ca450641c0043dcefc311484a92caa11687e4a
PRJ-DCT,PRJ-DCT-A10,Energization,PRJ-DCT-WBS-10,TASK,33.8,26.914,33.8,44.222,CAL-5D,MEP,LOC-04,True,PRJ-DCT-CC,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,7fb1444f30a1f6eca6f7a81cc8e6897b0f8c513bdfeea53252d46492993ef6c9
PRJ-DCT,PRJ-DCT-A11,Integrated Systems Testing,PRJ-DCT-WBS-11,TASK,18.6,14.356,18.6,23.694,CAL-5D,COMMISSIONING,LOC-05,True,PRJ-DCT-CC,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,c713a02c475369a1fc00e561b32053227eb680375552fcfabdb6ff0c7d47b1fe
PRJ-DCT,PRJ-DCT-A12,Client Turnover,PRJ-DCT-WBS-12,MILESTONE,13.6,10.888,13.6,17.236,CAL-5D,COMMISSIONING,LOC-06,True,PRJ-DCT-CC,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.2,A-0.2,build_opus_synthetic_programme_v0_2.py@0.2,20260811,True,17b47728bd675cb8ffaea562f29c85b0a777ca21e89435a0c7b6fa881ea178e6
