project_id,activity_id,activity_name,wbs_id,activity_type,baseline_duration_days,optimistic_duration_days,most_likely_duration_days,pessimistic_duration_days,calendar_id,resource_group,location_id,critical_chain_flag,ccpm_chain_id,ccpm_chain_type,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-DCT,PRJ-DCT-A03,Electrical Equipment Procurement,PRJ-DCT-WBS-03,TASK,30.6,23.772,30.6,38.755,CAL-5D,PROCUREMENT,LOC-03,True,PRJ-DCT-CC,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ff63526579e1df427021c678a966eef53d6d14eed951d9fe7dd4747ea2573ab3
PRJ-DCT,PRJ-DCT-A04,Site and Foundations,PRJ-DCT-WBS-04,TASK,17.8,13.771,17.8,22.759,CAL-5D,PROCUREMENT,LOC-04,True,PRJ-DCT-CC,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7f73e71390e19ad4fa62df8c0e5ee09d0680475e84b52dbac0b7fa89651eb983
PRJ-DCT,PRJ-DCT-A05,Shell,PRJ-DCT-WBS-05,TASK,22.5,17.873,22.5,28.531,CAL-5D,CIVIL,LOC-05,True,PRJ-DCT-CC,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b335269f276ae2248f0bfac8ddd599660257afa881794a2883734d427f589a60
PRJ-DCT,PRJ-DCT-A06,Electrical Rooms,PRJ-DCT-WBS-06,TASK,37.3,28.257,37.3,47.337,CAL-5D,CIVIL,LOC-06,True,PRJ-DCT-CC,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,922e15f527235b465fffa4245f94e9ab2a4dc849a5830f9536968aa209ba1b1e
PRJ-DCT,PRJ-DCT-A07,Mechanical Systems,PRJ-DCT-WBS-07,TASK,26.9,22.19,26.9,35.84,CAL-5D,STRUCTURAL,LOC-01,False,PRJ-DCT-FC2,FEEDING,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6b7568356ddecb6ce883a4213ec32417950a5013d7dc3b715e0ea9382bed4123
PRJ-DCT,PRJ-DCT-A08,White Space Fit-Out,PRJ-DCT-WBS-08,TASK,34.9,27.199,34.9,44.931,CAL-5D,STRUCTURAL,LOC-02,True,PRJ-DCT-CC,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7c6b3dedbc97fc126e4d1f856dcd19dc4d8050b1799a5e1278fe4a14460fd2e9
PRJ-DCT,PRJ-DCT-A09,Controls Integration,PRJ-DCT-WBS-09,TASK,28.7,22.534,28.7,35.73,CAL-5D,MEP,LOC-03,True,PRJ-DCT-CC,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d61fe8d9bdea5a888de04023edc9975f7101cdfb74fe0f6630a66c07a946fc11
PRJ-DCT,PRJ-DCT-A10,Energization,PRJ-DCT-WBS-10,TASK,33.8,26.914,33.8,44.222,CAL-5D,MEP,LOC-04,True,PRJ-DCT-CC,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,1d947590361a499b6a85e35d1b24dbdda38b907e4ac31e9a3c7c3ab50374b059
PRJ-DCT,PRJ-DCT-A11,Integrated Systems Testing,PRJ-DCT-WBS-11,TASK,18.6,14.356,18.6,23.694,CAL-5D,COMMISSIONING,LOC-05,True,PRJ-DCT-CC,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,11544ee955e922ecc13e92c54965cf5f944327a888d8d0e33eb7fefb0bf30ea3
PRJ-DCT,PRJ-DCT-A12,Client Turnover,PRJ-DCT-WBS-12,MILESTONE,13.6,10.888,13.6,17.236,CAL-5D,COMMISSIONING,LOC-06,True,PRJ-DCT-CC,PROJECT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ddf0345dd778d358c6eb80183383ac36934eb651b6814c8271f36e15b83c3e77
