project_id,component_kind,component_id,component_name,occurrence_probability,distribution_type,low,most_likely,high,dependency_group,analytic_expected_value_usd,analytic_variance_usd2,expectation_formula,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
PRJ-WTR,RISK_EVENT,PRJ-WTR-CR-05,WEATHER,0.18,TRIANGULAR,875000.0,1750000.0,3500000.0,INDEPENDENT,367500.0,,probability * (low + most_likely + high) / 3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,3ccfc45bf2aa2f826c45cbb0b4fb80aa3b8a378c7b8ebb704037c305a537e72a
PRJ-WTR,RISK_EVENT,PRJ-WTR-CR-06,COMMISSIONING,0.24,TRIANGULAR,1050000.0,2100000.0,4200000.0,INDEPENDENT,588000.0,,probability * (low + most_likely + high) / 3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7e949a2cbb881471f32bcd526f29f608d4cf3626d83e6f47767b56f36d57dc80
PRJ-RAL,COST_ELEMENT,PRJ-RAL-CE-01,DESIGN,1.0,TRIANGULAR,9708913.74,10226367.96,11167193.81,CG-1,10367491.836667,91097025343.9783,(low + most_likely + high) / 3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7eb4d3372d43656bbe1947ec52f2e4d741ec356000a9c5cc77058e3b6e5d2eda
PRJ-RAL,COST_ELEMENT,PRJ-RAL-CE-02,GENERAL_CONDITIONS,1.0,TRIANGULAR,8720106.59,9292526.21,10333289.14,CG-1,9448640.646667,111478045484.65623,(low + most_likely + high) / 3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7658d3d6c351430220c2791f8caf92b524ba4af229ee79b5e63e8db466dc796c
PRJ-RAL,COST_ELEMENT,PRJ-RAL-CE-03,CIVIL,1.0,TRIANGULAR,49117955.96,52963075.22,59954201.15,CG-1,54011744.11,5030138714181.667,(low + most_likely + high) / 3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f3cbab4945f5dc2a72efce4d6c0d28d381cf1fa556ca954f1d280707db7baaf8
PRJ-RAL,COST_ELEMENT,PRJ-RAL-CE-04,STRUCTURE,1.0,TRIANGULAR,64567790.18,70458086.19,81167715.29,CG-2,72064530.553333,11804146005627.611,(low + most_likely + high) / 3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,da064c46f78f3eff08de3b65a1031d72b96ccfb6c439bb14b4dca2c49514aaf7
PRJ-RAL,COST_ELEMENT,PRJ-RAL-CE-05,ENVELOPE,1.0,TRIANGULAR,26429916.87,27838547.36,30399693.72,CG-2,28222719.316667,675078854819.3055,(low + most_likely + high) / 3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ea0d9277bba06d5fc9da7ac328de5baee2dd8119f875ef619e47b9d80e1b5aab
PRJ-RAL,COST_ELEMENT,PRJ-RAL-CE-06,MEP,1.0,TRIANGULAR,6373369.81,6791741.06,7552416.06,CG-2,6905842.31,59550306058.07248,(low + most_likely + high) / 3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,353b67bbf15a1061cedd390cf235441c988a5b37489c144c75581928ab818360
PRJ-RAL,COST_ELEMENT,PRJ-RAL-CE-07,SYSTEMS,1.0,TRIANGULAR,38259593.91,41254683.97,46700302.25,CG-3,42071526.71,3051968894442.347,(low + most_likely + high) / 3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,48f92ce944af1ac9db93d9e6557869575a0034e975c8003be45a6de4c23f3782
PRJ-RAL,COST_ELEMENT,PRJ-RAL-CE-08,PROCUREMENT,1.0,TRIANGULAR,20972402.38,22885642.05,26364259.64,CG-3,23407434.69,1245371974570.3958,(low + most_likely + high) / 3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a9bbb299aa21c11640e9e41b810c49eab779075e49db90574447b6f8c6c71dfa
PRJ-RAL,COST_ELEMENT,PRJ-RAL-CE-09,COMMISSIONING,1.0,TRIANGULAR,10171414.86,10713518.92,11699162.66,CG-3,10861365.48,99982881513.1823,(low + most_likely + high) / 3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,342fdc7efeb1514b592438bb952d025610f40274a50e597c7a8ada27703df93d
PRJ-RAL,COST_ELEMENT,PRJ-RAL-CE-10,CONTINGENCY,1.0,TRIANGULAR,35261141.1,37575811.07,41784301.9,CG-4,38207084.69,1822797748857.528,(low + most_likely + high) / 3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,82581645bff91473f2bd8c34418f90f74992a52b9638975b614f3bac20a25577
PRJ-RAL,RISK_EVENT,PRJ-RAL-CR-01,DESIGN_GROWTH,0.2,TRIANGULAR,290000.0,580000.0,1160000.0,INDEPENDENT,135333.333333,,probability * (low + most_likely + high) / 3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b3c341f3bb6ddb7470032adc844e7c308595521c12a3dd42b2846fd3415bb2c1
PRJ-RAL,RISK_EVENT,PRJ-RAL-CR-02,MARKET_ESCALATION,0.26,TRIANGULAR,580000.0,1160000.0,2320000.0,INDEPENDENT,351866.666667,,probability * (low + most_likely + high) / 3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a86a90cf37585c4a5dd7442bbe6f25228e6fe2ed847ddd5ae85ca00b167c8878
PRJ-RAL,RISK_EVENT,PRJ-RAL-CR-03,PRODUCTIVITY,0.32,TRIANGULAR,870000.0,1740000.0,3480000.0,INDEPENDENT,649600.0,,probability * (low + most_likely + high) / 3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,441da2160659fd0cd90f7c0a0d0763c1d6f15c27b203be5c5251cb2372248711
PRJ-RAL,RISK_EVENT,PRJ-RAL-CR-04,PROCUREMENT,0.14,TRIANGULAR,1160000.0,2320000.0,4640000.0,INDEPENDENT,378933.333333,,probability * (low + most_likely + high) / 3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,32c147f37f1624e2fc40fa409eafa1f6009182564139ae8f0fac7d55b298de2a
PRJ-RAL,RISK_EVENT,PRJ-RAL-CR-05,WEATHER,0.2,TRIANGULAR,1450000.0,2900000.0,5800000.0,INDEPENDENT,676666.666667,,probability * (low + most_likely + high) / 3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5b60ddb7c7fabaf1272e7207107855e5729a127e95f1ab41480f904a9281736c
PRJ-RAL,RISK_EVENT,PRJ-RAL-CR-06,COMMISSIONING,0.26,TRIANGULAR,1740000.0,3480000.0,6960000.0,INDEPENDENT,1055600.0,,probability * (low + most_likely + high) / 3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,39aa1b430304cc8680c37403b48ecdd7785bd44134d71aaad3761f12e73c9114
PRJ-DCT,COST_ELEMENT,PRJ-DCT-CE-01,DESIGN,1.0,TRIANGULAR,20054561.56,20995693.53,22706842.55,CG-1,21252365.88,301343188986.61804,(low + most_likely + high) / 3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7a917e71b3175d6ae24cb7ac79d16cdb940b7728edc13cc97ab7ebb8cb483a4c
PRJ-DCT,COST_ELEMENT,PRJ-DCT-CE-02,GENERAL_CONDITIONS,1.0,TRIANGULAR,43791788.44,46381008.22,51088680.56,CG-1,47087159.073333,2280857570579.472,(low + most_likely + high) / 3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,4577898c87874c3d9bdf19c2c2ba19f4b008658ca99054e3ba4107087ff4939a
PRJ-DCT,COST_ELEMENT,PRJ-DCT-CE-03,CIVIL,1.0,TRIANGULAR,3146910.96,3372262.39,3781992.27,CG-1,3433721.873333,17277503107.754883,(low + most_likely + high) / 3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,bfc6a1bde7488f038f38d318a3cbae9b0fcac3b1badb8117bdc661020b59d6d9
PRJ-DCT,COST_ELEMENT,PRJ-DCT-CE-04,STRUCTURE,1.0,TRIANGULAR,46628370.47,50563472.73,57718204.12,CG-2,51636682.44,5268322817899.473,(low + most_likely + high) / 3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,fe5645b31f23d675478e8d0eb946336cb1817f2955bc7aa1799ff866a73f778f
PRJ-DCT,COST_ELEMENT,PRJ-DCT-CE-05,ENVELOPE,1.0,TRIANGULAR,22766553.43,23834955.3,25777504.16,CG-2,24126337.63,388355636883.1736,(low + most_likely + high) / 3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d54b5ebd156f7fc8fba867d5ddc20d0598c1098a3f8921f1c653be203da5de1b
PRJ-DCT,COST_ELEMENT,PRJ-DCT-CE-06,MEP,1.0,TRIANGULAR,38252326.21,40514021.45,44626194.63,CG-2,41130847.43,1740317562678.4167,(low + most_likely + high) / 3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,43d268f049c2d7f4573ce6973cdb62f7639f64d6a05e52f3aca09fa2e4a0c6cf
PRJ-DCT,COST_ELEMENT,PRJ-DCT-CE-07,SYSTEMS,1.0,TRIANGULAR,7439629.15,7972383.69,8941028.31,CG-3,8117680.383333,96563867705.3967,(low + most_likely + high) / 3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,3227b146cd7dc987ffbc2641106f1a1d51d53b24966f797267073ded062107f1
PRJ-DCT,COST_ELEMENT,PRJ-DCT-CE-08,PROCUREMENT,1.0,TRIANGULAR,5162812.97,5598517.6,6390707.84,CG-3,5717346.136667,64586936464.638885,(low + most_likely + high) / 3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b04c6cf5abd146c045f5ba8d474a6c1d2d0173dacf02db70e3374e9272bad0cf
PRJ-DCT,COST_ELEMENT,PRJ-DCT-CE-09,COMMISSIONING,1.0,TRIANGULAR,22368990.03,23418734.82,25327361.71,CG-3,23705028.853333,374910659066.3611,(low + most_likely + high) / 3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,59ee5e3064de583c2ec918c26ef3aadc1ddb3eb2381415fc5a48d50d8643e8a3
PRJ-DCT,COST_ELEMENT,PRJ-DCT-CE-10,CONTINGENCY,1.0,TRIANGULAR,16380445.12,17348950.26,19109868.72,CG-4,17613088.033333,319127478255.8889,(low + most_likely + high) / 3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,3865e65e88cbde0009a4001cab03c7460b3a4794fbe0fd80d97bfbcca257f769
PRJ-DCT,RISK_EVENT,PRJ-DCT-CR-01,DESIGN_GROWTH,0.1825,TRIANGULAR,240000.0,480000.0,960000.0,INDEPENDENT,102200.0,,probability * (low + most_likely + high) / 3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ea41e3ff0a6436058daf8f5e5b6fb9a79fb6d1bd2985e97b865c8a700f6ecfb1
PRJ-DCT,RISK_EVENT,PRJ-DCT-CR-02,MARKET_ESCALATION,0.2425,TRIANGULAR,480000.0,960000.0,1920000.0,INDEPENDENT,271600.0,,probability * (low + most_likely + high) / 3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d6250a253dfbd4b6f5e3b3fdf24fa499e0f78593b9d0fb7129026204fff64124
PRJ-DCT,RISK_EVENT,PRJ-DCT-CR-03,PRODUCTIVITY,0.3025,TRIANGULAR,720000.0,1440000.0,2880000.0,INDEPENDENT,508200.0,,probability * (low + most_likely + high) / 3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,af1db70c3b421841f1ce21f8bb618658cae321a081458c4094f85da94b1a210b
PRJ-DCT,RISK_EVENT,PRJ-DCT-CR-04,PROCUREMENT,0.1225,TRIANGULAR,960000.0,1920000.0,3840000.0,INDEPENDENT,274400.0,,probability * (low + most_likely + high) / 3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7f978533c7353d4f6cf1348659349af5238f14354af359f9a5ac5729a8744075
PRJ-DCT,RISK_EVENT,PRJ-DCT-CR-05,WEATHER,0.1825,TRIANGULAR,1200000.0,2400000.0,4800000.0,INDEPENDENT,511000.0,,probability * (low + most_likely + high) / 3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,87cb9bc5fc0195671ea36ae5f2b0d45e5297b7b7f4dd520b4318313db8346ce3
PRJ-DCT,RISK_EVENT,PRJ-DCT-CR-06,COMMISSIONING,0.2425,TRIANGULAR,1440000.0,2880000.0,5760000.0,INDEPENDENT,814800.0,,probability * (low + most_likely + high) / 3,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,A-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2833488b68b1e122e7d4605803fd1525550bdae6179b4bbc10ac556d370f5b51
