reference_project_id,period_number,progress_fraction,cpi,spi,document_risk_score,rfi_open,change_order_count,quality_findings,procurement_items_at_risk,split,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
REF-0036,3,0.375,0.902264,0.983811,0.173875,4,2,0,1,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,825072017c074ec5c983b8eaaade7e72de4903b8781d6f51654231df884e2df0
REF-0036,4,0.5,0.917998,1.008653,0.265115,5,1,1,2,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,15a10d2c2c71f2c761538b34ef88597abfa82de9376d3b251aefd511dd4659ed
REF-0036,5,0.625,0.917353,0.953688,0.13858,6,0,1,0,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9a2677c3ad7e32e60a5b0d7a2b27ad6f44ed931f1e796bd9f68e6aecd8a5c95e
REF-0036,6,0.75,0.897823,0.985908,0.208506,2,2,3,0,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,714fb3d261767473798e9a39fe9f68bef5186156b2cc0b89befae32ace6cd452
REF-0036,7,0.875,0.898135,0.965918,0.229075,7,1,3,1,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,21a5de6df0ebea4ab7f3992a598d2db154952910e988cb8e32222476bd00297d
REF-0036,8,1.0,0.870794,0.952741,0.230504,2,2,2,2,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f4c7512a53e47a4e01a016753b767b8617ae30822b8cf41ea98125a9e87a63fa
REF-0037,1,0.125,0.99701,0.943663,0.174939,2,2,2,1,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e1f4a1e87afcc86e36566bd2a7d0368c93d4d5b8f9041e6a544c584cd5b2bc1c
REF-0037,2,0.25,0.927332,1.016512,0.167277,5,0,1,3,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2b7a980b26f80957b380ecb56b69b5819431518e4fc3a7fa24c8361635837530
REF-0037,3,0.375,0.970511,0.945243,0.187407,4,3,2,2,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,0f7a7def16ad2cd6ba646171a554b4a42d46f1a8dc651a9d563e3ccf04f88214
REF-0037,4,0.5,0.909765,0.941721,0.104265,8,2,2,1,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,1a360dcc2548cde08cf885393c7b9f4f513e015bc55904399a98f4e83b7d845b
REF-0037,5,0.625,0.901617,0.900664,0.193841,12,0,4,3,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a0a02c53e2ec1474e887c5a64f2798bba4733952ba07943bea7fc9093dda7ea1
REF-0037,6,0.75,0.871222,0.968973,0.214068,9,3,3,2,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,df98bad8ccef0549a1d0a007743a8a2efdd3f94378ce8dbb51815a2d29d80244
REF-0037,7,0.875,0.8847,0.887427,0.265433,18,3,4,3,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b6318aee14df3566f298c6e84ebc024e9cba8b3072b5814205f5005c2c7b041f
REF-0037,8,1.0,0.858158,0.886771,0.317627,19,4,2,3,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,0dcda3a63f9dff7c63c0bff2847a8b46b24c06c27fa7ff1db2169b161669071b
REF-0038,1,0.125,0.950848,0.972582,0.187795,3,0,0,2,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,199eeb250e68faaba165619dbe599997d3e915b38f71b925d1cc9e45f1a7b621
REF-0038,2,0.25,0.937708,0.948481,0.201116,7,2,1,0,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,aa9762141dbcb874d682118bf667a90bc48e7f8639926701e86729f66889a5c6
REF-0038,3,0.375,0.928791,0.925248,0.163331,5,1,1,1,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,cd1cb2ab54f3e68aaad37b6c1be4afab51387fcc877be90a596a47da6c983f06
REF-0038,4,0.5,0.938598,0.956195,0.18739,11,2,4,1,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,30ff3207d60752bddf8bccfe3ff1da2988104a5ed26cc375c10d8eee2a5abb85
REF-0038,5,0.625,0.912576,0.900698,0.317918,8,1,2,0,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c69b55961c381041e65c09e1394f3e7851a39eb460e39d8295e27c2ce944e3a8
REF-0038,6,0.75,0.866213,0.89537,0.250275,14,2,3,3,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e2b764458099dfcbf2287322ff868da67f1f566d94d9efd9404d795ddf2478b1
REF-0038,7,0.875,0.867042,0.902675,0.217848,9,0,3,1,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2e9dc8686e18d25f7d92390c3ff308a56130442a8834b99d7154de8f8b3acbcb
REF-0038,8,1.0,0.85067,0.896978,0.30803,14,3,7,3,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,670d6a37601bc817460873584efa3f1967eda6484b0a00adfc6f126de4381af0
REF-0039,1,0.125,1.00494,0.990296,0.186364,1,1,5,2,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5d8b87077edd87a76713908edb82474a9f44feafc67bae7b77c503e037ee9e72
REF-0039,2,0.25,0.931,1.011516,0.151412,6,0,2,0,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,aaefd3245a845ce755d95467ef44564aecb7e5d61e43be6f070694d4ff343eb3
REF-0039,3,0.375,0.981034,0.955287,0.123004,5,0,2,1,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,1de94666a94b0cc5b2f3869359dc6892f047e64393c3ffc4560ecb53d3631158
REF-0039,4,0.5,0.967152,0.968628,0.181285,5,2,1,0,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c7ca6c6226fa94573bd6924cfae23fea897ac7cb2a77c7b26ac8ece1c5a46b6e
REF-0039,5,0.625,0.934987,0.986147,0.248343,9,1,1,0,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,737802ef1a255f4321ace4034c598f212d7b3b4f2b47cc6df8ce36737ddfced0
REF-0039,6,0.75,0.892637,0.934403,0.240295,11,2,1,2,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9734c54524cc90ebc71823e1da75c8c4eb9875c31672476f0c66b713f6db042b
REF-0039,7,0.875,0.891516,0.963391,0.232769,5,2,4,0,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,db4a6b3617b26763c0e17197256485226e117063581aa2825cb478ee9a447ea2
REF-0039,8,1.0,0.833266,0.955357,0.221099,8,4,3,1,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6cdb349901e29ce9b779115b219a91b672082dfbacd334012b1b03d7ee07021e
REF-0040,1,0.125,0.939722,0.984366,0.197018,2,2,3,2,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5347b02f4e5078c660585325835b013416efafd776316c483d4ad7448bf52dd9
REF-0040,2,0.25,0.951887,0.927543,0.088294,4,1,0,1,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e8a90980937f52e6d5e9d2cb0e7f16583d1d461db695a7095eba9092313cea01
REF-0040,3,0.375,0.970664,0.944417,0.200568,8,1,3,2,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,923dbf1cc01d50ef16985b4941c18f7452ac06e8475094422b3b212523c0cc2b
REF-0040,4,0.5,0.859679,0.935254,0.209898,5,6,3,3,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a2561aad37ea5a02a2e67ae227ee637c1fd8a22228d99343d6506d2d6443fd3f
REF-0040,5,0.625,0.816345,0.923515,0.280887,7,2,2,2,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,3cd2b9c89ecb65005a004529edb58e865293c2b51a288ba731cd0833bec798c7
REF-0040,6,0.75,0.833465,0.845273,0.231038,14,4,3,1,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,de03272f749809cca02d3376bd114755bcb4b906fb5508295edb7af5b8c3c03e
REF-0040,7,0.875,0.725764,0.799737,0.233775,5,6,2,2,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5410ba57335f029c5f3219e6b0a475c55b93c0e6d3ae48387a4113ebcfd05974
REF-0040,8,1.0,0.75336,0.827907,0.323167,10,5,3,1,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5b3ecf5f9ff3d0472d1eaf0707dc7b1162d4e2e02ba83255f831dcfdba5f4eb8
REF-0041,1,0.125,0.966878,0.953484,0.247483,4,3,3,1,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,1fae52449ad6bcc60cf07a77cc1b9929bea5f140712f5a151c3e1c5fa633a1c9
REF-0041,2,0.25,0.928538,0.943079,0.20164,3,0,2,3,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,80d3de45ad17da0f5c87c8af56f7c704437256c4cdd2608b361a7b6702b9558b
REF-0041,3,0.375,0.953567,0.980364,0.170328,15,4,3,3,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,cd2c660bed808097fa3ccd7ee108e087ae274b48d34845ea49b63257d984bb1c
REF-0041,4,0.5,0.927907,0.954875,0.178053,1,4,3,3,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,faeb57af9fd592fde67bc3b3d819e06c46ea50e1a65de1b2af917df720547fa2
REF-0041,5,0.625,0.910719,0.889597,0.223819,13,1,1,2,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,82ab089e2ded7207465fedfb5d0920a54041b7c27986303a98d9f11efb298d4e
REF-0041,6,0.75,0.840404,0.866687,0.254627,7,2,4,1,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,fb84c51d8609f54aea5ab1e1c4dc567fe2b407eda3f93d4a80fd253c6b95e615
REF-0041,7,0.875,0.915052,0.909437,0.294163,17,1,4,3,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2767d46f913925d3676655dccfeac294541ecb080a89fbed1d4a71acd21f9e21
REF-0041,8,1.0,0.846968,0.85665,0.264474,14,1,5,1,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,501ff7220a3ac6294e3137eb1fc7cab2d66c015acbbce1121d41df7e43a0529e
REF-0042,1,0.125,0.950584,0.999332,0.193444,6,1,1,1,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,714d5e06b4be14d948fdf24282bafaa4a3512cc367ed0da6adfac9afee187527
REF-0042,2,0.25,0.97474,0.979629,0.171297,6,2,3,2,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6dbdb1d4c35afc32fa37a80b91e00caf17b240d8f78c576963657ecc46f439b3
REF-0042,3,0.375,0.889906,0.913184,0.162568,10,2,1,0,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6a44cfb3c8a29225b63fdbbfccc12cf14cc6ca05e492644aa6759960cf89d551
REF-0042,4,0.5,0.892856,0.938212,0.258906,13,3,7,1,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,57f62bde090398710496f7ef8582fe3596e074eeee436048938ea755c3c2817b
REF-0042,5,0.625,0.908766,0.888274,0.215266,9,1,3,1,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,36863d8b5d79fa34dabea69aee8349f9f416ef30bd0ccbb754196c81aabe5e16
REF-0042,6,0.75,0.891741,0.838777,0.184832,18,3,4,2,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,747eb1d1578e50f95b3131bbb37e99fd7a64d76bcee0dc4a876369625c162976
REF-0042,7,0.875,0.868054,0.800243,0.288816,13,3,3,3,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,4a9ff993f8d20e6be15384135a22fc9b3fc83942df6f0e4786008889484c3171
REF-0042,8,1.0,0.800706,0.798401,0.255537,15,3,5,4,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,fcac0c1216c08a5eb78d91d15a26984e6a8018fba2d0bf6962b287f19de6a5e6
REF-0043,1,0.125,0.947136,0.995456,0.173343,6,1,2,2,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,2e6bb255515fff1da9f8f353365bce3b65908200301c05fd7779adcf5f8a6b85
REF-0043,2,0.25,0.878481,0.922312,0.265078,5,8,1,1,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,62bb40f81ab2af9d319a430b53625a5c2f596f7c1ecdf85de98f6c7a105de9eb
REF-0043,3,0.375,0.831637,0.859343,0.312181,4,4,2,3,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,12ff6065057407c0c71579a4d51b4f643d077c5733b8a99bd3f29afba5ea8203
REF-0043,4,0.5,0.807741,0.84581,0.368591,7,5,2,4,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,fef195a62aa83506861e772ad6a7f18d818c41c7068bb6204ac2ad799298541f
REF-0043,5,0.625,0.721973,0.801534,0.390751,4,7,2,3,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,35cdaaa950bae189476d8564597a78be5e5e127212cc2c5ea1c6ac2df6b2b954
REF-0043,6,0.75,0.701409,0.786582,0.464053,12,7,2,2,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e62aa570f919150c8d33143cb0cade4d8b4d2e15045de12aca48ed632ca405b4
REF-0043,7,0.875,0.658173,0.718038,0.531588,22,11,5,5,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8dae2f31ab9f1b6f4e78c4cd699f4ac9d105efb8bfaf54ee97168e860594cf5a
REF-0043,8,1.0,0.606131,0.660679,0.546798,12,6,4,3,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9db33bee71e0e4ef8924d5d93f32efc45e085de1047b6869aebb375b9a19711c
REF-0044,1,0.125,0.996953,0.948415,0.173376,0,4,0,2,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d8d7759e3715b9da85ea220d93b9ab120f0e61675533b800541df03c59e3abc5
REF-0044,2,0.25,0.972993,0.981042,0.16757,7,1,0,1,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,58ea8eee4638298c2cc79cb24888dfa93155fa402cf11e7f60ab85b7562fd525
REF-0044,3,0.375,0.987238,0.93649,0.167977,3,2,2,3,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,035d68f7b774e1b073afadfe69c725d53119d8f0a22d3f191c7a878620d56580
REF-0044,4,0.5,0.954227,0.94815,0.129883,3,2,1,2,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a99820bcb66fbce31cbcda0d812f42831d98228ef73c80a6c1be9c8a9eeef569
REF-0044,5,0.625,0.908548,0.913051,0.179428,5,2,3,4,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,48849f8bcc1a46b3b6a49c32446c2a8bee8d2122fb3b47607ecf59407c160902
REF-0044,6,0.75,0.880262,0.915218,0.236631,11,1,1,4,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,96e6c51f92fded9540a2c8c14247cea8d8e4d8a9c9917122109b1083c4ddb212
REF-0044,7,0.875,0.90935,0.862284,0.202694,9,2,3,2,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b6d561d3c605ead7cb610a0a9e869b54c5e4f5cbf0bb4c0f1072b3f8d482611e
REF-0044,8,1.0,0.910591,0.873162,0.251068,8,3,5,1,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ba3bb5918aa6292398c881799e54bf0897d99c75c1390c164e654122892833a4
REF-0045,1,0.125,1.000543,0.975427,0.303932,4,1,0,3,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ab0f7f703351078caa38a337db828e30fd6dff75341bf24cd599b3e6605b89d4
REF-0045,2,0.25,0.989487,0.989126,0.096978,3,1,0,0,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a8caf82aefd78f088837548689f3fbc7b264f6aeafc562fdbcf73bfadf4bfa5c
REF-0045,3,0.375,0.926985,0.9778,0.169152,8,0,1,2,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,797efe52327b9cedd1685e049c86adf309bafc0560bd773c0c39aab931eb5fb0
REF-0045,4,0.5,0.889416,0.9382,0.257051,6,2,5,4,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,3beb29dd90e96a7ca7897677928b42f3aede4f224ca30358c1dfbec41998824d
REF-0045,5,0.625,0.917051,0.943587,0.23128,10,5,3,0,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,609137d58299a00b65cab05d9da6a04e4a2508749258611959a6d8fb98652f71
REF-0045,6,0.75,0.87899,0.932964,0.273706,7,3,1,3,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,dc2ae35a0890658d7ca42d62273a57d848dd5d69032149db7f59f3947ff0abad
REF-0045,7,0.875,0.850008,0.91798,0.223981,9,2,4,0,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,bbb4226eaa62dd6331f8876ef610b306521d64b01f0b059da1851e73f49460c0
REF-0045,8,1.0,0.82475,0.933043,0.31964,19,5,7,3,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e7e11f26d08b7f707cd01811224e260ff9cf2e2a73ebd48a47824b881f857096
REF-0046,1,0.125,0.948494,0.946078,0.162167,2,1,4,0,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ecdf00f4cf3d6897746af10c8d919e042d53ba208beefffd2faa2152b56f96e7
REF-0046,2,0.25,0.91446,0.960143,0.199635,4,3,2,1,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,545eb1211df942d89c0d1564ba8c517eb00caaec58e2449953adb9ab0b4b2be9
REF-0046,3,0.375,0.96413,0.924725,0.204907,6,1,3,0,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,20fc1414a385e5968d552fd513e2b85a2d1acdab24f98c3ab6e5b6d132e79876
REF-0046,4,0.5,0.851269,0.894643,0.238612,11,1,3,2,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8f3667ef38bae829bed58fa472f012361cabd28e0eea074c66bf15c0be6a2812
REF-0046,5,0.625,0.855488,0.88837,0.286855,7,2,4,0,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,aeb79961bf91366d1d993b4d53d3f26d61c2454b2e83a16fe4e5cea7d31a0dcf
REF-0046,6,0.75,0.842503,0.860574,0.230158,15,4,6,5,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,bb8f26ed73d445f41b4234db1fa96e6906d0587de2844068d746fa2b9abff0a2
REF-0046,7,0.875,0.840516,0.817696,0.29352,11,2,5,5,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,60bd3963fa1bc880c8e357cdc7d4c4373fb5d392de7752a8f35c0a8a091e84e0
REF-0046,8,1.0,0.783696,0.833222,0.281851,14,2,3,3,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7843f09759dad40e3f2982829ea717792bb0e06aa221a876481988bcb4c661de
