reference_project_id,project_type,delivery_method,region,gross_area_m2,length_km,capacity_units,floors,complexity_index,design_completeness,location_factor,baseline_cost_usd,split,data_origin,programme_version,package_version,generator_version,random_seed,not_for_empirical_validation,record_hash
REF-0070,WATER_TREATMENT,EPCM,US-MIDWEST,0.0,0.0,116.501,1,0.681741,0.902183,0.91,107668498.62,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,9778be2cc9e78aecef8816cd53673999e132e8de671e12609d54a1909bbef7ab
REF-0071,RAIL_STATION,EPCM,US-MIDWEST,10602.495,18.179,36.767,3,0.501753,0.788793,0.91,146137069.85,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f7a07d59457280009fd8a6d3b78e2c0839f6bd586b0d9ea27970a3006799cdc3
REF-0072,DATA_CENTER,EPCM,US-MIDWEST,48417.239,10.93,132.365,2,0.589785,0.826685,0.91,184207267.38,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c3756b455c2d72ee5274e3c21b168adbce44587aea49190f60ee86c342e4a836
REF-0073,AIRPORT_TERMINAL,DESIGN_BID_BUILD,US-WEST,43420.737,0.561,58.903,3,0.76886,0.772086,1.12,213286750.4,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,4901c620500c75712de022f18754d05bd039e8e185f3f5e7215025f99e6d5a01
REF-0074,HIGHWAY_CORRIDOR,DESIGN_BID_BUILD,US-WEST,11545.065,15.137,87.182,6,0.90545,0.455064,1.12,197058310.06,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,fc121b071e403297286236dd2bae887a02f2fd743a16fa21ee473d5b67f4658a
REF-0075,VERTICAL_HOSPITAL,DESIGN_BID_BUILD,US-WEST,49043.053,6.895,26.84,12,0.47514,0.661656,1.12,240968809.6,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f4c7f9446510877e3fea306ec72a18308dbe9f3cbfad2168a63b85364ce07121
REF-0076,WATER_TREATMENT,DESIGN_BID_BUILD,US-WEST,0.0,11.874,147.544,4,0.604051,0.938435,1.12,180557259.95,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,eee6a3465a793c649565bc1b2cb5f3d0c025bc1ab7b395c3a622581b5bcb6c41
REF-0077,RAIL_STATION,DESIGN_BID_BUILD,US-WEST,20620.38,18.307,60.761,1,0.811647,0.786195,1.12,214780796.53,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,3d27d27898f3bb4d1c8a99c05e71d4610f0231b0bc4c4b1b8e0d466fd0e163a5
REF-0078,DATA_CENTER,DESIGN_BID_BUILD,US-WEST,49590.378,0.0,104.712,1,0.085065,0.6618,1.12,153274158.97,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,274a3da7c1e3d7567a8844ff23f3ed99d9a996de60fe49f39d7f3892df9fec93
REF-0079,AIRPORT_TERMINAL,DESIGN_BUILD,US-WEST,48940.637,0.0,81.22,5,0.260301,0.784346,1.12,194999670.58,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6714f229ed075a5c6671652d2f9b44b7f45b4c78b24fed5842dd18879346432f
REF-0080,HIGHWAY_CORRIDOR,DESIGN_BUILD,US-WEST,21377.742,25.412,130.367,1,0.677178,0.564919,1.12,210039357.78,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d1adc9898e3e1607a8748f1b71e9eb576dec123137350e7565a4a4e363cf7bf3
REF-0081,VERTICAL_HOSPITAL,DESIGN_BUILD,US-WEST,64069.937,5.304,56.469,8,0.480693,0.884542,1.12,246709205.54,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7f2374cbfc70b33473848193c136cc9826d1be8987d74fa5291bcb4894d62d5c
REF-0082,WATER_TREATMENT,DESIGN_BUILD,US-WEST,0.0,1.641,97.527,7,0.733095,0.842918,1.12,140968080.11,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,0d45ffe01bf63724ba82fefcf8d5abd1b8ca5a4ee74aee910e96955718c59b6c
REF-0083,RAIL_STATION,DESIGN_BUILD,US-WEST,6546.658,26.04,62.161,1,0.469431,0.35,1.12,195775236.83,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,4297c178e14e0b641467b486265c33d0323d70dba9141143d600815a40e3094b
REF-0084,DATA_CENTER,DESIGN_BUILD,US-WEST,36128.687,0.0,73.882,4,0.142743,0.526909,1.12,137375785.16,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,37695046aa865fe34c550b134025c57c9a4b814f2673f4a71938427ca98337a9
REF-0085,AIRPORT_TERMINAL,CMAR,US-WEST,47937.274,0.0,78.674,4,0.624011,0.719783,1.12,211277691.92,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e9112b1c350fc159427da05943904bc6f17afd5e0fae4b2b6b21cb63e3fbb6a9
REF-0086,HIGHWAY_CORRIDOR,CMAR,US-WEST,0.0,20.066,64.935,10,0.687845,0.99,1.12,188404982.71,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6be8cac7d8da77adc8603064f4432a7a0addc8e0f83518edc1040dfd2e272c35
REF-0087,VERTICAL_HOSPITAL,CMAR,US-WEST,53536.193,4.537,20.548,14,0.690767,0.823083,1.12,247443234.39,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,57d42ad6f3a6cac2ec18d57db3b616de9318e46ebf4d4a360a8a1d8a2df1b2b7
REF-0088,WATER_TREATMENT,CMAR,US-WEST,10420.102,0.0,120.723,4,0.368964,0.729949,1.12,126604259.4,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c8e5ba155ede7cca096175c17c858a304e717176ef329c7d2ad646573ee947b4
REF-0089,RAIL_STATION,CMAR,US-WEST,24959.884,19.767,107.125,4,0.808758,0.533611,1.12,223300652.22,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,e4d410ccff17c6719f7b958290d0f0b41084c4add0894ee51ec579a353696d60
REF-0090,DATA_CENTER,CMAR,US-WEST,50927.472,6.946,137.182,7,0.467337,0.678902,1.12,199098572.3,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,036a41f69303da52a2cc745e0784478672d038a92d716eca16d804707a1e3543
REF-0091,AIRPORT_TERMINAL,EPCM,US-WEST,59268.883,8.658,54.557,1,0.467333,0.928456,1.12,243098078.77,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7c5a2df7f31c86e36d03d340d75e97e449d91005a2506a63818ef63dd99f7c67
REF-0092,HIGHWAY_CORRIDOR,EPCM,US-WEST,21599.922,19.246,15.031,1,0.574276,0.977096,1.12,170747632.96,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d12895bc232d26510ef4a4c62d360954443ddb1108ee912c24e6f8dbcfe29124
REF-0093,VERTICAL_HOSPITAL,EPCM,US-WEST,41820.092,2.491,63.825,3,0.730888,0.576481,1.12,239889546.24,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,0c7cf98e7b5a4ed5ff59a365e0547809849907c92bac9711acdf3aaeaef5ac51
REF-0094,WATER_TREATMENT,EPCM,US-WEST,42591.005,1.623,172.809,5,0.355676,0.796134,1.12,181165525.81,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,eda8951fa29045ec7020325bfe9123c8e452e67f6736bbef17823f686f2e41c9
REF-0095,RAIL_STATION,EPCM,US-WEST,16593.175,20.485,28.477,1,0.378458,0.35,1.12,189218236.35,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,37b616393ad1c0be04208ca447ad686f2f9a91afb13126bb8c9590ae7585fb52
REF-0096,DATA_CENTER,EPCM,US-WEST,15583.781,1.717,147.013,4,0.490661,0.756515,1.12,146738652.71,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,168c4fa1fcda984764e9316627e41f41a3c75460e2f68a83724ea15610c33d5e
REF-0097,AIRPORT_TERMINAL,DESIGN_BID_BUILD,US-NORTHEAST,43574.153,9.738,27.804,6,0.557897,0.718367,1.18,240933740.15,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8e21d029db52e44996d05e303c14e3ec8628dc9aa852a38f648a831816a9cade
REF-0098,HIGHWAY_CORRIDOR,DESIGN_BID_BUILD,US-NORTHEAST,0.0,21.168,32.172,4,0.844121,0.902715,1.18,196461348.52,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7ac6e9ff8b7d5cdc518eccc794bbfbff487139a5d2ad7b29371821f5d0f5a742
REF-0099,VERTICAL_HOSPITAL,DESIGN_BID_BUILD,US-NORTHEAST,47994.029,0.0,72.581,9,0.805836,0.743887,1.18,259168304.34,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,40a885d88e201718a5c2f6f4d178e2859efdfd463266a78bbd5b509cca8ff15e
REF-0100,WATER_TREATMENT,DESIGN_BID_BUILD,US-NORTHEAST,2997.539,0.0,130.949,5,0.122843,0.584721,1.18,117164936.01,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f246a800466ac975cbae8dea166391b68a1003360c2d5412fef1ec8ccbf92f1d
REF-0101,RAIL_STATION,DESIGN_BID_BUILD,US-NORTHEAST,7696.49,23.216,48.117,2,0.862494,0.789579,1.18,248726373.65,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f830712beded3c3ec55bb9b229c7deb0a5fa08b2c55f016b9989bb5e9e5383dd
REF-0102,DATA_CENTER,DESIGN_BID_BUILD,US-NORTHEAST,57750.9,1.737,148.949,6,0.247963,0.942057,1.18,206295423.51,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5ae0750e33c51837b0353cb0ebceae6bd07463dad1acf2a6de93e681a9c0b9f1
REF-0103,AIRPORT_TERMINAL,DESIGN_BUILD,US-NORTHEAST,38632.29,0.0,26.664,4,0.092168,0.693093,1.18,167875505.1,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ed19cd35ccf0192283f68f83234712f088de6cb2df633e69db349d9fb7a5e6a7
REF-0104,HIGHWAY_CORRIDOR,DESIGN_BUILD,US-NORTHEAST,1682.586,15.007,54.514,3,0.571356,0.734535,1.18,156177306.61,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,94088e2c27bc1f206881017de3c67fdcb85ec026f27aa95f013043c580ca405a
REF-0105,VERTICAL_HOSPITAL,DESIGN_BUILD,US-NORTHEAST,47739.306,0.0,10.07,12,0.354708,0.878045,1.18,210128778.77,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,5248d45a725fe752779cf91400e9e4951778e72ed4c6f649762cf4c8aa900a2a
REF-0106,WATER_TREATMENT,DESIGN_BUILD,US-NORTHEAST,13593.605,5.932,157.75,6,0.099109,0.761011,1.18,150842631.05,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a9222e2ba0363b67ac4ecb71f3096b3d308578ec7a5d55d72ed55149a1afd03a
REF-0107,RAIL_STATION,DESIGN_BUILD,US-NORTHEAST,8844.253,28.982,47.857,5,0.209503,0.923677,1.18,219251448.65,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a18cefca0556ba499e6a9a01464f1de74a1eeb957f730510adab556f00c513d6
REF-0108,DATA_CENTER,DESIGN_BUILD,US-NORTHEAST,34013.162,4.254,90.099,6,0.546721,0.742582,1.18,191970140.12,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,27a524d9774c2ce378219104c7b764a60884b14fe8459da67e19017ee65f194b
REF-0109,AIRPORT_TERMINAL,CMAR,US-NORTHEAST,35532.146,0.778,70.937,4,0.699427,0.622652,1.18,209421473.94,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,54d165165a4ca651d0eeef2f7418d14c4d382c37893f620d5f3edadc2ab71816
REF-0110,HIGHWAY_CORRIDOR,CMAR,US-NORTHEAST,4200.15,14.069,41.922,1,0.378307,0.870397,1.18,140033362.62,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d5459a63a9c8c7d5fe53f422c8f512a00357dd273903448d2de56312ea0ebcbd
REF-0111,VERTICAL_HOSPITAL,CMAR,US-NORTHEAST,47604.028,5.518,77.906,10,0.88781,0.84348,1.18,276090112.23,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,8cdefe70f45fd4475fd1371cccd24c750ecccd0644a34cd14ac4959a0000871c
REF-0112,WATER_TREATMENT,CMAR,US-NORTHEAST,14722.347,0.0,91.451,2,0.758834,0.718771,1.18,159096687.21,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a915c8323e56de1ff33b83c90aed4f1f2bc3901b3e453e28b889747530708cf4
REF-0113,RAIL_STATION,CMAR,US-NORTHEAST,21622.664,27.533,98.407,2,0.621595,0.355711,1.18,263493622.13,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,63536aabb506aae8c0b084a363d08aec118122b92f7e358f3b30a056305086e6
REF-0114,DATA_CENTER,CMAR,US-NORTHEAST,35842.764,7.231,111.934,6,0.390465,0.572833,1.18,196593773.73,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b422516f49285ff830654b1342c56cc9e41ad6da74724113722ba035ce09dcbd
REF-0115,AIRPORT_TERMINAL,EPCM,US-NORTHEAST,47864.574,1.578,47.759,1,0.613592,0.727923,1.18,221536855.47,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,4cf8cb707d33c9a4b28fc818d830f67b2f9a7f3091ad031e7192c178cc07a710
REF-0116,HIGHWAY_CORRIDOR,EPCM,US-NORTHEAST,0.0,16.32,100.666,4,0.311704,0.870274,1.18,161471372.54,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,732ac406b1842a006a4a412c204b8698b8c3fc6b7004855a349cb23476c64ff7
REF-0117,VERTICAL_HOSPITAL,EPCM,US-NORTHEAST,59059.49,0.628,32.144,11,0.387914,0.35,1.18,234879439.08,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,acda7b14e3b40a95884b30b1d3d553a3b59c8fe4566d90bdca18be0476c7ae79
REF-0118,WATER_TREATMENT,EPCM,US-NORTHEAST,10711.738,5.294,126.179,6,0.642605,0.417907,1.18,176179304.46,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,391b38fc373143e8496331d92b880b4416ee751f96135de48db242a2752731ae
REF-0119,RAIL_STATION,EPCM,US-NORTHEAST,488.519,16.851,58.209,9,0.271612,0.941706,1.18,203302874.69,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,bd2b282f37eb289b4cab2168f247fa8d59011038eeb2991e92f2d3e3c4c4c49e
REF-0120,DATA_CENTER,EPCM,US-NORTHEAST,60077.241,2.797,165.938,6,0.586286,0.525908,1.18,234407964.0,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,bed61ab34cfd0737b72e84886af0e86b4180ccb885b82937f850ea5f47cf4099
REF-0121,AIRPORT_TERMINAL,DESIGN_BID_BUILD,US-SOUTHEAST,21863.66,0.633,96.954,1,0.65639,0.35,0.94,146311834.88,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,07486cd5a9aab7d9bb10286f15162249ac27cdad73ade2a4b0fa82a12b8c76a5
REF-0122,HIGHWAY_CORRIDOR,DESIGN_BID_BUILD,US-SOUTHEAST,22429.773,24.497,1.0,1,0.645581,0.904852,0.94,162455576.92,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,b72be5a2ccfb0add204f4056dd45489ad229e70e6e634b083759c1d54edb54c2
REF-0123,VERTICAL_HOSPITAL,DESIGN_BID_BUILD,US-SOUTHEAST,46030.144,4.895,61.352,9,0.694079,0.802191,0.94,206253832.99,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,c96e8d329897b0dbf33fefdee2e796fae638e7348397bbf349c382c040cf3ecc
REF-0124,WATER_TREATMENT,DESIGN_BID_BUILD,US-SOUTHEAST,4539.875,0.0,143.175,1,0.284234,0.77855,0.94,103461911.87,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d707b8a327d65034aba29c249e6f7d61865de39bb8afd2fb3fb580f2edca0979
REF-0125,RAIL_STATION,DESIGN_BID_BUILD,US-SOUTHEAST,12153.18,21.081,25.452,3,0.740883,0.727265,0.94,179473134.54,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,893d8e32fc8d971f084c88d848b05d5ff05fdd0101ce7d0699e81e3984d2f109
REF-0126,DATA_CENTER,DESIGN_BID_BUILD,US-SOUTHEAST,43644.732,3.165,145.997,9,0.579743,0.868821,0.94,198886705.22,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,3e00be8dcce1ea73d92a702f824ac81d3c293cfc06e5eecf30eaa804cc8dadcd
REF-0127,AIRPORT_TERMINAL,DESIGN_BUILD,US-SOUTHEAST,50065.821,5.688,52.92,8,0.672565,0.57664,0.94,183189225.22,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,45748c422d7b46a144ed1527ae7393dc0feb7833463f266990e97019d27eaca2
REF-0128,HIGHWAY_CORRIDOR,DESIGN_BUILD,US-SOUTHEAST,19619.681,22.427,70.254,7,0.749978,0.78653,0.94,163030018.75,VALIDATION,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,0fdfe702f2dbc62905a98d82450b36e2d8c9fe347b8b13d6d693896dd9cdaaa8
REF-0129,VERTICAL_HOSPITAL,DESIGN_BUILD,US-SOUTHEAST,55180.075,4.31,45.971,12,0.651581,0.742147,0.94,206900069.62,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,a22c10dcde887d96c8fbcddcfc7e5b5349c8e6ae967066080448b831bce1b991
REF-0130,WATER_TREATMENT,DESIGN_BUILD,US-SOUTHEAST,18284.671,0.0,127.642,3,0.915116,0.798956,0.94,136871673.56,LOCKED_HOLDOUT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,ba46955b72af4400d6d5271248ba523b492c35fbc924c6c5ee88c744fdd237dd
REF-0131,RAIL_STATION,DESIGN_BUILD,US-SOUTHEAST,2719.533,16.352,72.042,5,0.77593,0.836912,0.94,159314692.57,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7523ffa3e10d1c6959e0ce9ba4ff25b3dfdeb2a9682d50af33b1ae25d61266a7
REF-0132,DATA_CENTER,DESIGN_BUILD,US-SOUTHEAST,48582.884,0.0,130.72,5,0.930742,0.906528,0.94,178995742.28,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,f491839f4ccd626a1d2abcab3c2775a39eb364ec00ff1c5972589757e6e4fb09
REF-0133,AIRPORT_TERMINAL,CMAR,US-SOUTHEAST,37593.767,1.478,73.99,1,0.934217,0.404251,0.94,172235969.56,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,62999b12cfe7830ce17ac11a4981e06a7082c8e68f594b3fd971f178338f3d31
REF-0134,HIGHWAY_CORRIDOR,CMAR,US-SOUTHEAST,0.0,15.89,39.076,3,0.331338,0.690467,0.94,123548325.02,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,6ef7e8a59b05283f9e021ca072dfe2d251b78a65061e1df49d1c003313961c47
REF-0135,VERTICAL_HOSPITAL,CMAR,US-SOUTHEAST,32981.333,0.0,70.564,10,0.168561,0.791503,0.94,158112541.45,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,dc386eed522c037eaee033f3d273cf7ae54a2ba1509689afbdef740d29592e7d
REF-0136,WATER_TREATMENT,CMAR,US-SOUTHEAST,18964.355,7.221,119.142,4,0.557242,0.496899,0.94,126724736.27,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,21b64e035806694309fadc5b116721bc57b5a05064d531f39b932f28edcf3d8b
REF-0137,RAIL_STATION,CMAR,US-SOUTHEAST,4367.85,21.499,54.409,9,0.614075,0.834864,0.94,187638351.89,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,753bd03c469d012b30bfbff2f9c50bd5620ecdc8183589c6ea18243e260cfdc4
REF-0138,DATA_CENTER,CMAR,US-SOUTHEAST,47040.033,7.492,122.452,2,0.451097,0.764516,0.94,163993766.58,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,d234d53cf69f24efbe47cf888556c2257fec548520f76f93dc333f3eaa460a10
REF-0139,AIRPORT_TERMINAL,EPCM,US-SOUTHEAST,31234.187,9.851,63.341,3,0.621431,0.640422,0.94,170961226.22,DEVELOPMENT,SYNTHETIC_RESEARCH_FIXTURE,OG-SYNTH-0.3,B1-0.3,build_opus_synthetic_programme_v0_3.py@0.3,20260812,True,7d185fe3f6080242f313c100bbd5e8395cf3264aa620bbcc651151a451482db0
